CO_IES|NO_IES|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_CURSO|NO_CURSO|CO_CURSO_POLO|CO_TURNO_ALUNO|DS_TURNO_ALUNO|CO_GRAU_ACADEMICO|DS_GRAU_ACADEMICO|CO_MODALIDADE_ENSINO|DS_MODALIDADE_ENSINO|CO_NIVEL_ACADEMICO|DS_NIVEL_ACADEMICO|CO_OCDE|NO_OCDE|CO_OCDE_AREA_GERAL|NO_OCDE_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|NO_OCDE_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|NO_OCDE_AREA_DETALHADA|CO_ALUNO_CURSO|CO_ALUNO_CURSO_ORIGEM|CO_ALUNO|CO_COR_RACA_ALUNO|DS_COR_RACA_ALUNO|IN_SEXO_ALUNO|DS_SEXO_ALUNO|NU_ANO_ALUNO_NASC|NU_MES_ALUNO_NASC|NU_DIA_ALUNO_NASC|NU_IDADE_ALUNO|CO_NACIONALIDADE_ALUNO|DS_NACIONALIDADE_ALUNO|CO_PAIS_ORIGEM_ALUNO|CO_UF_NASCIMENTO|CO_MUNICIPIO_NASCIMENTO|IN_ALUNO_DEF_TGD_SUPER|IN_DEF_AUDITIVA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_DEF_SURDEZ|IN_DEF_SURDOCEGUEIRA|IN_DEF_BAIXA_VISAO|IN_DEF_CEGUEIRA|IN_DEF_SUPERDOTACAO|IN_TGD_AUTISMO_INFANTIL|IN_TGD_SINDROME_ASPERGER|IN_TGD_SINDROME_RETT|IN_TGD_TRANSTOR_DESINTEGRATIVO|CO_ALUNO_SITUACAO|DS_ALUNO_SITUACAO|QT_CARGA_HORARIA_TOTAL|QT_CARGA_HORARIA_INTEG|DT_INGRESSO_CURSO|IN_ING_VESTIBULAR|IN_ING_ENEM|IN_ING_AVALIACAO_SERIADA|IN_ING_SELECAO_SIMPLIFICADA|IN_ING_SELECAO_VAGA_REMANESC|IN_ING_SELECAO_VAGA_PROG_ESPEC|IN_ING_TRANSF_EXOFFICIO|IN_ING_DECISAO_JUDICIAL|IN_ING_CONVENIO_PECG|IN_RESERVA_VAGAS|IN_RESERVA_ETNICO|IN_RESERVA_DEFICIENCIA|IN_RESERVA_ENSINO_PUBLICO|IN_RESERVA_RENDA_FAMILIAR|IN_RESERVA_OUTRA|IN_FINANC_ESTUDANTIL|IN_FIN_REEMB_FIES|IN_FIN_REEMB_ESTADUAL|IN_FIN_REEMB_MUNICIPAL|IN_FIN_REEMB_PROG_IES|IN_FIN_REEMB_ENT_EXTERNA|IN_FIN_REEMB_OUTRA|IN_FIN_NAOREEMB_PROUNI_INTEGR|IN_FIN_NAOREEMB_PROUNI_PARCIAL|IN_FIN_NAOREEMB_ESTADUAL|IN_FIN_NAOREEMB_MUNICIPAL|IN_FIN_NAOREEMB_PROG_IES|IN_FIN_NAOREEMB_ENT_EXTERNA|IN_FIN_NAOREEMB_OUTRA|IN_APOIO_SOCIAL|IN_APOIO_ALIMENTACAO|IN_APOIO_BOLSA_PERMANENCIA|IN_APOIO_BOLSA_TRABALHO|IN_APOIO_MATERIAL_DIDATICO|IN_APOIO_MORADIA|IN_APOIO_TRANSPORTE|IN_ATIVIDADE_EXTRACURRICULAR|IN_COMPL_ESTAGIO|IN_COMPL_EXTENSAO|IN_COMPL_MONITORIA|IN_COMPL_PESQUISA|IN_BOLSA_ESTAGIO|IN_BOLSA_EXTENSAO|IN_BOLSA_MONITORIA|IN_BOLSA_PESQUISA|CO_TIPO_ESCOLA_ENS_MEDIO|IN_ALUNO_PARFOR|CO_SEMESTRE_CONCLUSAO|CO_SEMESTRE_REFERENCIA|IN_MOBILIDADE_ACADEMICA|CO_MOBILIDADE_ACADEMICA|CO_MOBILIDADE_ACADEMICA_INTERN|CO_IES_DESTINO|CO_PAIS_DESTINO|IN_MATRICULA|IN_CONCLUINTE|IN_INGRESSO_TOTAL|IN_INGRESSO_VAGA_NOVA|ANO_INGRESSO
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|5565727||400004432853|3|Parda|1|Feminino|1989|6|1|27|1|Brasileira|76|31|3143302|0||||||||||||||2|Cursando|2733|1966|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|8393708||400007961099|1|Branca|0|Masculino|1981|5|25|35|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|0|01/07/2016|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|1|1|2016
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|6503800||400009346191|1|Branca|0|Masculino|1991|12|15|25|1|Brasileira|76|||0||||||||||||||4|Desvinculado do curso|2733|1983|01/01/2010|1|0|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|2519012||400009428304|3|Parda|0|Masculino|1992|2|14|24|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|1366|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||2|Vespertino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|2937682||400009461561|0|Aluno não quis declarar cor/raça|0|Masculino|1993|2|12|23|1|Brasileira|76|53|5300108|0||||||||||||||5|Transferido para outro curso da mesma IES|2733|1266|01/07/2010|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|5516912||400011800300|2|Preta|0|Masculino|1993|4|30|23|1|Brasileira|76|31|3135209|2||||||||||||||2|Cursando|2500|333|01/01/2014|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2014
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3023333||400012240349|3|Parda|0|Masculino|1992|4|10|24|1|Brasileira|76|31|3135209|0||||||||||||||6|Formado|2733|2733|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||2|2|0|||||1|1|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|2198469||400012246110|0|Aluno não quis declarar cor/raça|0|Masculino|1987|5|8|29|1|Brasileira|76|31|3135209|0||||||||||||||5|Transferido para outro curso da mesma IES|2500|0|01/07/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|1165572||400012284654|0|Aluno não quis declarar cor/raça|0|Masculino|1988|9|17|28|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2733|2100|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|5705747||400012302660|3|Parda|0|Masculino|1992|11|11|24|1|Brasileira|76|31|3135209|0||||||||||||||4|Desvinculado do curso|2733|1500|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||1|0|0|0|0|0|1|0|||||||||1|||2|0|||||0|0|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3032616||400012302691|4|Amarela|0|Masculino|1992|4|28|24|1|Brasileira|76|35|3550308|0||||||||||||||2|Cursando|2733|1033|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3023345||400012302926|1|Branca|0|Masculino|1993|9|2|23|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2733|2133|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3023341||400012303647|3|Parda|0|Masculino|1990|10|26|26|1|Brasileira|76|31|3108255|0||||||||||||||6|Formado|2733|2733|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||2|2|0|||||1|1|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3023344||400012303766|3|Parda|0|Masculino|1993|7|3|23|1|Brasileira|76|31|3135209|0||||||||||||||6|Formado|2733|2733|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|2919536||400012303852|1|Branca|0|Masculino|1993|11|11|23|1|Brasileira|76|35|3550308|0||||||||||||||2|Cursando|2733|2533|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||1|Matutino|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3023343||400012307687|1|Branca|0|Masculino|1992|12|3|24|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2733|1566|01/07/2011|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|2960648||400012308869|0|Aluno não quis declarar cor/raça|0|Masculino|1992|11|3|24|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|2033|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|5514406||400012922677|3|Parda|0|Masculino|1988|8|14|28|1|Brasileira|76|31|3162401|0||||||||||||||2|Cursando|2500|1666|01/01/2014|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2014
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3496280||400014501277|3|Parda|0|Masculino|1994|9|1|22|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|2033|01/01/2013|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2013
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3311129||400014721734|3|Parda|1|Feminino|1994|11|5|22|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|2000|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|2947208||400014729203|2|Preta|0|Masculino|1992|7|3|24|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|2000|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3549766||400014738127|1|Branca|0|Masculino|1985|1|11|31|1|Brasileira|76|31|3163706|0||||||||||||||2|Cursando|2500|2000|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3033490||400014740595|2|Preta|1|Feminino|1994|4|16|22|1|Brasileira|76|31|3143302|0||||||||||||||2|Cursando|2500|2100|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3023336||400014760499|2|Preta|0|Masculino|1993|7|22|23|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|2016|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3023338||400014835528|3|Parda|1|Feminino|1994|2|14|22|1|Brasileira|76|35|3547809|0||||||||||||||2|Cursando|2400|1633|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3023335||400014845339|2|Preta|1|Feminino|1992|4|20|24|1|Brasileira|76|31|3132107|0||||||||||||||2|Cursando|2500|1900|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3023342||400014935879|3|Parda|0|Masculino|1994|5|15|22|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|2033|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3033492||400014936331|3|Parda|0|Masculino|1994|7|4|22|1|Brasileira|76|31|3143302|0||||||||||||||2|Cursando|2500|2033|01/01/2012|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2012
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|8347470||400014951753|0|Aluno não quis declarar cor/raça|0|Masculino|1990|9|6|26|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|266|01/01/2016|0|0|0|1|0|0|0|0||0||||||||||||||||||||1|0|0|0|0|0|1|0|||||||||1|||2|0|||||1|0|1|1|2016
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|8347468||400015337189|1|Branca|0|Masculino|1992|9|19|24|1|Brasileira|76|31|3132107|0||||||||||||||2|Cursando|2500|333|01/01/2016|0|1|0|0|0|0|0|0||0||||||||||||||||||||1|0|0|0|0|1|0|0|||||||||1|||2|0|||||1|0|1|1|2016
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|1532497||400015565366|1|Branca|0|Masculino|1993|4|23|23|1|Brasileira|76|31|3143302|0||||||||||||||2|Cursando|2500|333|01/07/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||0|||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS||4|Integral|3|Tecnológico|1|Presencial|1|Graduação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|2812205||400015816840|2|Preta|0|Masculino|1992|9|17|24|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|2500|133|01/07/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0|2015
