CO_IES|NO_IES|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_CURSO|NO_CURSO|CO_CURSO_POLO|CO_TURNO_ALUNO|DS_TURNO_ALUNO|CO_GRAU_ACADEMICO|DS_GRAU_ACADEMICO|CO_MODALIDADE_ENSINO|DS_MODALIDADE_ENSINO|CO_NIVEL_ACADEMICO|DS_NIVEL_ACADEMICO|CO_OCDE|NO_OCDE|CO_OCDE_AREA_GERAL|NO_OCDE_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|NO_OCDE_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|NO_OCDE_AREA_DETALHADA|CO_ALUNO_CURSO|CO_ALUNO_CURSO_ORIGEM|CO_ALUNO|CO_COR_RACA_ALUNO|DS_COR_RACA_ALUNO|IN_SEXO_ALUNO|DS_SEXO_ALUNO|NU_ANO_ALUNO_NASC|NU_MES_ALUNO_NASC|NU_DIA_ALUNO_NASC|NU_IDADE_ALUNO|CO_NACIONALIDADE_ALUNO|DS_NACIONALIDADE_ALUNO|CO_PAIS_ORIGEM_ALUNO|CO_UF_NASCIMENTO|CO_MUNICIPIO_NASCIMENTO|IN_ALUNO_DEF_TGD_SUPER|IN_DEF_AUDITIVA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_DEF_SURDEZ|IN_DEF_SURDOCEGUEIRA|IN_DEF_BAIXA_VISAO|IN_DEF_CEGUEIRA|IN_DEF_SUPERDOTACAO|IN_TGD_AUTISMO_INFANTIL|IN_TGD_SINDROME_ASPERGER|IN_TGD_SINDROME_RETT|IN_TGD_TRANSTOR_DESINTEGRATIVO|CO_ALUNO_SITUACAO|DS_ALUNO_SITUACAO|QT_CARGA_HORARIA_TOTAL|QT_CARGA_HORARIA_INTEG|DT_INGRESSO_CURSO|IN_ING_VESTIBULAR|IN_ING_ENEM|IN_ING_AVALIACAO_SERIADA|IN_ING_SELECAO_SIMPLIFICADA|IN_ING_SELECAO_VAGA_REMANESC|IN_ING_SELECAO_VAGA_PROG_ESPEC|IN_ING_TRANSF_EXOFFICIO|IN_ING_DECISAO_JUDICIAL|IN_ING_CONVENIO_PECG|IN_RESERVA_VAGAS|IN_RESERVA_ETNICO|IN_RESERVA_DEFICIENCIA|IN_RESERVA_ENSINO_PUBLICO|IN_RESERVA_RENDA_FAMILIAR|IN_RESERVA_OUTRA|IN_FINANC_ESTUDANTIL|IN_FIN_REEMB_FIES|IN_FIN_REEMB_ESTADUAL|IN_FIN_REEMB_MUNICIPAL|IN_FIN_REEMB_PROG_IES|IN_FIN_REEMB_ENT_EXTERNA|IN_FIN_REEMB_OUTRA|IN_FIN_NAOREEMB_PROUNI_INTEGR|IN_FIN_NAOREEMB_PROUNI_PARCIAL|IN_FIN_NAOREEMB_ESTADUAL|IN_FIN_NAOREEMB_MUNICIPAL|IN_FIN_NAOREEMB_PROG_IES|IN_FIN_NAOREEMB_ENT_EXTERNA|IN_FIN_NAOREEMB_OUTRA|IN_APOIO_SOCIAL|IN_APOIO_ALIMENTACAO|IN_APOIO_BOLSA_PERMANENCIA|IN_APOIO_BOLSA_TRABALHO|IN_APOIO_MATERIAL_DIDATICO|IN_APOIO_MORADIA|IN_APOIO_TRANSPORTE|IN_ATIVIDADE_EXTRACURRICULAR|IN_COMPL_ESTAGIO|IN_COMPL_EXTENSAO|IN_COMPL_MONITORIA|IN_COMPL_PESQUISA|IN_BOLSA_ESTAGIO|IN_BOLSA_EXTENSAO|IN_BOLSA_MONITORIA|IN_BOLSA_PESQUISA|CO_TIPO_ESCOLA_ENS_MEDIO|IN_ALUNO_PARFOR|CO_SEMESTRE_CONCLUSAO|CO_SEMESTRE_REFERENCIA|IN_MOBILIDADE_ACADEMICA|CO_MOBILIDADE_ACADEMICA|CO_MOBILIDADE_ACADEMICA_INTERN|CO_IES_DESTINO|CO_PAIS_DESTINO|IN_MATRICULA|IN_CONCLUINTE|IN_INGRESSO_TOTAL|IN_INGRESSO_VAGA_NOVA|ANO_INGRESSO
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||1|Matutino|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|169024||400018992617|3|Parda|1|Feminino|1996|9|2|20|1|Brasileira|76|31|3170909|0||||||||||||||2|Cursando|3133|1100|01/01/2015|0|0|0|0|1|0|0|0||0||||||||||||||||||||1|0|0|0|0|1|0|1|0|1|0|0||1|||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||1|Matutino|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|3512495||400019023553|3|Parda|1|Feminino|1996|7|9|20|1|Brasileira|76|31|3142700|0||||||||||||||2|Cursando|3133|1083|01/01/2015|0|0|0|0|1|0|0|0||0||||||||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||1|Matutino|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|3147794||400019043007|3|Parda|1|Feminino|1987|5|5|29|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|3133|366|01/07/2015|0|0|0|0|1|0|0|0||0||||||||||||||||||||1|1|0|0|0|0|0|0|||||||||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||1|Matutino|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|3504868||400019049176|3|Parda|1|Feminino|1984|10|23|32|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|3133|400|01/07/2015|0|0|0|0|1|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|575973||400019068026|2|Preta|1|Feminino|1995|11|29|21|1|Brasileira|76|31|3139300|0||||||||||||||4|Desvinculado do curso|3133|183|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|3108994||400019068649|3|Parda|1|Feminino|1989|10|2|27|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|3133|550|01/01/2015|0|0|0|0|1|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||1|Matutino|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|7400380||400019073180|2|Preta|0|Masculino|1994|2|11|22|1|Brasileira|76|31|3135209|0||||||||||||||4|Desvinculado do curso|3133|33|01/07/2015|0|0|0|0|1|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|597117||400020327868|2|Preta|1|Feminino|1996|8|28|20|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|3133|1100|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|0|1|1|||1|1|1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|823177||400020328524|3|Parda|1|Feminino|1995|11|28|21|1|Brasileira|76|31|3106200|0||||||||||||||2|Cursando|3133|716|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||1|0|0|0|0|1|0|0|||||||||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|213690||400020329256|1|Branca|1|Feminino|1996|12|21|20|1|Brasileira|76|31|3117836|0||||||||||||||2|Cursando|3133|966|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||1|1|0|0|0|0|0|1|0|1|0|0||1|||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|509417||400020329583|3|Parda|1|Feminino|1995|4|29|21|1|Brasileira|76|31|3135209|0||||||||||||||4|Desvinculado do curso|3133|150|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2750924||400020329597|4|Amarela|1|Feminino|1994|3|2|22|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|3133|516|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2826802||400020329621|3|Parda|1|Feminino|1996|2|20|20|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|3133|633|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|308923||400020350505|3|Parda|1|Feminino|1992|6|16|24|1|Brasileira|76|31|3135209|0||||||||||||||4|Desvinculado do curso|3133|183|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2469608||400020354366|3|Parda|1|Feminino|1991|3|5|25|1|Brasileira|76|31|3135209|1|0|1|0|0|0|0|0|0|0|0|0|0|0|4|Desvinculado do curso|3133|150|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|794757||400020355014|3|Parda|1|Feminino|1997|8|30|19|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|3133|616|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2898469||400020355058|3|Parda|0|Masculino|1982|11|25|34|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|3133|450|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0|2015
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|CIÊNCIAS BIOLÓGICAS||3|Noturno|2|Licenciatura|1|Presencial|1|Graduação|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2970733||400020355639|2|Preta|1|Feminino|1989|3|27|27|1|Brasileira|76|31|3135209|0||||||||||||||2|Cursando|3133|183|01/01/2015|0|1|0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0|2015
