NU_ANO_CENSO|CO_IES|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_CURSO|CO_CURSO_POLO|TP_TURNO|TP_GRAU_ACADEMICO|TP_MODALIDADE_ENSINO|TP_NIVEL_ACADEMICO|CO_CINE_ROTULO|ID_ALUNO|CO_ALUNO_CURSO|CO_ALUNO_CURSO_ORIGEM|TP_COR_RACA|TP_SEXO|NU_ANO_NASCIMENTO|NU_MES_NASCIMENTO|NU_DIA_NASCIMENTO|NU_IDADE|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASCIMENTO|CO_MUNICIPIO_NASCIMENTO|IN_DEFICIENCIA|IN_DEFICIENCIA_AUDITIVA|IN_DEFICIENCIA_FISICA|IN_DEFICIENCIA_INTELECTUAL|IN_DEFICIENCIA_MULTIPLA|IN_DEFICIENCIA_SURDEZ|IN_DEFICIENCIA_SURDOCEGUEIRA|IN_DEFICIENCIA_BAIXA_VISAO|IN_DEFICIENCIA_CEGUEIRA|IN_DEFICIENCIA_SUPERDOTACAO|IN_TGD_AUTISMO|IN_TGD_SINDROME_ASPERGER|IN_TGD_SINDROME_RETT|IN_TGD_TRANSTOR_DESINTEGRATIVO|TP_SITUACAO|QT_CARGA_HORARIA_TOTAL|QT_CARGA_HORARIA_INTEG|DT_INGRESSO_CURSO|IN_INGRESSO_VESTIBULAR|IN_INGRESSO_ENEM|IN_INGRESSO_AVALIACAO_SERIADA|IN_INGRESSO_SELECAO_SIMPLIFICA|IN_INGRESSO_OUTRO_TIPO_SELECAO|IN_INGRESSO_VAGA_REMANESC|IN_INGRESSO_VAGA_PROG_ESPECIAL|IN_INGRESSO_TRANSF_EXOFFICIO|IN_INGRESSO_DECISAO_JUDICIAL|IN_INGRESSO_CONVENIO_PECG|IN_INGRESSO_EGRESSO|IN_INGRESSO_OUTRA_FORMA|IN_RESERVA_VAGAS|IN_RESERVA_ETNICO|IN_RESERVA_DEFICIENCIA|IN_RESERVA_ENSINO_PUBLICO|IN_RESERVA_RENDA_FAMILIAR|IN_RESERVA_OUTRA|IN_FINANCIAMENTO_ESTUDANTIL|IN_FIN_REEMB_FIES|IN_FIN_REEMB_ESTADUAL|IN_FIN_REEMB_MUNICIPAL|IN_FIN_REEMB_PROG_IES|IN_FIN_REEMB_ENT_EXTERNA|IN_FIN_REEMB_OUTRA|IN_FIN_NAOREEMB_PROUNI_INTEGR|IN_FIN_NAOREEMB_PROUNI_PARCIAL|IN_FIN_NAOREEMB_ESTADUAL|IN_FIN_NAOREEMB_MUNICIPAL|IN_FIN_NAOREEMB_PROG_IES|IN_FIN_NAOREEMB_ENT_EXTERNA|IN_FIN_NAOREEMB_OUTRA|IN_APOIO_SOCIAL|IN_APOIO_ALIMENTACAO|IN_APOIO_BOLSA_PERMANENCIA|IN_APOIO_BOLSA_TRABALHO|IN_APOIO_MATERIAL_DIDATICO|IN_APOIO_MORADIA|IN_APOIO_TRANSPORTE|IN_ATIVIDADE_EXTRACURRICULAR|IN_COMPLEMENTAR_ESTAGIO|IN_COMPLEMENTAR_EXTENSAO|IN_COMPLEMENTAR_MONITORIA|IN_COMPLEMENTAR_PESQUISA|IN_BOLSA_ESTAGIO|IN_BOLSA_EXTENSAO|IN_BOLSA_MONITORIA|IN_BOLSA_PESQUISA|TP_ESCOLA_CONCLUSAO_ENS_MEDIO|IN_ALUNO_PARFOR|TP_SEMESTRE_CONCLUSAO|TP_SEMESTRE_REFERENCIA|IN_MOBILIDADE_ACADEMICA|TP_MOBILIDADE_ACADEMICA|TP_MOBILIDADE_ACADEMICA_INTERN|CO_IES_DESTINO|CO_PAIS_DESTINO|IN_MATRICULA|IN_CONCLUINTE|IN_INGRESSO_TOTAL|IN_INGRESSO_VAGA_NOVA|IN_INGRESSO_PROCESSO_SELETIVO|NU_ANO_INGRESSO
2018|3188|1|4|99503||1|2|1|1|0114M01|1A745ECDFDED2BEE0AB7B5939672D1E0|3142335||3|1|1996|2|8|22|1|76|29|2928604|9||||||||||||||4|3133|0|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|3B0A0A68DC8465A352C89F593F5E5809|3123792||3|1|1997|10|30|21|1|76|31|3135209|0||||||||||||||2|3133|133|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|D274B89329FD9F11A8D9E3C42E9D85DA|3889447||3|2|1999|6|21|19|1|76|31|3170800|0||||||||||||||2|3133|566|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|3C78A12AB7EAA0CA852CBCC591D01722|3141339||1|1|1999|3|30|19|1|76|31|3135209|0||||||||||||||2|3133|266|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|F8D40EFC893C501126634FED3A500EC2|3141347||3|2|1981|10|20|37|1|76|31|3117836|0||||||||||||||2|3133|633|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|52C9C903B16750FB2BCBA54FA20F0F16|3703055||2|1|1998|12|4|20|1|76|31|3135209|0||||||||||||||4|3133|300|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|43389A75DA25A45738A4DE815FA2476A|3585396||3|2|1997|10|1|21|1|76|31|3132503|0||||||||||||||2|3133|533|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||1|0|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|C4C33A2E08BA52D6E2E42E22DF552D3A|3106570||3|2|1977|9|9|41|1|76|31|3117836|0||||||||||||||2|3133|433|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|6E54DEA50F6BC3C807539ADE8227B711|3106573||3|1|1998|3|26|20|1|76|31|3135209|0||||||||||||||2|3133|800|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|0|0|1||||0|1|0||2|0|||||1|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|03483B9F358E4C2FB7836A2703726437|3936402||3|1|1998|5|7|20|1|76|31|3135209|0||||||||||||||2|3133|833|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|888191B567E6BA4F9302B7D21A50B2F3|4244591||3|2|1997|1|3|21|1|76|31|3135209|9||||||||||||||4|3133|0|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|D37CC0C66ED4CFA1A72695CA2F84538F|3149002||2|2|1998|8|27|20|1|76|31|3135209|0||||||||||||||2|3133|433|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|2932D94700001A7B33109A6A92387232|3149009||2|1|1998|12|14|20|1|76|31|3138203|9||||||||||||||4|3133|166|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|7E4644AF1A0EE7E33B32BEF03FEAC16C|3469833||3|2|1998|1|13|20|1|76|31|3142700|0||||||||||||||4|3133|133|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|A81DAA7200831C7E1BA732E095E8C543|4562971||2|2|1995|8|11|23|1|76|31|3143302|0||||||||||||||4|3133|0|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|04416170EBD150403D14D27CB041857C|77273181||3|1|1996|4|21|22|1|76|31|3135209|0||||||||||||||5|3133|333|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2017
2018|3188|1|4|99503||1|2|1|1|0114M01|3FB672C7B6EFDD29AF1AA253A6B8DB24|39123702|3237943|2|2|1998|3|28|20|1|76|31|3135209|0||||||||||||||2|3133|200|01JAN2018:00:00:00|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|0||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|67675C63430F04150B273FD437A1A03A|38336994||3|1|2000|2|2|18|1|76|31|3143302|0||||||||||||||4|3133|0|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|7522AE64D27CF8842D389A94F0D20968|39132408||0|1|1999|5|17|19|1|76|31|3135209|0||||||||||||||2|3133|333|01JUL2018:00:00:00|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|0||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|46436C319E54D460C54817172EF3ABAA|38338316||0|2|1995|3|12|23|1|76|31|3143302|0||||||||||||||4|3133|0|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|4223EFA875B9E4CD57A9A719F0E3FB93|76652686||2|1|1997|11|1|21|1|76|31|3135209|0||||||||||||||2|3133|333|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|29337B0745AEE4F066AEC0D5149864C3|39132426|35398550|3|2|1999|5|5|19|1|76|31|3135209|0||||||||||||||2|3133|0|01JUL2018:00:00:00|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|0||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|44C9CFF9FF4078F216CCE881EE230CD4|39113045|35928476|3|2|1988|11|29|30|1|76|31|3135209|0||||||||||||||2|3133|0|01JUL2018:00:00:00|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|0||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|46A94AF5F655E107F2B1634DBFA999A0|37880953||1|2|1999|5|22|19|1|76|35|3534401|0||||||||||||||2|3133|300|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|A64AA85F21DE93C313601A7F4153E949|37884331||3|1|1998|6|9|20|1|76|31|3135209|0||||||||||||||2|3133|600|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|592480B8920055550A4679260C1B8C9E|37924108||2|2|1999|8|6|19|1|76|31|3139300|0||||||||||||||2|3133|666|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|0|1|0|||0||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|AC3EC06831BC9E71D92F28C825A55745|37995272||3|1|2000|2|7|18|1|76|31|3135209|0||||||||||||||2|3133|200|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|33C863E2A84EC09F1CFDF3556C56DD4E|38019957||1|2|2000|10|13|18|1|76|31|3142007|0||||||||||||||2|3133|533|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|27FBCA42155856B8E4223E391633B8A7|38120803||3|1|2000|3|17|18|1|76|35|3550308|0||||||||||||||2|3133|233|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|CE4DAE821CF0CBEEA6E419D7B03E6FD3|38144008||3|1|2000|1|5|18|1|76|31|3135209|0||||||||||||||2|3133|200|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|16089153C6383F15FF616AA2F7E10990|38151761||3|2|1998|12|13|20|1|76|31|3135209|0||||||||||||||2|3133|666|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|588E0B887215BFCCB88A115C91312FB4|38179210||3|1|1998|9|8|20|1|76|31|3135209|0||||||||||||||2|3133|0|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|88772F81D1D74C812233E95A33989D66|38189409||1|2|1999|4|7|19|1|76|31|3135209|0||||||||||||||2|3133|500|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|EBBFDD0F53E2E43B4B65BB7DCD0472A3|38236454||3|1|1993|4|2|25|1|76|31|3143302|0||||||||||||||2|3133|600|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|5DF9C9EA3EA604A45028459E50FBC73C|38288083||3|1|1997|3|22|21|1|76|35|3550308|0||||||||||||||2|3133|666|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|1838F3E0EE559679B416CF7C7E48CFF4|38266495||2|1|2000|7|17|18|1|76|31|3135209|0||||||||||||||3|3133|333|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||1|0|0|0|1||||0|1|0||2|0|||||0|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|8EBFE51D04CBDBF0E3862064B389CEAF|38291982||3|1|1999|9|1|19|1|76|31|3124302|0||||||||||||||2|3133|666|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|5C8166283C72D3D1871A50642E71D46E|38293265||2|1|2000|4|16|18|1|76|31|3135209|0||||||||||||||2|3133|200|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|F8A895E3000D25DA30636B72ADD87DD1|38294952||1|1|1999|12|9|19|1|76|31|3135209|0||||||||||||||2|3133|666|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|D80AAFE86CD6D24C695EACE883FDE9E7|38300104||3|2|1998|7|23|20|1|76|31|3162401|0||||||||||||||2|3133|366|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|DA007C05AB6931B076BCFEC6CD1FE83E|38303655||3|2|1999|7|23|19|1|76|31|3135209|0||||||||||||||2|3133|433|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|5FB75887C1E0DF21E1624620CC46BF38|38303659||1|1|1998|7|4|20|1|76|31|3143302|0||||||||||||||2|3133|233|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|7B203BE3E08B2AF794FC423041FC6757|38303663||1|2|1994|12|2|24|1|76|31|3135209|0||||||||||||||2|3133|666|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|ADE55C91467F072B068CD06E2596D69F|38329875||3|2|1995|8|18|23|1|76|31|3135209|0||||||||||||||4|3133|0|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|7D895806053B7D42A018FC6BABFC5BBD|38333196||1|1|1986|7|10|32|1|76|31|3135209|0||||||||||||||4|3133|0|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|0|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|5A39C41497A972416628FB934A045094|38333628||1|2|1976|6|11|42|1|76|31|3135209|0||||||||||||||4|3133|0|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|D81DB85166D7F150EF6AA78B169C5B1C|38336923||3|1|2000|1|30|18|1|76|31|3135209|0||||||||||||||2|3133|266|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|76C270A1F2F3344B84A1BDB5387F7828|38337009||1|1|1982|2|24|36|1|76|31|3149150|0||||||||||||||4|3133|0|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|B2C6C357502572963DF8D569656C2F56|76546773||3|1|1999|5|30|19|1|76|31|3135209|0||||||||||||||2|3133|166|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|553F6403B72FAF65A5E20EF28F21507C|76549457||3|2|1990|10|25|28|1|76|31|3135209|0||||||||||||||4|3133|0|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|3BC9592A0881856FC39F5A9464F49E9C|76549462||2|1|1994|11|11|24|1|76|31|3135209|0||||||||||||||2|3133|233|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|D374F4F5DF1B7C299D2165B03737F1C5|76652719||1|2|1990|2|19|28|1|76|31|3135209|0||||||||||||||2|3133|33|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|F3DED1F4C903D9C6E26B7ED78A4BB4DF|76652691||2|2|1999|9|1|19|1|76|31|3135209|0||||||||||||||2|3133|266|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|83D0AE3DA60294FA8181FD22C8C7DCCF|76547463||3|1|1997|4|20|21|1|76|31|3135209|0||||||||||||||2|3133|233|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2018
2018|3188|1|4|99503||3|2|1|1|0114M01|EE0E4C4C445BC1A7916B7135B2B7BC07|76654360||2|1|1998|11|28|20|1|76|31|3135209|0||||||||||||||4|3133|266|01JAN2018:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2018
2018|3188|1|4|107474||3|1|1|1|0413A01|96A2CEF1D037ABC1D440C372B7D6960E|4319564||3|2|1983|4|27|35|1|76|31|3152204|0||||||||||||||4|3113|1000|01JAN2015:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2015
2018|3188|1|4|107474||1|1|1|1|0413A01|CF4CE8A0123A015985544C0023359D66|2159427||3|2|1987|1|16|31|1|76|31|3142007|0||||||||||||||6|3113|3113|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2012
2018|3188|1|4|107474||1|1|1|1|0413A01|C8866702EACE40045289ECE58E7C49A6|4223169||9|2|1990|2|16|28|1|76|31|3135209|0||||||||||||||4|3113|2566|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2012
2018|3188|1|4|107474||1|1|1|1|0413A01|6F92EA3EC52568E2F9DF09994FAB311C|4608449||2|1|1989|9|17|29|1|76|31|3135209|0||||||||||||||2|3113|1600|01JAN2016:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2016
2018|3188|1|4|107474||3|1|1|1|0413A01|3E4E68C066311D7B3A2EFFA45AAA59BA|1843064||1|2|1981|6|25|37|1|76|31|3149150|9||||||||||||||4|3113|1966|01JAN2015:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2015
2018|3188|1|4|107474||3|1|1|1|0413A01|CBA6AD0EE3E5833E7B5E3A995EE798AC|3453761||3|2|1982|4|28|36|1|76|31|3135209|0||||||||||||||2|3113|2500|01JAN2016:00:00:00|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|0|0|1||||0|2|||2|0|||||1|0|0|0||2016
2018|3188|1|4|107474||3|1|1|1|0413A01|37FC129D5115AD4FCCB8AFC0D8712A05|4187821||1|2|1985|8|6|33|1|76|31|3135209|0||||||||||||||4|3113|733|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||1|0|0|1|1|0|||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2017
2018|3188|1|4|107474||1|1|1|1|0413A01|666DAA765B73FD4CC67B2443AD8C441C|4802222||1|1|1990|6|15|28|1|76|31|3135209|0||||||||||||||6|3000|3000|01JUL2008:00:00:00|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2008
2018|3188|1|4|107474||1|1|1|1|0413A01|28ED2BEFC340CC6723ECA334FD368995|3909464||2|1|1988|10|15|30|1|76|31|3135209|0||||||||||||||2|3113|2533|01JAN2016:00:00:00|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2016
2018|3188|1|4|107474||1|1|1|1|0413A01|4E6CCDB6CD790C2791C026C11F338EAC|1872132||1|1|1986|4|30|32|1|76|31|3148707|0||||||||||||||2|3113|2533|01JAN2016:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2016
2018|3188|1|4|107474||3|1|1|1|0413A01|5725E2E21945AB7DE1C29885043CFEFC|4677882||3|1|1988|9|26|30|1|76|31|3135209|0||||||||||||||2|3113|1833|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2017
2018|3188|1|4|107474||3|1|1|1|0413A01|83C3F45BB31E9C6E0BE0E315AE14ECDE|4705310||9|1|1987|11|24|31|1|76|31|3135209|0||||||||||||||6|3000|3000|01JAN2009:00:00:00|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2009
2018|3188|1|4|107474||1|1|1|1|0413A01|FFB6C0B63E403EC46799056E78C5E10F|4416501||3|2|1989|9|30|29|1|76|35|3550308|0||||||||||||||2|3113|2533|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2012
2018|3188|1|4|107474||3|1|1|1|0413A01|4F14F1927D33AD6FD030588F8B3DF262|4046902||3|2|1990|5|19|28|1|76|31|3135209|0||||||||||||||2|3113|1466|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2017
2018|3188|1|4|107474||3|1|1|1|0413A01|82A6467066C7E1A53C1ABF30A353C500|4802266||4|1|1991|8|30|27|1|76|31|3161106|0||||||||||||||2|3113|1800|01JAN2016:00:00:00|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|1|0|0||0|||1|||2|0|||||1|0|0|0||2016
