NU_ANO_CENSO|CO_IES|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_CURSO|CO_CURSO_POLO|TP_TURNO|TP_GRAU_ACADEMICO|TP_MODALIDADE_ENSINO|TP_NIVEL_ACADEMICO|CO_CINE_ROTULO|ID_ALUNO|CO_ALUNO_CURSO|CO_ALUNO_CURSO_ORIGEM|TP_COR_RACA|TP_SEXO|NU_ANO_NASCIMENTO|NU_MES_NASCIMENTO|NU_DIA_NASCIMENTO|NU_IDADE|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASCIMENTO|CO_MUNICIPIO_NASCIMENTO|IN_DEFICIENCIA|IN_DEFICIENCIA_AUDITIVA|IN_DEFICIENCIA_FISICA|IN_DEFICIENCIA_INTELECTUAL|IN_DEFICIENCIA_MULTIPLA|IN_DEFICIENCIA_SURDEZ|IN_DEFICIENCIA_SURDOCEGUEIRA|IN_DEFICIENCIA_BAIXA_VISAO|IN_DEFICIENCIA_CEGUEIRA|IN_DEFICIENCIA_SUPERDOTACAO|IN_TGD_AUTISMO|IN_TGD_SINDROME_ASPERGER|IN_TGD_SINDROME_RETT|IN_TGD_TRANSTOR_DESINTEGRATIVO|TP_SITUACAO|QT_CARGA_HORARIA_TOTAL|QT_CARGA_HORARIA_INTEG|DT_INGRESSO_CURSO|IN_INGRESSO_VESTIBULAR|IN_INGRESSO_ENEM|IN_INGRESSO_AVALIACAO_SERIADA|IN_INGRESSO_SELECAO_SIMPLIFICA|IN_INGRESSO_OUTRO_TIPO_SELECAO|IN_INGRESSO_VAGA_REMANESC|IN_INGRESSO_VAGA_PROG_ESPECIAL|IN_INGRESSO_TRANSF_EXOFFICIO|IN_INGRESSO_DECISAO_JUDICIAL|IN_INGRESSO_CONVENIO_PECG|IN_INGRESSO_EGRESSO|IN_INGRESSO_OUTRA_FORMA|IN_RESERVA_VAGAS|IN_RESERVA_ETNICO|IN_RESERVA_DEFICIENCIA|IN_RESERVA_ENSINO_PUBLICO|IN_RESERVA_RENDA_FAMILIAR|IN_RESERVA_OUTRA|IN_FINANCIAMENTO_ESTUDANTIL|IN_FIN_REEMB_FIES|IN_FIN_REEMB_ESTADUAL|IN_FIN_REEMB_MUNICIPAL|IN_FIN_REEMB_PROG_IES|IN_FIN_REEMB_ENT_EXTERNA|IN_FIN_REEMB_OUTRA|IN_FIN_NAOREEMB_PROUNI_INTEGR|IN_FIN_NAOREEMB_PROUNI_PARCIAL|IN_FIN_NAOREEMB_ESTADUAL|IN_FIN_NAOREEMB_MUNICIPAL|IN_FIN_NAOREEMB_PROG_IES|IN_FIN_NAOREEMB_ENT_EXTERNA|IN_FIN_NAOREEMB_OUTRA|IN_APOIO_SOCIAL|IN_APOIO_ALIMENTACAO|IN_APOIO_BOLSA_PERMANENCIA|IN_APOIO_BOLSA_TRABALHO|IN_APOIO_MATERIAL_DIDATICO|IN_APOIO_MORADIA|IN_APOIO_TRANSPORTE|IN_ATIVIDADE_EXTRACURRICULAR|IN_COMPLEMENTAR_ESTAGIO|IN_COMPLEMENTAR_EXTENSAO|IN_COMPLEMENTAR_MONITORIA|IN_COMPLEMENTAR_PESQUISA|IN_BOLSA_ESTAGIO|IN_BOLSA_EXTENSAO|IN_BOLSA_MONITORIA|IN_BOLSA_PESQUISA|TP_ESCOLA_CONCLUSAO_ENS_MEDIO|IN_ALUNO_PARFOR|TP_SEMESTRE_CONCLUSAO|TP_SEMESTRE_REFERENCIA|IN_MOBILIDADE_ACADEMICA|TP_MOBILIDADE_ACADEMICA|TP_MOBILIDADE_ACADEMICA_INTERN|CO_IES_DESTINO|CO_PAIS_DESTINO|IN_MATRICULA|IN_CONCLUINTE|IN_INGRESSO_TOTAL|IN_INGRESSO_VAGA_NOVA|IN_INGRESSO_PROCESSO_SELETIVO|NU_ANO_INGRESSO
2018|3188|1|4|96981||4|3|1|1|0615S02|2DD2B9AC06DF1A0BE2DB12A662BC71E8|2426721||3|2|1990|8|1|28|1|76|31|3118809|0||||||||||||||2|2500|2133|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|0|1|0|||0||1|||2|0|||||1|0|0|0||2017
2018|3188|1|4|96981||1|3|1|1|0615S02|A5925AC1B579CB682097DA3316300202|1883856||3|1|1989|6|1|29|1|76|31|3143302|0||||||||||||||4|2733|1900|01JUL2011:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2011
2018|3188|1|4|96981||4|3|1|1|0615S02|E5682217E8A11B3A600CC47059BFB5C1|3840856||1|2|1981|5|25|37|1|76|||0||||||||||||||4|2500|166|01JUL2016:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2016
2018|3188|1|4|96981||4|3|1|1|0615S02|4931668BE7D0DBC98F5D74DFF224EB95|3934105||3|2|1991|4|21|27|1|76|31|3135209|0||||||||||||||4|2500|300|01JAN2017:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2017
2018|3188|1|4|96981||4|3|1|1|0615S02|7CD39A859EA0141E33ED5C6F2555713A|1909774||3|2|1992|2|14|26|1|76|31|3135209|0||||||||||||||2|2500|2000|01JAN2015:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
2018|3188|1|4|96981||4|3|1|1|0615S02|C889841742AE6005722340B76FBF24AC|2202135||2|2|1993|4|30|25|1|76|31|3135209|0||||||||||||||2|2500|333|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||1|3|1|1|0615S02|2BCC1D196C154BB204D27AA0E2BE9D22|2418928||0|2|1988|9|17|30|1|76|31|3135209|0||||||||||||||2|2733|2200|01JUL2011:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2011
2018|3188|1|4|96981||1|3|1|1|0615S02|283895883B96209A3AFA30B3291BD638|2568752||1|2|1993|9|2|25|1|76|31|3135209|0||||||||||||||2|2733|2266|01JUL2011:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2011
2018|3188|1|4|96981||1|3|1|1|0615S02|19A8C6C7F51ECC03938CDDDB24E1FA03|2012277||1|2|1993|11|11|25|1|76|35|3550308|0||||||||||||||2|2733|2750|01JUL2011:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2011
2018|3188|1|4|96981||1|3|1|1|0615S02|9B6129602D6D8749BF766EF1663BEED3|4808612||1|2|1992|12|3|26|1|76|31|3135209|0||||||||||||||4|2733|1600|01JUL2011:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2011
2018|3188|1|4|96981||4|3|1|1|0615S02|B48E9DA7D1FA89C5CC2CBC17E23222D0|2800610||0|2|1992|11|3|26|1|76|31|3135209|0||||||||||||||6|2500|2500|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2012
2018|3188|1|4|96981||4|3|1|1|0615S02|B30B1842DA9C87A1F7C8CCFFA424CB51|4134457||3|2|1988|8|14|30|1|76|31|3162401|0||||||||||||||2|2500|133|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|61BE2853691137DB6323C9A8E650D203|4427203||3|2|1994|9|1|24|1|76|31|3135209|0||||||||||||||2|2500|2000|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|F79189F21CDBC4A16FD5C6F2F8FE9CC6|4042500||3|1|1994|11|5|24|1|76|31|3135209|0||||||||||||||2|2500|2000|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2012
2018|3188|1|4|96981||4|3|1|1|0615S02|0BE2A83CF104FE83B3549791B81B5CB2|2052905||2|2|1992|7|3|26|1|76|31|3135209|0||||||||||||||2|2500|2000|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2012
2018|3188|1|4|96981||4|3|1|1|0615S02|61A7ACC43BE88260C347FDE070F1BC2D|2157227||1|2|1985|1|11|33|1|76|31|3163706|0||||||||||||||4|2500|2000|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2012
2018|3188|1|4|96981||4|3|1|1|0615S02|E5257BA93120EABC85780AE769D680EA|4812730||3|2|1993|7|22|25|1|76|31|3135209|0||||||||||||||4|2500|2000|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2012
2018|3188|1|4|96981||4|3|1|1|0615S02|3E9D005165309CB161A13571829DEDD5|4330974||3|1|1994|2|14|24|1|76|35|3547809|0||||||||||||||6|2400|2400|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||2|2|0|||||1|1|0|0||2012
2018|3188|1|4|96981||4|3|1|1|0615S02|E7ACC59B4E863F2AD0BF34797C919F60|4137805||2|1|1992|4|20|26|1|76|31|3132107|0||||||||||||||2|2500|2033|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2012
2018|3188|1|4|96981||4|3|1|1|0615S02|81F25F054064FD43DEC8E7DE551E9747|3850076||3|2|1994|7|4|24|1|76|31|3143302|0||||||||||||||6|2500|2500|01JAN2012:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2012
2018|3188|1|4|96981||4|3|1|1|0615S02|A19CDB1F17A069BA9C52D1D9B0924BA7|4137703||0|2|1990|9|6|28|1|76|31|3135209|0||||||||||||||2|2500|533|01JAN2016:00:00:00|0|0|0|1||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2016
2018|3188|1|4|96981||4|3|1|1|0615S02|776F648C4D3126065900269483580C37|3370023||2|2|1992|9|17|26|1|76|31|3135209|0||||||||||||||2|2500|300|01JUL2015:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
2018|3188|1|4|96981||4|3|1|1|0615S02|CBC296AE0D4A8D130D112337F232B2DD|2081885||9|2|1995|7|25|23|1|76|31|3135209|0||||||||||||||6|2500|2500|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|E809FD7C11642588F7ED0E8516B9E009|2111854||1|2|1994|1|20|24|1|76|31|3135209|0||||||||||||||4|2500|866|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|5BC7D25BEDC4C6F57B0E05A752769146|4336156||2|2|1992|6|21|26|1|76|31|3135209|9||||||||||||||2|2500|2000|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|1|0|0||1|||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|9FFC9629546CB327A3101E9469167613|3279060||3|1|1995|4|4|23|1|76|31|3135209|9||||||||||||||2|2500|2000|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|D1B895891A043A6C98804A4C79361FFA|2151503||3|2|1988|6|8|30|1|76|31|3168002|9||||||||||||||2|2500|1933|01JUL2015:00:00:00|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
2018|3188|1|4|96981||4|3|1|1|0615S02|7C6F098901856DDC9CF9DFB545F70D4F|2151506||3|2|1995|5|14|23|1|76|31|3108255|9||||||||||||||2|2500|2000|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|8CE914EBAF57F9C23A684365BC4B896B|2164025||3|2|1995|5|21|23|1|76|||9||||||||||||||4|2500|1066|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|F705CADA674266CE3651BCE5C70E226B|2189066||3|2|1985|9|22|33|1|76|35|3550308|0||||||||||||||2|2500|2000|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|00114310914EACEA66D54C68DD62E942|2720533||1|2|1992|8|15|26|1|76|31|3172004|9||||||||||||||6|2500|2500|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|08F7FFC747524F97D26BFFF8F4789965|4143395||3|2|1995|3|13|23|1|76|31|3135209|0||||||||||||||2|2500|700|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|0901EBB50D7EA0C8F4B49E7568B20CD0|2798893||2|2|1994|2|4|24|1|76|31|3143302|0||||||||||||||2|2500|733|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|D5BC11B1641AC06AA626DF84B9572D8F|2146604||2|2|1994|5|1|24|1|76|31|3135209|9||||||||||||||2|2500|1966|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|2F3B8456A4153605C7CCABAA20AFA30A|3856380||2|1|1991|4|21|27|1|76|31|3135209|9||||||||||||||2|2500|2000|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|87A5AA952D129BD041E7F5C63D8367E7|3758371||3|1|1984|10|15|34|1|76|31|3135209|9||||||||||||||2|2500|966|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|D5B9B4A09E8E5355FB8BC2B541FAA90A|4143380||1|1|1994|7|11|24|1|76|31|3135209|0||||||||||||||2|2500|2000|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|25D259AF1A6171872A6B530A691C5B32|4434028||3|2|1995|2|8|23|1|76|31|3103405|1|0|1|0|0|0|0|0|0|0|0|0|0|0|4|2500|2000|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|F2C5516C677203827C2DC859D09318E5|3951752||3|2|1995|7|24|23|1|76|31|3135209|0||||||||||||||4|2500|833|01JAN2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|4269DF71C8C0E1DF519EC42FFAABAE83|4529245||3|1|1992|12|5|26|1|76|31|3139300|0||||||||||||||2|2500|1166|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|F853C28B0ABC9D51FEDFAAFDB171DCCF|2155992||3|2|1995|10|16|23|1|76|31|3135209|9||||||||||||||2|2500|2000|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|3639757AD58056CC8D227BDB3722BB73|2147092||3|1|1995|10|22|23|1|76|31|3108602|9||||||||||||||2|2500|2000|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|7EF7BD70B42A9319B501B0667526C154|2265890||3|2|1995|4|18|23|1|76|31|3135209|9||||||||||||||4|2500|1433|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|1|0|0||1|||1|||2|0|||||0|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|51BDE9FA1F3F5D527C8ABA56ADE747C5|2480663||3|2|1994|4|11|24|1|76|31|3135209|9||||||||||||||2|2500|2000|01JUL2013:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2013
2018|3188|1|4|96981||4|3|1|1|0615S02|45ECDA28623F8E3DD89BBF9CEF76C521|3954748||0|2|1993|8|5|25|1|76|35|3550308|0||||||||||||||2|2500|1900|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|C7F25404D4FFC50980CBD3E33CB0B0B9|2319222||2|2|1996|12|4|22|1|76|35|3523107|0||||||||||||||2|2500|2000|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|CAF5A077B398893BF2B6D499D846F6C7|2329891||3|2|1992|8|19|26|1|76|31|3135209|0||||||||||||||2|2500|1933|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|1|0|0||1|||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|4C460A512605461A596B779C3E64A4A4|2471854||3|2|1988|4|19|30|1|76|31|3135209|0||||||||||||||2|2500|1266|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|3BF4A7FB3136AE5EE9BD36652ABE28DB|2291064||3|2|1992|3|31|26|1|76|31|3135209|0||||||||||||||2|2500|266|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|2783579F6F4D3673A8A1BE9CFE9979AA|4825833||2|2|1996|3|5|22|1|76|31|3135209|0||||||||||||||6|2500|2500|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|3E2FED8D790762C25DD3A0006882D715|4440750||1|1|1996|1|7|22|1|76|||0||||||||||||||2|2500|2000|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|15E175A794AB26D2C1F0B48F91C092F7|4246773||3|2|1996|4|14|22|1|76|31|3135209|0||||||||||||||2|2500|1200|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|4B15A9CD8400BF5C7C07EB1972701639|2319724||2|2|1993|9|8|25|1|76|35|3547809|0||||||||||||||2|2500|1933|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|704126EB37F383ACBEBAEDF851431948|2319321||3|2|1995|10|17|23|1|76|31|3143302|0||||||||||||||2|2500|2000|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|239F623A1CCC0E72F6BDC9B6D380E222|2336856||3|1|1996|8|13|22|1|76|31|3161106|0||||||||||||||2|2500|2000|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|26C517846EDA7954CB6E76F85245F29D|2267577||3|2|1996|7|15|22|1|76|31|3135209|0||||||||||||||6|2500|2500|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|DE699A4B9EC8BFE17CB17BF8A0C434B0|2324579||2|2|1997|8|16|21|1|76|31|3161106|0||||||||||||||2|2500|1933|01JAN2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|F556AAFBC697BF8C4F036713FB6AAF76|3669221||1|2|1996|1|25|22|1|76|35|3550308|0||||||||||||||2|2500|1666|01JUL2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|D1D7401501B361CEBFAC9C47B0CA378B|3863448||0|1|1995|7|1|23|1|76|31|3135209|0||||||||||||||2|2500|833|01JUL2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|BB8C57639C9DD72AD81603FB53C94DBE|76434581||0|2|1995|12|2|23|1|76|31|3135209|0||||||||||||||5|2500|800|01JUL2014:00:00:00|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|576487BBE7122C8CA735BFAD20D35047|2687867||2|1|1992|1|5|26|1|76|31|3135100|0||||||||||||||3|2500|966|01JUL2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|2C9E711857FF89B970ED72B828BBAAC1|2687869||0|2|1989|3|25|29|1|76|31|3135209|0||||||||||||||2|2500|666|01JUL2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|6D701EA9171BAC28FA97634C66EF2EF6|2687871||0|2|1995|3|4|23|1|76|35|3534401|0||||||||||||||2|2500|1966|01JUL2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|9958D91F1310157BC601957FAF05E035|2343242||0|2|1996|9|10|22|1|76|31|3106200|0||||||||||||||2|2500|2000|01JUL2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|A6599F56A417738476BF95E3A6A96113|4056287||0|2|1995|9|3|23|1|76|31|3161106|0||||||||||||||2|2500|2000|01JUL2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|0|1|0|||1||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|6E945304A3E664644C6B30DC02D6EF77|4150379||0|2|1995|4|19|23|1|76|31|3135209|0||||||||||||||2|2500|2000|01JUL2014:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2014
2018|3188|1|4|96981||4|3|1|1|0615S02|553DFFFAC710E8AE12C0F0457E8D40DD|3385413||3|1|1995|2|20|23|1|76|31|3135209|0||||||||||||||2|2500|400|01JAN2015:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
2018|3188|1|4|96981||4|3|1|1|0615S02|9AEA72826D7FCBFE389167F2CE736C03|4155522||2|2|1989|11|22|29|1|76|31|3108602|0||||||||||||||2|2500|1900|01JAN2015:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
2018|3188|1|4|96981||4|3|1|1|0615S02|486C301F3E1C2493C90917B299676156|2510469||3|2|1994|1|28|24|1|76|31|3135209|0||||||||||||||2|2500|1833|01JAN2015:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
2018|3188|1|4|96981||4|3|1|1|0615S02|F753F1E2423737AFD476E90C364195E3|4446234||3|1|1996|4|26|22|1|76|31|3135209|0||||||||||||||2|2500|400|01JAN2015:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
2018|3188|1|4|96981||4|3|1|1|0615S02|B458F60E84975C9F085DAB5EF39E61E2|3963692||3|1|1996|10|1|22|1|76|31|3135209|0||||||||||||||2|2500|1433|01JAN2015:00:00:00|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
