NU_ANO_CENSO|CO_IES|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_CURSO|CO_CURSO_POLO|TP_TURNO|TP_GRAU_ACADEMICO|TP_MODALIDADE_ENSINO|TP_NIVEL_ACADEMICO|CO_OCDE_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|CO_OCDE|CO_ALUNO|CO_ALUNO_CURSO|CO_ALUNO_CURSO_ORIGEM|TP_COR_RACA|TP_SEXO|NU_ANO_NASCIMENTO|NU_MES_NASCIMENTO|NU_DIA_NASCIMENTO|NU_IDADE|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASCIMENTO|CO_MUNICIPIO_NASCIMENTO|TP_DEFICIENCIA|IN_DEFICIENCIA_AUDITIVA|IN_DEFICIENCIA_FISICA|IN_DEFICIENCIA_INTELECTUAL|IN_DEFICIENCIA_MULTIPLA|IN_DEFICIENCIA_SURDEZ|IN_DEFICIENCIA_SURDOCEGUEIRA|IN_DEFICIENCIA_BAIXA_VISAO|IN_DEFICIENCIA_CEGUEIRA|IN_DEFICIENCIA_SUPERDOTACAO|IN_TGD_AUTISMO_INFANTIL|IN_TGD_SINDROME_ASPERGER|IN_TGD_SINDROME_RETT|IN_TGD_TRANSTOR_DESINTEGRATIVO|TP_SITUACAO|QT_CARGA_HORARIA_TOTAL|QT_CARGA_HORARIA_INTEG|DT_INGRESSO_CURSO|IN_INGRESSO_VESTIBULAR|IN_INGRESSO_ENEM|IN_INGRESSO_AVALIACAO_SERIADA|IN_INGRESSO_SELECAO_SIMPLIFICA|IN_INGRESSO_OUTRO_TIPO_SELECAO|IN_INGRESSO_VAGA_REMANESC|IN_INGRESSO_VAGA_PROG_ESPECIAL|IN_INGRESSO_TRANSF_EXOFFICIO|IN_INGRESSO_DECISAO_JUDICIAL|IN_INGRESSO_CONVENIO_PECG|IN_INGRESSO_EGRESSO|IN_INGRESSO_OUTRA_FORMA|IN_RESERVA_VAGAS|IN_RESERVA_ETNICO|IN_RESERVA_DEFICIENCIA|IN_RESERVA_ENSINO_PUBLICO|IN_RESERVA_RENDA_FAMILIAR|IN_RESERVA_OUTRA|IN_FINANCIAMENTO_ESTUDANTIL|IN_FIN_REEMB_FIES|IN_FIN_REEMB_ESTADUAL|IN_FIN_REEMB_MUNICIPAL|IN_FIN_REEMB_PROG_IES|IN_FIN_REEMB_ENT_EXTERNA|IN_FIN_REEMB_OUTRA|IN_FIN_NAOREEMB_PROUNI_INTEGR|IN_FIN_NAOREEMB_PROUNI_PARCIAL|IN_FIN_NAOREEMB_ESTADUAL|IN_FIN_NAOREEMB_MUNICIPAL|IN_FIN_NAOREEMB_PROG_IES|IN_FIN_NAOREEMB_ENT_EXTERNA|IN_FIN_NAOREEMB_OUTRA|IN_APOIO_SOCIAL|IN_APOIO_ALIMENTACAO|IN_APOIO_BOLSA_PERMANENCIA|IN_APOIO_BOLSA_TRABALHO|IN_APOIO_MATERIAL_DIDATICO|IN_APOIO_MORADIA|IN_APOIO_TRANSPORTE|IN_ATIVIDADE_EXTRACURRICULAR|IN_COMPLEMENTAR_ESTAGIO|IN_COMPLEMENTAR_EXTENSAO|IN_COMPLEMENTAR_MONITORIA|IN_COMPLEMENTAR_PESQUISA|IN_BOLSA_ESTAGIO|IN_BOLSA_EXTENSAO|IN_BOLSA_MONITORIA|IN_BOLSA_PESQUISA|TP_ESCOLA_CONCLUSAO_ENS_MEDIO|IN_ALUNO_PARFOR|TP_SEMESTRE_CONCLUSAO|TP_SEMESTRE_REFERENCIA|IN_MOBILIDADE_ACADEMICA|TP_MOBILIDADE_ACADEMICA|TP_MOBILIDADE_ACADEMICA_INTERN|CO_IES_DESTINO|CO_PAIS_DESTINO|IN_MATRICULA|IN_CONCLUINTE|IN_INGRESSO_TOTAL|IN_INGRESSO_VAGA_NOVA|IN_INGRESSO_PROCESSO_SELETIVO|NU_ANO_INGRESSO
2017|3188|1|4|99503||3|2|1|1|1|14|145|145F18|400021790164|50389128||3|2|1998|3|19|19|1|76|31|3117836|0||||||||||||||4|3133|133|01/01/2016|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2016
2017|3188|1|4|99503||3|2|1|1|1|14|145|145F18|400021790343|6251000||2|1|1998|5|18|19|1|76|35|3550308|0||||||||||||||5|3133|166|01/01/2016|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2016
2017|3188|1|4|99503||3|2|1|1|1|14|145|145F18|400021790344|6251001||3|2|1984|6|12|33|1|76|31|3135209|0||||||||||||||5|3133|233|01/01/2016|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2016
2017|3188|1|4|99503||3|2|1|1|1|14|145|145F18|400021790347|6251004||3|2|1970|12|16|47|1|76|31|3135209|0||||||||||||||2|3133|966|01/01/2016|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|0|0||2016
2017|3188|1|4|99503||3|2|1|1|1|14|145|145F18|400021790348|6251005||1|2|1969|4|3|48|1|76|31|3135209|0||||||||||||||2|3133|933|01/01/2016|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|0|0||2016
2017|3188|1|4|99503||3|2|1|1|1|14|145|145F18|400021790379|6251040||3|1|1997|11|7|20|1|76|31|3135209|0||||||||||||||4|3133|100|01/01/2016|0|1|0|0||0|0|0|0|0|0||1|1|0|0|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2016
2017|3188|1|4|99503||3|2|1|1|1|14|145|145F18|400021790423|6251085||3|1|1996|7|14|21|1|76|31|3117836|0||||||||||||||4|3133|233|01/01/2016|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|0|0||2016
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400022925886|20078174||3|1|1996|6|20|21|1|76|31|3143302|1|0|0|0|0|0|0|1|0|0|0|0|0|0|2|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|0|1|0|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||3|2|1|1|1|14|145|145F18|400024634246|21742765||0|2|1960|12|20|57|1|76|||0||||||||||||||3|3133|0|01/07/2017|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|0||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024723556|20046530||3|2|1991|4|25|26|1|76|31|3135209|0||||||||||||||2|3133|166|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024730546|20246097||3|2|1998|9|10|19|1|76|31|3143302|0||||||||||||||2|3133|200|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024731127|20274943||3|1|1998|1|22|19|1|76|31|3143302|0||||||||||||||2|3133|666|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024734686|20274318||3|1|1998|1|14|19|1|76|31|3135100|0||||||||||||||2|3133|33|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024737094|20425776||2|2|1996|11|23|21|1|76|31|3108602|9||||||||||||||2|3133|133|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024739881|20530039||1|2|1994|5|31|23|1|76|31||9||||||||||||||2|3133|333|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024741938|20548799||3|2|1995|8|25|22|1|76|33|3304557|0||||||||||||||2|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024742414|20543338||3|1|1997|12|30|20|1|76|31|3135209|0||||||||||||||2|3133|133|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024742535|20543375||2|1|1999|1|22|18|1|76|31|3135209|0||||||||||||||2|3133|533|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024745079|20569859||2|1|1997|6|23|20|1|76|31|3135209|0||||||||||||||2|3133|166|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024745474|20570240||3|1|1996|2|8|21|1|76|31||9||||||||||||||2|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024745693|20570267||3|1|1997|10|30|20|1|76|31|3135209|0||||||||||||||2|3133|33|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||1|0|1|0|0|0|0|0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024746807|20570410||3|2|1999|6|21|18|1|76|31|3170800|0||||||||||||||2|3133|400|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024746927|20650468||1|1|1999|3|30|18|1|76|31|3135209|0||||||||||||||2|3133|166|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024747002|20654246||3|2|1981|10|20|36|1|76|31|3117836|0||||||||||||||2|3133|433|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024747063|20656983||2|1|1998|12|4|19|1|76|31|3135209|0||||||||||||||2|3133|300|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024747231|20662815||3|2|1997|10|1|20|1|76|31||0||||||||||||||2|3133|200|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|0|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024747396|20671789||3|2|1977|9|9|40|1|76|31|3117836|0||||||||||||||2|3133|233|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024747429|20672326||3|1|1998|3|26|19|1|76|31|3135209|0||||||||||||||2|3133|500|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||1|0|1|0|0|0|0|1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024747831|20669604||3|1|1998|5|7|19|1|76|31|3135209|0||||||||||||||2|3133|366|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|1|0|1|0|0|||||||||||||||1|0|1|0|0|0|0|1|0|1|0|0||1|||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024747877|20676074||3|2|1997|1|3|20|1|76|31|3135209|9||||||||||||||2|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024747965|20679010||2|2|1998|8|27|19|1|76|31|3135209|0||||||||||||||2|3133|100|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024748063|20680916||2|1|1998|12|14|19|1|76|31|3138203|9||||||||||||||3|3133|166|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024748166|20680690||3|2|1998|1|13|19|1|76|31|3142700|0||||||||||||||3|3133|133|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024748672|20690221||3|1|1998|1|4|19|1|76|31|3135209|0||||||||||||||4|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024748912|20691494||2|2|1994|4|17|23|1|76|31|3135209|1|0|1|0|0|0|0|0|0|0|0|0|0|0|4|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024748963|20691553||2|2|1995|8|11|22|1|76|31|3135209|0||||||||||||||2|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||1|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024748967|20691579||2|1|1991|7|18|26|1|76|31|3135209|9||||||||||||||4|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024748981|20691590||0|2|1984|8|21|33|1|76|31|3135209|0||||||||||||||4|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024749052|20691679||3|1|1999|3|9|18|1|76|31|3135209|0||||||||||||||4|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2017
2017|3188|1|4|99503||1|2|1|1|1|14|145|145F18|400024749061|20691653||3|2|1984|2|21|33|1|76|31|3135209|0||||||||||||||4|3133|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|1||2017
2017|3188|1|4|99503||3|2|1|1|1|14|145|145F18|400024824390|22055336||3|1|1974|10|25|43|1|76|42|4207502|0||||||||||||||4|3133|0|01/01/2017|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|0||2|0|||||0|0|1|0||2017
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400001417519|9987||3|2|1983|4|27|34|1|76|31|3152204|0||||||||||||||2|3113|1000|01/01/2015|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400001426118|10862||3|1|1990|6|13|27|1|76|31|3135209|0||||||||||||||6|3000|3000|01/01/2009|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2009
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400001449754|13160||3|2|1987|1|16|30|1|76|31|3142007|0||||||||||||||2|3113|2533|01/01/2012|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2012
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400001509185|19310||9|2|1990|2|16|27|1|76|31|3135209|0||||||||||||||2|3113|2566|01/01/2012|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2012
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400001854795|53361||2|2|1982|5|24|35|1|76|52|5212808|0||||||||||||||4|3113|766|01/01/2014|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2014
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400002419427|106148||2|1|1989|9|17|28|1|76|31|3135209|0||||||||||||||2|3113|1166|01/01/2016|0|1|0|0||0|0|0|0|0|0||1|0|0|1|0|0|||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2016
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400002583785|113885||0|1|1987|12|14|30|1|76|31|3135209|0||||||||||||||6|3113|3113|01/01/2013|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2013
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400003469439|208589||1|2|1981|6|25|36|1|76|31|3149150|0||||||||||||||2|3113|2000|01/01/2015|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2015
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400003469824|208625||3|2|1982|4|28|35|1|76|31|3135209|0||||||||||||||2|3113|2500|01/01/2016|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||2|||2|0|||||1|0|0|0||2016
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400003471443|25354446||1|2|1985|8|6|32|1|76|31|3135209|0||||||||||||||2|3113|733|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|0|0|1|1|0|||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|1|1||2017
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400003471749|208801||1|1|1990|6|15|27|1|76|31|3135209|0||||||||||||||2|3000|2900|01/07/2008|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2008
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400003473253|208926||3|1|1987|4|1|30|1|76|31|3135209|0||||||||||||||6|3000|3066|01/07/2008|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||2|2|0|||||1|1|0|0||2008
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400003475401|23757977||2|1|1988|10|15|29|1|76|31|3135209|0||||||||||||||2|3113|2566|01/01/2016|0|1|0|0||0|0|0|0|0|0||1|1|0|1|1|0|||||||||||||||1|0|1|0|0|0|0|0|||||||||1|||2|0|||||1|0|0|0||2016
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400003476692|209228||2|1|1988|11|24|29|1|76|31|3135209|0||||||||||||||4|3000|2600|01/07/2008|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2008
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400003476835|209244||3|1|1979|9|19|38|1|76|31|3135209|0||||||||||||||4|3000|2366|01/07/2008|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2008
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400003505697|23503015||1|1|1986|4|30|31|1|76|31|3148707|0||||||||||||||2|3113|2566|01/01/2016|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2016
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400003517685|212896||1|1|1990|4|15|27|1|76|31|3135209|0||||||||||||||6|3000|3033|01/01/2009|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2009
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400003518312|24981563||3|1|1988|9|26|29|1|76|31|3135209|0||||||||||||||2|3113|1333|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|1|1||2017
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400003521914|213236||9|1|1987|11|24|30|1|76|31|3135209|0||||||||||||||2|3000|2433|01/01/2009|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2009
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400003522434|213289||3|2|1989|9|30|28|1|76|35|3550308|0||||||||||||||2|3113|2533|01/01/2012|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2012
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400003523434|25300918||3|2|1990|5|19|27|1|76|31|3135209|0||||||||||||||2|3113|600|01/01/2017|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|1|1||2017
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400003533915|214339||3|1|1990|8|12|27|1|76|31|3135209|0||||||||||||||6|3113|3113|01/01/2012|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||1|2|0|||||1|1|0|0||2012
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400003535193|214438||4|1|1991|8|30|26|1|76|31|3161106|0||||||||||||||2|3113|1400|01/01/2016|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2016
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400003975878|260190||3|1|1989|3|13|28|1|76|31|3135209|0||||||||||||||6|3113|3113|01/01/2013|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1||2|2|0|||||1|1|0|0||2013
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400003984040|261182||3|1|1983|2|10|34|1|76|31|3135209|0||||||||||||||2|3113|2650|01/01/2012|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2012
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400004690785|330225||3|1|1990|4|24|27|1|76|31|3168002|0||||||||||||||4|3113|1033|01/01/2015|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2015
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400005258161|23137306||3|1|1989|1|12|28|1|76|31|3135209|0||||||||||||||2|3113|166|01/07/2017|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|1|0||2017
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400005665212|436420||0|1|1989|4|7|28|1|76|31|3135209|0||||||||||||||2|3113|1333|01/01/2016|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||1|0|1|0|0||0|||1|||2|0|||||1|0|0|0||2016
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400007964649|623576||9|2|1990|8|17|27|1|76|31|3135209|0||||||||||||||4|3000|2016|01/01/2010|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2010
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400007965237|623636||9|2|1987|7|6|30|1|76|31|3135209|0||||||||||||||2|3000|2400|01/01/2012|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2012
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400009110519|24981335||3|1|1981|4|22|36|1|76|31|3135209|0||||||||||||||3|3113|0|01/01/2017|0|1|0|0||0|0|0|0|0|0||1|0|0|1|1|0|||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|1|1||2017
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400009147648|750999||2|1|1989|4|14|28|1|76|31|3135209|0||||||||||||||2|3113|600|01/01/2016|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2016
2017|3188|1|4|107474||3|1|1|1|3|34|345|345A01|400009167309|754057||9|2|1986|8|30|31|1|76|31|3135209|0||||||||||||||2|3000|2333|01/01/2011|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2011
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400009263180|767402||3|1|1976|10|22|41|1|76|31|3135209|0||||||||||||||2|3000|2400|01/01/2010|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2010
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400009319714|775593||3|1|1990|8|4|27|1|76|31|3139300|0||||||||||||||4|3000|2400|01/01/2010|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||0|0|0|0||2010
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400009346191|23592693||1|2|1991|12|15|26|1|76|31|3143302|0||||||||||||||2|3113|133|01/07/2017|0|0|0|0||1|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|1|0||2017
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400009381516|784995||3|2|1989|4|28|28|1|76|35|3531902|0||||||||||||||6|3000|3000|01/01/2010|0|1|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||2||1|2|0|||||1|1|0|0||2010
2017|3188|1|4|107474||1|1|1|1|3|34|345|345A01|400009381615|785006||2|2|1977|7|18|40|1|76|31|3135209|0||||||||||||||2|3000|2400|01/01/2010|1|0|0|0||0|0|0|0|0|0||0||||||||||||||||||||0|||||||0|||||||||1|||2|0|||||1|0|0|0||2010
