CO_CURSO,TP_GRAU_ACADEMICO,TP_SITUACAO,IN_DEFICIENCIA,IN_RESERVA_VAGAS,TP_SEXO,TP_COR_RACA,NU_ANO_NASCIMENTO,NU_DIA_NASCIMENTO,NU_MES_NASCIMENTO,NU_IDADE,NU_ANO_INGRESSO,NU_ANO_CENSO,CO_MUNICIPIO_NASCIMENTO,Id
107476,1,2,0,0,1,3,1992,17,7,22,2010,2014,3135209.0,2983
107476,1,6,0,0,0,1,1992,17,12,22,2010,2014,3152204.0,2820
107476,1,6,0,0,0,1,1988,4,7,26,2010,2014,3135209.0,2994
107476,1,6,0,0,0,2,1993,12,2,21,2010,2014,3139300.0,2828
107476,1,2,0,0,0,3,1989,17,9,25,2010,2014,3135209.0,2876
107476,1,6,0,0,1,2,1992,24,1,22,2010,2014,3135209.0,2877
107476,1,2,0,0,0,3,1991,9,10,23,2010,2014,3135209.0,2878
107476,1,2,0,0,1,3,1990,10,10,24,2010,2014,3135209.0,2879
107476,1,2,0,0,0,1,1990,13,12,24,2010,2014,1501402.0,2880
107476,1,2,0,0,1,1,1992,28,12,22,2012,2014,3143302.0,2881
107476,1,2,0,1,0,3,1991,5,5,23,2014,2014,3135209.0,2845
107476,1,2,0,0,0,6,1979,7,6,35,2012,2014,2918407.0,2883
107476,1,2,0,0,0,6,1992,13,9,22,2012,2014,3135209.0,2884
107476,1,2,2,0,0,3,1993,25,3,21,2011,2014,3135209.0,2886
107476,1,2,0,0,1,6,1993,20,3,21,2012,2014,3151206.0,2887
107476,1,5,0,0,1,1,1988,19,12,26,2011,2014,3135209.0,2888
107476,1,2,0,0,0,0,1990,29,11,24,2011,2014,3135209.0,2889
107476,1,2,0,0,1,0,1988,10,11,26,2011,2014,3135209.0,2890
107476,1,2,0,0,1,0,1993,29,5,21,2011,2014,3135209.0,2891
107476,1,2,0,0,1,0,1992,1,6,22,2011,2014,3132107.0,2892
107476,1,2,0,0,1,0,1985,4,12,29,2011,2014,3112307.0,2893
107476,1,2,0,0,0,0,1992,12,11,22,2011,2014,3135209.0,2894
107476,1,2,0,0,0,0,1980,16,12,34,2011,2014,3170909.0,2895
107476,1,4,0,0,0,3,1993,23,1,21,2011,2014,,2896
107476,1,2,0,0,1,0,1993,8,4,21,2013,2014,3139300.0,2897
107476,1,3,0,0,0,3,1994,8,3,20,2011,2014,3135209.0,3051
107476,1,2,0,0,1,0,1991,18,12,23,2011,2014,3135209.0,2899
107476,1,2,0,0,1,0,1993,3,3,21,2011,2014,3161106.0,3443
107476,1,3,0,0,0,0,1993,6,4,21,2011,2014,3135209.0,3157
107476,1,2,0,0,1,0,1991,25,11,23,2011,2014,3106200.0,3158
107476,1,3,0,0,0,0,1985,5,12,29,2011,2014,3139300.0,3444
107476,1,2,0,0,0,0,1987,24,2,27,2011,2014,3162450.0,3445
107476,1,2,0,0,1,0,1989,26,5,25,2012,2014,3143302.0,3446
107476,1,2,0,0,1,0,1992,27,11,22,2011,2014,5300108.0,3447
107476,1,2,0,0,1,0,1991,1,10,23,2011,2014,3135209.0,3448
107476,1,2,0,0,1,0,1992,29,9,22,2011,2014,3135209.0,3449
107476,1,2,0,0,0,0,1992,4,3,22,2011,2014,3135209.0,3159
107476,1,2,0,0,0,0,1992,29,9,22,2013,2014,3135209.0,3114
107476,1,2,0,0,0,0,1972,10,1,42,2011,2014,3143302.0,3160
107476,1,2,0,0,0,3,1992,20,1,22,2012,2014,3142700.0,3161
107476,1,2,0,0,0,3,1976,7,4,38,2012,2014,3106200.0,3162
107476,1,2,0,0,0,3,1989,17,6,25,2014,2014,3135209.0,3163
107476,1,2,0,0,1,3,1990,27,7,24,2012,2014,3132107.0,3164
107476,1,2,0,0,1,1,1993,27,7,21,2012,2014,3143302.0,3166
107476,1,2,0,0,0,3,1993,12,8,21,2012,2014,3143302.0,3167
107476,1,2,0,0,1,3,1994,5,12,20,2012,2014,3132107.0,3168
107476,1,2,0,0,0,3,1994,1,9,20,2012,2014,3152204.0,3398
107476,1,2,0,0,0,3,1992,14,1,22,2012,2014,3135209.0,3169
107476,1,2,0,0,0,3,1991,23,9,23,2012,2014,3168002.0,3170
107476,1,2,0,0,0,3,1994,5,7,20,2012,2014,3152204.0,1736
107476,1,2,0,0,0,2,1991,5,5,23,2012,2014,3135209.0,3171
107476,1,2,0,0,0,2,1993,12,1,21,2012,2014,3135100.0,3172
107476,1,2,0,0,0,3,1991,12,6,23,2012,2014,3135100.0,3173
107476,1,2,0,0,0,3,1994,12,7,20,2012,2014,3135209.0,3233
107476,1,2,0,0,0,3,1992,3,6,22,2012,2014,3136801.0,3174
107476,1,2,0,0,0,3,1991,1,3,23,2012,2014,3135209.0,3175
107476,1,3,0,0,1,3,1993,20,5,21,2012,2014,3135100.0,3176
107476,1,2,0,0,1,2,1988,11,9,26,2012,2014,3143302.0,3177
107476,1,2,0,0,1,1,1993,22,12,21,2012,2014,3135209.0,2337
107476,1,2,0,0,1,3,1993,30,12,21,2012,2014,3132107.0,3178
107476,1,2,0,0,0,3,1993,27,2,21,2012,2014,3143302.0,3179
107476,1,2,0,0,0,1,1991,5,9,23,2012,2014,3135209.0,3297
107476,1,2,0,0,0,2,1993,11,3,21,2012,2014,3135100.0,3235
107476,1,4,0,0,1,0,1986,21,4,28,2012,2014,3135209.0,2939
107476,1,2,0,0,0,1,1991,12,3,23,2012,2014,3135209.0,3279
107476,1,2,0,0,0,3,1991,11,11,23,2012,2014,3135209.0,3280
107476,1,2,0,0,0,3,1992,30,4,22,2012,2014,3164209.0,3283
107476,1,2,0,1,0,1,1993,26,3,21,2014,2014,3132503.0,3450
107476,1,2,0,0,0,4,1986,4,3,28,2012,2014,3135209.0,3451
107476,1,2,0,0,1,2,1993,22,11,21,2012,2014,3135209.0,3452
107476,1,2,0,0,0,3,1991,28,9,23,2014,2014,3143302.0,3453
107476,1,2,0,0,0,3,1993,6,10,21,2014,2014,3148707.0,3454
107476,1,2,0,0,1,3,1991,19,9,23,2014,2014,3132107.0,3455
107476,1,2,0,0,1,3,1994,5,9,20,2013,2014,,3456
107476,1,2,0,0,1,3,1994,20,5,20,2013,2014,5300108.0,3457
107476,1,4,0,0,0,3,1988,27,4,26,2013,2014,3151206.0,3458
107476,1,2,2,0,0,3,1994,17,7,20,2013,2014,3170909.0,3459
107476,1,2,0,0,0,3,1993,18,5,21,2013,2014,3135209.0,3460
107476,1,3,0,0,0,3,1994,23,6,20,2013,2014,3135209.0,3461
107476,1,2,0,0,0,2,1994,8,7,20,2013,2014,3135209.0,3462
107476,1,2,0,0,0,3,1985,18,2,29,2013,2014,3124104.0,3463
107476,1,4,0,0,1,2,1991,20,7,23,2013,2014,3135209.0,3464
107476,1,2,0,0,1,2,1995,1,1,19,2013,2014,3135209.0,3465
107476,1,2,0,0,1,3,1994,26,9,20,2013,2014,3135209.0,3466
107476,1,2,0,0,0,3,1994,16,1,20,2013,2014,3135209.0,3467
107476,1,2,0,0,0,3,1993,15,2,21,2013,2014,3116159.0,3468
107476,1,2,0,0,1,3,1993,12,12,21,2013,2014,3170909.0,3469
107476,1,2,0,0,0,2,1993,25,7,21,2013,2014,3135209.0,3470
107476,1,2,0,0,0,3,1995,13,1,19,2013,2014,3135209.0,3471
107476,1,4,0,0,1,3,1988,18,6,26,2013,2014,3135209.0,3472
107476,1,4,0,0,1,2,1993,30,7,21,2013,2014,3135209.0,3473
107476,1,2,0,0,0,3,1994,3,1,20,2013,2014,5300108.0,3474
107476,1,2,0,0,1,3,1994,5,1,20,2013,2014,3143302.0,3475
107476,1,2,0,0,0,3,1994,11,6,20,2013,2014,3135209.0,3476
107476,1,3,0,0,1,2,1994,25,1,20,2013,2014,3135209.0,3477
107476,1,2,0,0,0,3,1995,21,6,19,2013,2014,3132107.0,3478
107476,1,2,0,0,1,3,1994,28,12,20,2013,2014,3142700.0,3028
107476,1,4,0,0,0,3,1988,10,7,26,2013,2014,3143302.0,3479
107476,1,2,0,0,0,3,1993,29,3,21,2013,2014,3132107.0,3480
107476,1,2,2,0,1,3,1994,11,9,20,2013,2014,,2311
107476,1,4,0,0,0,0,1994,1,7,20,2013,2014,3167202.0,726
107476,1,2,0,0,0,1,1989,20,8,25,2013,2014,3135209.0,727
107474,1,2,0,0,1,6,1991,7,9,23,2013,2014,3135209.0,1110
107474,1,2,0,0,1,1,1995,5,6,19,2014,2014,3161106.0,1296
107474,1,4,0,0,1,3,1991,4,5,23,2013,2014,3135209.0,996
107474,1,3,0,0,0,1,1993,21,5,21,2013,2014,3135209.0,3481
107474,1,2,0,0,1,3,1995,25,9,19,2013,2014,3135209.0,2478
107474,1,2,0,0,1,3,1991,31,3,23,2013,2014,3135209.0,827
107474,1,2,0,0,1,2,1995,16,3,19,2013,2014,3135209.0,1065
107474,1,2,0,0,0,3,1989,21,12,25,2013,2014,3139300.0,2169
107474,1,2,0,0,1,1,1980,27,12,34,2013,2014,3135209.0,3482
107474,1,2,0,0,1,3,1994,30,12,20,2013,2014,3135209.0,1796
107474,1,2,0,0,1,3,1982,7,4,32,2013,2014,3135209.0,2279
107474,1,2,2,0,1,3,1995,26,3,19,2013,2014,,3180
107474,1,3,0,0,0,3,1985,22,11,29,2013,2014,3550308.0,3181
107474,1,2,0,0,1,3,1992,5,7,22,2013,2014,3135209.0,1624
107474,1,3,0,0,0,3,1993,29,7,21,2013,2014,3135209.0,1554
107474,1,2,0,0,1,3,1995,30,4,19,2013,2014,3135209.0,1540
107474,1,2,0,0,1,2,1995,16,7,19,2013,2014,3106200.0,2903
107474,1,3,0,0,1,3,1987,6,6,27,2013,2014,3135209.0,1586
107474,1,2,0,0,1,3,1995,14,8,19,2013,2014,3135209.0,1377
107474,1,2,2,0,1,2,1995,25,8,19,2014,2014,3135209.0,1541
107474,1,2,2,0,1,3,1995,31,7,19,2014,2014,3135209.0,1604
107474,1,2,2,0,1,3,1991,13,8,23,2014,2014,3135209.0,1488
107474,1,2,2,0,1,1,1994,10,5,20,2014,2014,3524402.0,1833
107474,1,2,2,0,1,1,1975,17,10,39,2014,2014,3135209.0,794
107474,1,2,2,0,1,3,1992,12,1,22,2014,2014,3149309.0,3184
107474,1,2,2,0,1,3,1996,16,2,18,2014,2014,3161106.0,1834
107474,1,2,2,0,0,3,1993,13,4,21,2014,2014,3135209.0,1836
107474,1,2,2,0,1,3,1996,30,7,18,2014,2014,3135209.0,2501
107474,1,2,2,0,0,1,1996,11,10,18,2014,2014,3135209.0,1867
107474,1,2,2,1,0,2,1985,18,6,29,2014,2014,3543402.0,1663
107474,1,2,2,0,1,4,1996,13,6,18,2014,2014,3135209.0,1826
107474,1,2,2,0,0,3,1992,24,3,22,2014,2014,3550308.0,1814
107474,1,2,2,0,1,3,1996,11,1,18,2014,2014,3135209.0,1682
107474,1,2,2,0,1,3,1996,28,8,18,2014,2014,3135209.0,1736
107474,1,2,2,0,1,3,1991,7,6,23,2014,2014,3135209.0,1688
107474,1,2,2,0,0,3,1988,18,10,26,2014,2014,3106200.0,2015
107474,1,2,2,0,1,3,1996,5,8,18,2014,2014,3143302.0,1721
107474,1,2,2,0,1,3,1995,27,9,19,2014,2014,3135209.0,1824
107474,1,2,2,0,0,4,1996,21,6,18,2014,2014,3135209.0,1730
107474,1,2,2,0,1,3,1995,13,11,19,2014,2014,3135209.0,1847
107474,1,2,2,0,1,3,1996,14,12,18,2014,2014,3135209.0,2282
107474,1,4,2,0,0,3,1980,8,8,34,2014,2014,3135209.0,1625
107474,1,4,0,0,0,3,1995,16,11,19,2014,2014,3143302.0,1687
107474,1,4,2,0,0,3,1993,18,10,21,2014,2014,3135209.0,1714
107474,1,4,2,0,0,1,1994,17,1,20,2014,2014,3132107.0,1643
107474,1,4,2,0,0,3,1969,15,7,45,2014,2014,3135209.0,1850
107474,1,4,2,1,0,3,1980,5,3,34,2014,2014,2905008.0,2018
107474,1,4,2,0,0,3,1980,26,10,34,2014,2014,3106200.0,2020
107476,1,2,0,0,0,6,1987,28,5,27,2010,2014,3168002.0,2021
107476,1,2,2,0,0,1,1990,19,11,24,2014,2014,3147105.0,2025
107476,1,6,0,0,1,6,1988,30,9,26,2008,2014,3135209.0,2030
107476,1,2,0,0,0,1,1978,25,6,36,2008,2014,3135209.0,2027
107476,1,2,0,0,1,2,1987,5,2,27,2008,2014,3143302.0,2033
107476,1,2,0,0,0,6,1980,8,11,34,2012,2014,3135209.0,2038
107476,1,2,0,0,0,3,1983,18,11,31,2009,2014,3135209.0,2023
107476,1,2,0,0,1,2,1984,27,3,30,2009,2014,3152204.0,2024
107476,1,4,0,0,1,3,1988,24,11,26,2009,2014,3135209.0,2022
107476,1,6,0,0,1,3,1989,6,9,25,2009,2014,3135209.0,2026
107476,1,2,0,0,0,3,1987,22,8,27,2009,2014,3135209.0,2032
107476,1,6,0,0,0,2,1984,15,8,30,2010,2014,3161106.0,2034
107476,1,6,0,0,1,3,1988,12,5,26,2009,2014,3135209.0,2040
107476,1,6,0,0,1,3,1991,8,2,23,2009,2014,3135209.0,2037
107476,1,2,0,0,0,0,1982,16,10,32,2010,2014,3106200.0,1072
107476,1,2,0,0,1,0,1987,3,3,27,2013,2014,2910800.0,2044
107476,1,6,0,0,0,0,1987,13,10,27,2010,2014,3143302.0,2043
107476,1,4,0,0,0,0,1963,30,1,51,2014,2014,3135209.0,2042
107476,1,2,0,0,0,2,1994,14,6,20,2013,2014,3143302.0,2050
107476,1,2,0,0,0,3,1992,8,11,22,2013,2014,3135209.0,2158
107476,1,2,0,0,1,2,1995,12,4,19,2013,2014,3135209.0,2161
107476,1,2,0,0,0,3,1995,24,8,19,2013,2014,3135209.0,2084
107476,1,2,0,0,0,3,1995,27,12,19,2013,2014,3132107.0,2904
107476,1,2,0,0,0,1,1970,28,4,44,2014,2014,3152204.0,1967
107476,1,2,0,0,1,3,1995,8,2,19,2014,2014,2933307.0,1884
107476,1,2,0,0,0,3,1995,23,9,19,2014,2014,3132107.0,2517
107476,1,4,2,0,1,3,1994,10,5,20,2014,2014,3143302.0,3185
107476,1,4,2,0,1,3,1996,21,10,18,2014,2014,3162450.0,2315
107476,1,2,2,1,1,3,1996,11,10,18,2014,2014,3132107.0,2905
107476,1,2,2,0,1,3,1995,16,10,19,2014,2014,3135209.0,919
107476,1,2,2,0,0,3,1994,15,9,20,2014,2014,3135209.0,755
107476,1,2,2,0,1,2,1994,26,2,20,2014,2014,3547809.0,2319
107476,1,2,2,0,1,3,1996,14,12,18,2014,2014,3545209.0,2320
107476,1,2,2,0,0,2,1995,12,12,19,2014,2014,3135209.0,2321
107476,1,2,2,0,0,3,1995,13,3,19,2014,2014,3132107.0,2304
107476,1,2,2,0,1,1,1995,5,5,19,2014,2014,3135209.0,2322
107476,1,4,0,0,1,0,1996,5,4,18,2014,2014,3136207.0,1898
107476,1,2,2,0,1,3,1995,3,12,19,2014,2014,3135209.0,2438
107476,1,2,2,0,0,3,1995,11,10,19,2014,2014,3518800.0,1963
107476,1,2,2,0,1,3,1996,15,7,18,2014,2014,3135209.0,2945
107476,1,2,2,0,0,3,1996,7,1,18,2014,2014,3135209.0,2439
107476,1,2,2,0,1,3,1995,22,3,19,2014,2014,3135209.0,2212
107476,1,2,2,0,1,1,1995,2,8,19,2014,2014,3167202.0,2219
107476,1,2,2,0,1,3,1996,10,3,18,2014,2014,3135209.0,2325
107476,1,2,2,0,1,3,1996,14,4,18,2014,2014,3152204.0,2326
107476,1,2,2,1,0,3,1995,16,11,19,2014,2014,3143302.0,2327
107476,1,2,2,1,1,3,1994,19,3,20,2014,2014,3151206.0,2328
107476,1,2,2,0,1,3,1996,18,1,18,2014,2014,3143302.0,2331
107476,1,2,2,0,0,3,1994,12,2,20,2014,2014,3135209.0,2332
107476,1,2,2,0,1,3,1995,28,8,19,2014,2014,3135209.0,2333
107476,1,2,2,0,0,2,1995,1,4,19,2014,2014,3135209.0,2530
107476,1,2,2,1,1,3,1996,21,4,18,2014,2014,3135209.0,2335
107476,1,2,2,0,1,4,1995,8,1,19,2014,2014,3135209.0,2336
107476,1,2,2,0,0,1,1989,1,2,25,2014,2014,3135209.0,2337
107476,1,2,2,0,0,5,1996,31,10,18,2014,2014,3135209.0,2338
107476,1,2,2,0,0,3,1994,1,11,20,2014,2014,3132107.0,2339
107476,1,3,2,0,0,3,1987,13,8,27,2014,2014,3135209.0,2341
107476,1,2,2,0,0,3,1996,9,5,18,2014,2014,3143302.0,2343
107476,1,2,2,0,0,1,1995,14,5,19,2014,2014,3135209.0,2344
112692,2,4,0,0,0,0,1994,27,1,20,2012,2014,3135209.0,3040
112692,2,2,0,0,1,3,1992,4,4,22,2012,2014,3162401.0,3188
112692,2,2,0,0,0,2,1993,25,7,21,2013,2014,3135209.0,3189
112692,2,2,0,0,0,3,1994,29,8,20,2012,2014,3135209.0,3190
112692,2,2,0,0,0,3,1993,21,8,21,2012,2014,3135209.0,2571
112692,2,4,0,0,0,3,1992,8,8,22,2013,2014,3135209.0,2572
112692,2,2,0,1,0,3,1994,14,6,20,2014,2014,3135209.0,2598
112692,2,2,0,0,0,6,1994,21,1,20,2013,2014,3135209.0,2620
112692,2,2,0,0,0,2,1988,5,8,26,2014,2014,3135209.0,2663
112692,2,5,0,0,0,3,1994,23,5,20,2013,2014,3135209.0,2665
112692,2,2,0,0,0,3,1980,2,7,34,2013,2014,3143302.0,2667
112692,2,2,0,0,1,2,1988,22,5,26,2013,2014,3135209.0,2675
112692,2,4,0,0,0,5,1994,25,2,20,2013,2014,3135209.0,2690
112692,2,2,0,0,0,2,1986,21,4,28,2013,2014,3135209.0,2706
112692,2,2,0,0,1,3,1983,5,5,31,2013,2014,3550308.0,2708
112692,2,2,0,0,1,3,1991,7,1,23,2013,2014,3135209.0,2711
112692,2,2,0,0,1,3,1991,19,4,23,2013,2014,3135209.0,2712
112692,2,2,0,0,0,3,1994,19,6,20,2013,2014,3143302.0,2713
112692,2,2,0,0,1,3,1995,1,3,19,2013,2014,3143302.0,2715
112692,2,2,0,0,0,2,1986,28,4,28,2013,2014,3139300.0,2716
112692,2,2,0,0,0,3,1982,13,1,32,2013,2014,3135209.0,2717
112692,2,4,0,0,0,1,1993,18,5,21,2013,2014,3550308.0,2718
112692,2,4,0,0,1,3,1980,26,9,34,2013,2014,3143302.0,2719
112692,2,4,0,0,1,3,1989,22,8,25,2013,2014,3143302.0,2720
112692,2,2,0,0,1,2,1983,29,1,31,2013,2014,3135209.0,2721
112692,2,4,0,0,1,2,1993,13,6,21,2013,2014,3135209.0,2723
112692,2,4,0,0,0,2,1991,13,12,23,2013,2014,3135209.0,2724
112692,2,2,0,0,1,3,1994,9,8,20,2013,2014,3135209.0,2725
112692,2,2,0,0,1,2,1995,12,1,19,2013,2014,3135209.0,2726
112692,2,4,0,0,1,3,1995,8,2,19,2013,2014,2933307.0,2727
112692,2,4,0,0,0,3,1975,1,4,39,2013,2014,3135209.0,2632
112692,2,2,0,0,0,3,1988,5,8,26,2013,2014,3135209.0,2728
112692,2,4,0,0,1,3,1992,15,12,22,2013,2014,3135209.0,2729
112692,2,2,0,0,0,1,1995,26,12,19,2013,2014,3528403.0,2730
112692,2,4,0,0,0,2,1985,8,12,29,2013,2014,3135209.0,2731
112692,2,2,0,0,1,1,1987,18,4,27,2013,2014,3135209.0,2734
112692,2,4,0,0,0,2,1986,9,3,28,2013,2014,3135209.0,2907
112692,2,4,0,0,1,1,1991,24,4,23,2013,2014,3135209.0,2908
112692,2,2,0,0,0,3,1995,5,7,19,2013,2014,3124302.0,2749
112692,2,2,0,0,1,3,1994,23,3,20,2013,2014,3135209.0,2750
112692,2,2,0,0,1,3,1992,24,8,22,2013,2014,3161106.0,2751
112692,2,4,2,0,1,3,1989,30,4,25,2013,2014,3143302.0,2948
112692,2,4,0,0,0,1,1995,26,5,19,2013,2014,3544202.0,2909
112692,2,2,0,0,1,3,1994,5,7,20,2013,2014,3135209.0,2952
112692,2,4,2,0,1,3,1991,23,1,23,2013,2014,3149150.0,2953
112692,2,2,0,0,1,2,1993,7,6,21,2013,2014,3135209.0,3014
112692,2,2,0,0,1,2,1993,29,3,21,2014,2014,3108602.0,2910
112692,2,2,0,0,0,0,1995,9,2,19,2014,2014,3162450.0,2911
112692,2,2,0,0,1,2,1980,28,9,34,2014,2014,3132107.0,2912
112692,2,2,0,0,0,3,1996,12,6,18,2014,2014,3135209.0,2913
112692,2,2,0,0,0,3,1984,1,2,30,2014,2014,3143302.0,2915
112692,2,2,0,0,0,2,1993,14,5,21,2014,2014,3135209.0,2916
112692,2,2,0,0,1,0,1996,18,8,18,2014,2014,3135209.0,2917
112692,2,2,0,0,0,0,1994,27,8,20,2014,2014,3304557.0,2918
112692,2,2,0,0,1,2,1996,27,7,18,2014,2014,3135209.0,2920
112692,2,2,0,0,1,3,1994,12,12,20,2014,2014,3135209.0,2921
112692,2,2,0,0,1,3,1990,29,9,24,2014,2014,3108602.0,2922
112692,2,2,0,0,1,3,1996,18,8,18,2014,2014,3170909.0,2923
112692,2,2,0,0,0,3,1993,15,9,21,2014,2014,3135209.0,2924
112692,2,2,0,0,1,1,1995,28,9,19,2014,2014,3143302.0,2925
112692,2,2,0,0,1,2,1994,17,9,20,2014,2014,3135209.0,2926
112692,2,2,0,0,0,3,1996,8,10,18,2014,2014,3135209.0,2927
112692,2,2,0,0,1,1,1983,12,3,31,2014,2014,3135209.0,2928
112692,2,2,0,0,1,2,1994,10,3,20,2014,2014,3142007.0,2929
112692,2,2,0,0,0,3,1996,24,5,18,2014,2014,3143302.0,2931
112692,2,2,0,0,1,3,1996,2,9,18,2014,2014,3170909.0,2932
112692,2,2,0,0,0,3,1992,5,4,22,2014,2014,3135209.0,2886
112692,2,2,0,0,1,3,1994,3,7,20,2014,2014,3135209.0,2933
112692,2,2,0,0,0,3,1981,14,7,33,2014,2014,3135209.0,2934
112692,2,2,0,0,1,2,1996,9,4,18,2014,2014,3135209.0,2936
112692,2,2,0,0,1,2,1995,12,7,19,2014,2014,3135209.0,2979
112692,2,2,0,0,1,4,1996,11,1,18,2014,2014,3106200.0,2981
112692,2,2,0,0,1,2,1996,6,8,18,2014,2014,3135209.0,2807
112692,2,2,0,0,1,3,1996,12,1,18,2014,2014,3106200.0,2808
112692,2,2,0,0,0,2,1995,9,3,19,2014,2014,3548807.0,2810
112692,2,2,0,0,1,3,1994,1,9,20,2014,2014,3170909.0,2991
112692,2,2,0,0,0,1,1994,28,1,20,2014,2014,3516309.0,2818
112692,2,2,0,0,1,3,1996,9,7,18,2014,2014,3142700.0,2824
112692,2,2,0,0,0,3,1994,16,1,20,2014,2014,3135209.0,2774
112692,2,4,0,0,0,2,1969,26,2,45,2008,2014,3168606.0,3047
112692,2,4,0,0,1,0,1982,9,7,32,2008,2014,3162401.0,3048
112692,2,2,0,0,0,1,1987,21,3,27,2014,2014,3135209.0,1898
112692,2,2,0,0,1,6,1989,28,12,25,2008,2014,3135209.0,3056
112692,2,2,0,0,1,3,1990,30,7,24,2008,2014,3135209.0,3062
112692,2,6,0,0,1,1,1989,12,4,25,2008,2014,3143302.0,3191
112692,2,2,0,0,0,2,1986,17,4,28,2013,2014,3135209.0,3192
112692,2,6,0,0,1,3,1988,24,7,26,2008,2014,3135209.0,3483
112692,2,4,0,0,1,6,1982,11,7,32,2008,2014,3117836.0,3232
112692,2,2,0,0,0,1,1989,7,4,25,2010,2014,3550308.0,2860
112692,2,2,0,0,1,1,1989,22,7,25,2008,2014,3161106.0,3193
112692,2,2,0,0,1,6,1988,28,1,26,2009,2014,3135209.0,3484
112692,2,2,0,0,1,3,1984,25,10,30,2009,2014,3135209.0,3485
112692,2,2,0,0,0,4,1987,17,4,27,2009,2014,3132107.0,3195
112692,2,2,0,0,1,3,1991,12,2,23,2009,2014,3135209.0,3196
112692,2,4,0,0,1,6,1990,1,10,24,2009,2014,3143302.0,3200
112692,2,2,0,0,0,3,1986,20,9,28,2014,2014,3135209.0,3201
112692,2,4,0,0,1,6,1983,10,2,31,2009,2014,3135209.0,3202
112692,2,2,0,0,1,2,1989,5,2,25,2009,2014,3135209.0,3203
112692,2,4,0,0,1,6,1987,24,6,27,2012,2014,3550308.0,3204
112692,2,6,0,0,0,3,1989,17,6,25,2009,2014,3138658.0,3205
112692,2,2,0,0,0,3,1989,25,2,25,2009,2014,3135209.0,3206
112692,2,2,0,0,1,3,1980,15,7,34,2009,2014,3135209.0,3207
112692,2,2,0,0,1,6,1972,7,7,42,2009,2014,3135209.0,3208
112692,2,2,0,0,1,2,1988,26,6,26,2009,2014,3135357.0,3209
112692,2,2,0,0,0,3,1987,17,1,27,2009,2014,3138658.0,3210
112692,2,2,0,0,1,3,1988,15,5,26,2009,2014,3132107.0,3211
112692,2,2,0,0,0,6,1988,30,6,26,2014,2014,3515004.0,3212
112692,2,2,0,0,0,5,1982,19,11,32,2014,2014,,3213
112692,2,4,0,0,0,0,1985,14,1,29,2012,2014,5300108.0,3214
112692,2,2,0,0,1,0,1990,24,4,24,2014,2014,3168002.0,3215
112692,2,2,0,0,0,3,1988,19,4,26,2013,2014,3135209.0,3216
112692,2,2,0,0,0,2,1987,23,7,27,2014,2014,3135209.0,3217
112692,2,4,0,0,1,3,1983,16,12,31,2013,2014,3108602.0,3218
112692,2,2,0,0,0,0,1987,22,3,27,2014,2014,3108602.0,3220
112692,2,2,0,0,1,6,1992,20,11,22,2010,2014,3162401.0,3084
112692,2,2,0,0,1,6,1990,7,5,24,2010,2014,3509502.0,3342
112692,2,4,0,0,1,3,1989,7,1,25,2013,2014,3135209.0,3352
112692,2,4,0,0,1,6,1992,27,3,22,2010,2014,3135357.0,3355
112692,2,2,0,0,1,6,1992,19,6,22,2010,2014,3161106.0,3486
112692,2,6,0,0,0,6,1991,12,7,23,2010,2014,3135209.0,3364
112692,2,6,0,0,1,6,1992,2,8,22,2010,2014,3108255.0,3284
112692,2,2,0,0,1,3,1988,20,2,26,2014,2014,3162401.0,3064
112692,2,2,2,0,1,3,1991,29,3,23,2014,2014,3515707.0,3487
112692,2,2,0,0,1,3,1992,9,3,22,2014,2014,3135209.0,3488
112692,2,4,0,0,0,3,1985,12,9,29,2013,2014,3161106.0,3489
112692,2,4,0,0,1,0,1992,12,4,22,2013,2014,3132107.0,3490
112692,2,2,0,0,0,0,1987,4,8,27,2011,2014,3170909.0,3491
112692,2,2,0,0,1,0,1993,18,8,21,2011,2014,3135209.0,3492
112692,2,2,0,0,0,0,1977,3,7,37,2011,2014,3135209.0,3493
112692,2,4,0,0,0,0,1993,22,2,21,2011,2014,3118809.0,3494
112692,2,2,0,0,1,0,1992,5,8,22,2011,2014,3143302.0,3495
112692,2,3,0,0,1,0,1992,7,4,22,2011,2014,3135209.0,2040
112692,2,2,0,0,1,0,1987,6,7,27,2011,2014,3135209.0,3496
112692,2,2,0,0,0,0,1990,4,9,24,2011,2014,3135209.0,3497
112692,2,2,0,0,0,0,1993,17,1,21,2012,2014,3135209.0,3498
112692,2,2,0,0,0,0,1992,7,9,22,2011,2014,2924504.0,3499
112692,2,4,0,0,0,0,1990,28,9,24,2011,2014,3135209.0,3500
112692,2,2,0,0,0,3,1986,16,6,28,2012,2014,3170909.0,3501
112692,2,2,0,0,0,0,1994,22,7,20,2012,2014,3135209.0,3502
112692,2,2,0,0,1,3,1993,30,12,21,2012,2014,3135209.0,3503
112692,2,4,0,0,1,3,1989,5,2,25,2012,2014,3143302.0,3504
112692,2,2,0,0,0,3,1993,3,8,21,2012,2014,3135209.0,3505
112692,2,4,0,0,0,1,1986,23,3,28,2012,2014,3550308.0,3506
1102801,2,2,0,0,1,0,1990,18,8,24,2010,2014,3143302.0,3507
1102801,2,2,0,0,1,6,1992,11,7,22,2010,2014,3161106.0,3508
