CO_CURSO,TP_GRAU_ACADEMICO,TP_SITUACAO,IN_DEFICIENCIA,IN_RESERVA_VAGAS,TP_SEXO,TP_COR_RACA,NU_ANO_NASCIMENTO,NU_DIA_NASCIMENTO,NU_MES_NASCIMENTO,NU_IDADE,NU_ANO_INGRESSO,NU_ANO_CENSO,CO_MUNICIPIO_NASCIMENTO,Id
96981,3,4,0,0,0,0,1987,31,12,23,2009,2010,3135209.0,2521
96981,3,2,0,0,0,0,1990,10,9,20,2009,2010,3142700.0,2522
99503,2,2,0,0,1,3,1980,20,3,30,2009,2010,3132107.0,2190
107474,1,2,0,0,1,1,1986,5,9,24,2008,2010,3135209.0,2202
107476,1,4,0,0,0,6,1980,20,12,30,2010,2010,3135209.0,2355
96981,3,6,0,0,0,0,1984,28,11,26,2008,2010,3135050.0,2204
96981,3,2,0,0,0,1,1988,23,7,22,2008,2010,3106200.0,2360
96981,3,3,0,0,0,3,1989,26,2,21,2010,2010,3143302.0,2369
99503,2,2,0,0,0,3,1989,7,10,21,2008,2010,3132107.0,2370
96981,3,2,0,0,0,1,1985,19,2,25,2009,2010,3135209.0,2323
99503,2,4,0,0,0,6,1987,11,11,23,2008,2010,3534401.0,2371
107474,1,2,0,0,1,1,1977,8,10,33,2009,2010,3548807.0,1421
107476,1,2,0,0,0,6,1990,1,12,20,2008,2010,3132107.0,2216
112692,2,2,0,0,0,0,1991,28,6,19,2010,2010,3157005.0,2217
96981,3,2,0,0,0,3,1989,23,7,21,2007,2010,3161106.0,2218
99503,2,2,0,0,0,3,1987,10,2,23,2007,2010,3135209.0,2289
99503,2,2,0,0,1,2,1989,24,4,21,2009,2010,3135209.0,2290
107474,1,2,0,0,1,2,1991,21,1,19,2009,2010,3132107.0,2291
96981,3,2,0,0,0,3,1990,4,12,20,2008,2010,3135209.0,2293
96981,3,2,0,0,0,1,1986,2,10,24,2008,2010,3106200.0,2294
96981,3,2,0,0,1,3,1991,26,12,19,2009,2010,3135209.0,2295
99503,2,2,0,0,1,3,1989,11,2,21,2010,2010,3135209.0,2297
99503,2,6,0,0,0,6,1974,16,8,36,2007,2010,3135209.0,2300
99503,2,2,0,0,1,1,1991,16,3,19,2009,2010,3143302.0,2301
99503,2,2,0,0,1,2,1991,25,2,19,2009,2010,3135209.0,2302
99503,2,2,0,0,0,3,1971,2,2,39,2010,2010,3132107.0,2303
107474,1,2,0,0,0,1,1988,17,2,22,2008,2010,3143302.0,2304
107474,1,2,0,0,0,6,1976,8,11,34,2008,2010,3143302.0,3441
107474,1,2,0,0,1,3,1986,21,2,24,2010,2010,3161106.0,3155
107476,1,2,0,0,0,0,1982,16,10,28,2010,2010,3106200.0,2875
107476,1,3,0,0,0,6,1990,2,4,20,2008,2010,3135100.0,2541
96981,3,4,0,0,1,1,1991,4,1,19,2009,2010,3135209.0,2542
96981,3,4,0,0,0,1,1975,28,8,35,2010,2010,3157005.0,2544
107476,1,2,0,0,0,0,1976,6,11,34,2008,2010,3135209.0,2551
96981,3,2,0,0,1,3,1991,2,1,19,2009,2010,3161106.0,2552
99503,2,4,0,0,1,0,1989,14,12,21,2010,2010,3107307.0,2554
107474,1,2,0,0,1,3,1988,26,9,22,2009,2010,3143302.0,2556
107474,1,2,0,0,1,2,1991,8,9,19,2010,2010,3135209.0,2557
107476,1,2,0,0,0,1,1992,25,4,18,2010,2010,3135209.0,2559
112692,2,2,0,0,0,3,1986,18,8,24,2008,2010,3135209.0,2563
96981,3,2,0,0,1,1,1986,8,4,24,2007,2010,3143302.0,2565
96981,3,2,0,0,0,1,1982,20,9,28,2007,2010,3135209.0,2567
99503,2,2,0,0,1,4,1991,7,12,19,2010,2010,3550308.0,2568
107474,1,2,0,0,1,3,1979,19,9,31,2008,2010,3135209.0,2569
107474,1,3,0,0,1,6,1990,20,3,20,2008,2010,3135209.0,2570
107474,1,2,0,0,0,1,1991,24,9,19,2010,2010,3135209.0,2579
107476,1,2,0,0,0,1,1992,17,12,18,2010,2010,3152204.0,2583
107476,1,2,0,0,0,6,1987,28,5,23,2010,2010,3168002.0,2593
96981,3,6,0,0,0,0,1986,19,5,24,2007,2010,3170909.0,2612
99503,2,2,0,0,0,3,1958,30,9,52,2008,2010,3135209.0,2710
96981,3,4,0,0,0,0,1981,18,1,29,2009,2010,3135209.0,1889
99503,2,4,0,0,1,6,1983,2,11,27,2007,2010,3135209.0,3442
99503,2,2,0,0,0,3,1989,3,12,21,2008,2010,3135209.0,2566
99503,2,3,0,0,1,3,1990,17,11,20,2009,2010,3108255.0,2754
99503,2,2,0,0,1,3,1967,25,8,43,2008,2010,3120904.0,3156
99503,2,4,0,0,0,6,1987,16,6,23,2008,2010,3135209.0,2966
107474,1,2,0,0,0,3,1981,14,7,29,2009,2010,3132107.0,2983
112692,2,2,0,0,1,6,1985,25,9,25,2010,2010,3135209.0,2820
96981,3,2,0,0,0,6,1984,2,5,26,2010,2010,3161106.0,2994
99503,2,2,0,0,1,1,1985,15,9,25,2008,2010,3135209.0,2828
99503,2,2,0,0,0,3,1986,20,9,24,2008,2010,3135209.0,2876
107474,1,2,0,0,1,0,1990,4,8,20,2010,2010,3143302.0,2877
112692,2,4,0,0,0,6,1989,8,3,21,2010,2010,3135209.0,2878
96981,3,2,0,0,0,6,1990,7,1,20,2010,2010,3135209.0,2879
99503,2,2,0,0,0,3,1987,25,1,23,2008,2010,3135209.0,2880
107474,1,2,0,0,0,2,1988,10,11,22,2008,2010,3132107.0,2881
107474,1,2,0,0,0,1,1985,17,12,25,2009,2010,3135209.0,2845
107474,1,2,0,0,1,3,1992,5,1,18,2010,2010,3135209.0,2883
107474,1,2,0,0,0,1,1992,20,8,18,2010,2010,3135209.0,2884
107476,1,2,0,0,1,2,1990,24,5,20,2008,2010,3135209.0,2886
107476,1,2,0,0,1,1,1979,16,5,31,2010,2010,3132107.0,2887
112692,2,2,0,0,0,3,1964,27,12,46,2009,2010,3135209.0,2888
1102802,1,2,0,0,0,0,1987,15,5,23,2010,2010,3143302.0,2889
96981,3,3,0,0,0,6,1990,10,8,20,2008,2010,3135209.0,2890
96981,3,2,0,0,0,6,1992,6,10,18,2010,2010,3152204.0,2891
96981,3,2,0,0,1,2,1989,15,5,21,2008,2010,3132107.0,2892
99503,2,2,0,0,1,1,1985,11,5,25,2009,2010,3138658.0,2893
107474,1,2,0,0,1,1,1985,1,5,25,2008,2010,3135209.0,2894
107474,1,2,0,0,1,1,1988,14,11,22,2007,2010,3135209.0,2895
107474,1,2,0,0,1,3,1988,5,11,22,2008,2010,3135209.0,2896
1102802,1,2,0,0,1,3,1969,30,3,41,2010,2010,1400100.0,2897
96981,3,2,0,0,1,3,1987,20,9,23,2008,2010,3135209.0,3051
99503,2,2,0,0,1,4,1989,16,2,21,2007,2010,3135209.0,2899
99503,2,2,0,0,1,4,1986,9,10,24,2008,2010,3550308.0,3443
99503,2,2,0,0,1,3,1990,11,5,20,2008,2010,3161106.0,3157
99503,2,2,0,0,1,3,1990,23,2,20,2009,2010,3135209.0,3158
107474,1,2,0,0,1,3,1989,29,5,21,2009,2010,3135209.0,3444
107476,1,2,0,0,0,3,1988,26,8,22,2008,2010,3135209.0,3445
112692,2,3,0,0,1,1,1985,16,6,25,2008,2010,3135209.0,3446
112692,2,2,0,0,1,3,1988,15,5,22,2009,2010,3132107.0,3447
99503,2,2,0,0,1,3,1986,19,5,24,2007,2010,3106200.0,3448
99503,2,2,0,0,1,6,1973,11,9,37,2008,2010,3518800.0,3449
107474,1,2,0,0,1,6,1987,24,11,23,2009,2010,3135209.0,3159
112692,2,2,0,0,1,2,1978,21,6,32,2009,2010,3135209.0,3114
112692,2,2,0,0,1,2,1982,3,12,28,2009,2010,3135209.0,3160
112692,2,2,0,0,1,6,1990,7,5,20,2010,2010,3509502.0,3161
1102801,2,2,0,0,1,6,1990,12,12,20,2010,2010,3135209.0,3162
1102802,1,4,0,0,1,0,1992,27,4,18,2010,2010,3143302.0,3163
96981,3,3,0,0,1,0,1990,23,12,20,2009,2010,3161106.0,3164
96981,3,2,0,0,0,2,1985,9,8,25,2008,2010,3135209.0,3166
96981,3,2,0,0,1,3,1991,15,1,19,2008,2010,3135209.0,3167
96981,3,4,0,0,1,0,1987,22,4,23,2009,2010,3135209.0,3168
99503,2,4,0,0,0,6,1983,1,11,27,2010,2010,3135209.0,3398
107474,1,2,0,0,0,3,1990,25,11,20,2009,2010,3135209.0,3169
107474,1,2,0,0,0,3,1980,16,10,30,2009,2010,3142700.0,3170
107476,1,2,0,0,1,3,1990,10,10,20,2010,2010,3135209.0,1736
1102802,1,2,0,0,0,0,1985,14,11,25,2010,2010,3135209.0,3171
107474,1,4,0,0,1,6,1988,9,12,22,2010,2010,3171303.0,3172
112692,2,2,0,0,0,2,1969,26,2,41,2008,2010,3168606.0,3173
112692,2,4,0,0,1,6,1983,28,5,27,2008,2010,3135209.0,3233
112692,2,3,0,0,0,6,1988,5,12,22,2009,2010,3109303.0,3174
99503,2,2,0,0,1,3,1986,10,5,24,2009,2010,3170909.0,3175
107476,1,3,0,0,1,0,1990,5,12,20,2009,2010,3135209.0,3176
112692,2,4,0,0,1,6,1989,11,6,21,2008,2010,3162401.0,3177
1102802,1,4,0,0,0,6,1991,24,9,19,2010,2010,3143302.0,2337
96981,3,2,0,0,0,1,1989,20,8,21,2008,2010,3161106.0,3178
96981,3,4,0,0,0,0,1989,8,1,21,2007,2010,3135209.0,3179
96981,3,4,0,0,0,6,1989,26,7,21,2008,2010,3143302.0,3297
96981,3,2,0,0,0,3,1990,4,6,20,2008,2010,3135209.0,3235
99503,2,4,0,0,1,6,1991,1,12,19,2010,2010,3120904.0,2939
107474,1,2,0,0,1,3,1986,10,9,24,2007,2010,3135209.0,3279
107474,1,2,0,0,0,6,1975,6,12,35,2008,2010,3550308.0,3280
107474,1,4,0,0,0,6,1990,18,6,20,2010,2010,3135209.0,3283
107476,1,4,0,0,0,0,1984,28,6,26,2009,2010,3135209.0,3450
1102801,2,2,0,0,1,6,1991,1,12,19,2010,2010,3120904.0,3451
99503,2,3,0,0,1,3,1981,16,10,29,2009,2010,3552809.0,3452
99503,2,2,0,0,1,2,1987,22,7,23,2007,2010,3135209.0,3453
107474,1,2,0,0,1,1,1986,15,1,24,2008,2010,3135209.0,3454
107474,1,2,0,0,1,3,1990,4,1,20,2008,2010,3142700.0,3455
107476,1,2,0,0,1,3,1984,16,2,26,2010,2010,3135209.0,3456
112692,2,2,0,0,0,3,1980,5,3,30,2009,2010,3135209.0,3457
96981,3,6,0,0,0,0,1981,27,6,29,2006,2010,3143302.0,3458
96981,3,6,0,0,0,0,1988,30,6,22,2007,2010,3135209.0,3459
99503,2,2,0,0,0,4,1990,4,8,20,2009,2010,3135209.0,3460
99503,2,4,0,0,1,6,1990,11,8,20,2010,2010,3143302.0,3461
107474,1,2,0,0,1,3,1989,6,5,21,2008,2010,3108255.0,3462
107474,1,2,0,0,1,3,1974,26,7,36,2010,2010,2911709.0,3463
107474,1,2,0,0,0,3,1987,1,3,23,2010,2010,3143302.0,3464
107476,1,4,0,0,1,6,1978,2,4,32,2008,2010,3116506.0,3465
112692,2,2,0,0,0,2,1985,3,9,25,2008,2010,3135209.0,3466
112692,2,2,0,0,0,6,1983,22,9,27,2010,2010,3135209.0,3467
1102801,2,2,0,0,1,6,1988,28,12,22,2010,2010,3135209.0,3468
1102801,2,2,0,0,1,6,1985,4,5,25,2010,2010,3135209.0,3469
96981,3,2,0,0,1,2,1990,23,5,20,2008,2010,3135209.0,3470
99503,2,2,0,0,1,2,1989,12,3,21,2007,2010,3135209.0,3471
112692,2,2,0,0,1,2,1968,1,9,42,2009,2010,3143302.0,3472
112692,2,2,0,0,1,1,1974,10,7,36,2009,2010,3135209.0,3473
96981,3,2,0,0,0,6,1989,29,4,21,2007,2010,3135209.0,3474
96981,3,4,0,0,0,6,1990,28,5,20,2010,2010,3152204.0,3475
99503,2,2,0,0,0,3,1987,17,4,23,2009,2010,3135209.0,3476
107474,1,2,0,0,0,1,1992,30,5,18,2010,2010,3135209.0,3477
107474,1,2,0,0,1,3,1984,25,8,26,2007,2010,3135209.0,3478
107474,1,2,0,0,1,2,1986,14,10,24,2007,2010,3135209.0,3028
107474,1,2,0,0,1,6,1989,14,1,21,2008,2010,3135209.0,3479
96981,3,2,0,0,0,6,1980,20,5,30,2006,2010,3135209.0,3480
96981,3,2,0,0,0,1,1987,3,2,23,2008,2010,3135209.0,2311
99503,2,2,0,0,0,3,1988,9,12,22,2009,2010,3135209.0,726
107474,1,6,0,0,0,6,1979,11,9,31,2009,2010,3135209.0,727
1102802,1,2,0,0,1,6,1986,16,6,24,2010,2010,3143302.0,1110
96981,3,2,0,0,0,2,1984,28,9,26,2008,2010,3135209.0,1296
99503,2,2,0,0,0,3,1982,3,11,28,2007,2010,3135209.0,996
107476,1,2,0,0,1,2,1984,27,3,26,2009,2010,3152204.0,3481
107476,1,2,0,0,0,3,1991,27,7,19,2009,2010,3143302.0,2478
112692,2,2,0,0,1,6,1992,20,11,18,2010,2010,3162401.0,827
112692,2,2,0,0,0,3,1984,12,10,26,2008,2010,3135209.0,1065
1102802,1,2,0,0,1,2,1991,27,9,19,2010,2010,3143302.0,2169
96981,3,2,0,0,0,6,1990,8,1,20,2010,2010,3137304.0,3482
99503,2,2,0,0,0,3,1983,19,3,27,2010,2010,3135209.0,1796
107474,1,2,0,0,0,3,1988,20,8,22,2007,2010,3135209.0,2279
107476,1,2,0,0,1,3,1992,17,7,18,2010,2010,3135209.0,3180
112692,2,2,0,0,0,3,1984,21,10,26,2008,2010,5300108.0,3181
96981,3,2,0,0,1,3,1978,15,1,32,2007,2010,3550308.0,1624
96981,3,2,0,0,1,0,1987,14,12,23,2006,2010,3135209.0,1554
96981,3,2,0,0,1,3,1990,18,6,20,2009,2010,3135209.0,1540
96981,3,4,0,0,0,6,1983,5,5,27,2010,2010,2911709.0,2903
99503,2,2,0,0,0,1,1982,6,1,28,2010,2010,3135209.0,1586
107474,1,4,0,0,0,6,1985,6,8,25,2008,2010,3135209.0,1377
107474,1,2,0,0,1,6,1982,18,1,28,2009,2010,3132107.0,1541
107474,1,2,0,0,1,3,1992,18,1,18,2010,2010,3135209.0,1604
107476,1,2,0,0,0,0,1991,4,2,19,2010,2010,3143302.0,1488
112692,2,2,0,0,0,6,1969,3,8,41,2010,2010,3143302.0,1833
1102801,2,2,0,0,1,6,1992,24,10,18,2010,2010,3135209.0,794
96981,3,2,0,0,0,3,1992,19,12,18,2010,2010,3170404.0,3184
99503,2,2,0,0,1,2,1989,4,5,21,2008,2010,3135209.0,1834
99503,2,4,0,0,0,6,1984,15,8,26,2009,2010,3135209.0,1836
107474,1,2,0,0,0,2,1991,1,9,19,2009,2010,3143302.0,2501
112692,2,2,0,0,1,6,1992,2,8,18,2010,2010,3108255.0,1867
96981,3,4,0,0,1,3,1990,2,4,20,2009,2010,3550308.0,1663
99503,2,2,0,0,1,3,1983,10,2,27,2009,2010,3135209.0,1826
99503,2,2,0,0,1,3,1985,13,3,25,2010,2010,3135209.0,1814
107474,1,2,0,0,0,2,1985,23,3,25,2008,2010,3135209.0,1682
1102801,2,2,0,0,0,6,1991,31,12,19,2010,2010,3135209.0,1736
1102801,2,2,0,0,0,6,1992,16,9,18,2010,2010,3135209.0,1688
96981,3,2,0,0,0,1,1991,15,12,19,2010,2010,3143302.0,2015
96981,3,2,0,0,1,2,1989,31,3,21,2007,2010,3135209.0,1721
107476,1,2,0,0,0,3,1991,9,10,19,2010,2010,3135209.0,1824
1102801,2,2,0,0,1,6,1985,7,7,25,2010,2010,1100049.0,1730
1102801,2,2,0,0,0,6,1986,30,10,24,2010,2010,3143302.0,1847
1102802,1,2,0,0,1,1,1991,6,12,19,2010,2010,3107307.0,2282
99503,2,4,0,0,0,6,1988,14,5,22,2008,2010,3135209.0,1625
107474,1,2,0,0,1,3,1989,2,2,21,2008,2010,3132107.0,1687
107474,1,2,0,0,1,3,1988,22,12,22,2009,2010,3132107.0,1714
107474,1,2,0,0,0,1,1980,24,2,30,2008,2010,3135209.0,1643
107476,1,2,0,0,1,2,1987,5,2,23,2008,2010,3143302.0,1850
107474,1,2,0,0,0,3,1984,23,11,26,2010,2010,3124302.0,2018
112692,2,2,0,0,1,2,1990,15,3,20,2008,2010,3135209.0,2020
1102801,2,2,0,0,1,6,1978,17,12,32,2010,2010,3135209.0,2021
1102802,1,4,0,0,0,0,1979,8,11,31,2010,2010,3135209.0,2025
99503,2,2,0,0,0,2,1989,15,8,21,2007,2010,3135209.0,2030
99503,2,2,0,0,1,3,1991,28,4,19,2009,2010,3135209.0,2027
107474,1,2,0,0,1,3,1992,13,6,18,2010,2010,3135209.0,2033
107476,1,2,0,0,0,2,1984,15,8,26,2010,2010,3161106.0,2038
1102802,1,2,0,0,1,2,1987,26,5,23,2010,2010,3135605.0,2023
107474,1,2,0,0,1,1,1984,27,7,26,2007,2010,3135209.0,2024
107476,1,2,0,0,0,3,1990,11,5,20,2009,2010,3161106.0,2022
112692,2,2,0,0,1,3,1986,26,5,24,2009,2010,3106200.0,2026
1102801,2,2,0,0,1,6,1990,18,8,20,2010,2010,3143302.0,2032
96981,3,2,0,0,0,3,1988,30,7,22,2007,2010,3135209.0,2034
96981,3,2,0,0,1,3,1989,6,6,21,2008,2010,3135209.0,2040
96981,3,2,0,0,0,3,1989,4,9,21,2009,2010,3132107.0,2037
99503,2,6,0,0,0,6,1983,27,1,27,2007,2010,3135209.0,1072
99503,2,2,0,0,1,3,1987,21,1,23,2008,2010,3135209.0,2044
99503,2,2,0,0,0,1,1990,20,1,20,2008,2010,3139300.0,2043
99503,2,2,0,0,1,1,1990,28,8,20,2009,2010,3135209.0,2042
107474,1,2,0,0,1,3,1989,3,10,21,2008,2010,3550308.0,2050
107474,1,6,0,0,0,6,1988,18,2,22,2009,2010,3135209.0,2158
112692,2,2,0,0,1,3,1991,12,2,19,2009,2010,3135209.0,2161
1102801,2,2,0,0,1,6,1981,21,5,29,2010,2010,3135209.0,2084
96981,3,4,0,0,0,0,1992,27,8,18,2010,2010,4106902.0,2904
96981,3,2,0,0,0,1,1992,11,9,18,2009,2010,3143302.0,1967
99503,2,2,0,0,1,4,1990,14,6,20,2008,2010,2906600.0,1884
107474,1,3,0,0,0,1,1984,27,4,26,2008,2010,3106200.0,2517
107474,1,2,0,0,1,1,1987,28,11,23,2008,2010,3143302.0,3185
96981,3,2,0,0,0,6,1985,21,2,25,2010,2010,3142007.0,2315
96981,3,6,0,0,0,0,1970,26,7,40,2006,2010,3135209.0,2905
99503,2,2,0,0,1,1,1988,30,9,22,2008,2010,3170909.0,919
99503,2,4,0,0,1,6,1985,8,5,25,2009,2010,3135209.0,755
99503,2,4,0,0,1,6,1991,11,10,19,2010,2010,3135209.0,2319
99503,2,3,0,0,1,6,1984,8,1,26,2010,2010,3135209.0,2320
107474,1,2,0,0,0,1,1991,5,10,19,2009,2010,3135209.0,2321
1102801,2,2,0,0,0,6,1991,30,11,19,2010,2010,3135209.0,2304
1102801,2,2,0,0,1,6,1988,14,12,22,2010,2010,3135209.0,2322
96981,3,2,0,0,1,3,1984,9,12,26,2007,2010,3135209.0,1898
96981,3,2,0,0,0,2,1989,20,11,21,2010,2010,3135209.0,2438
96981,3,2,0,0,1,3,1981,12,6,29,2009,2010,3135209.0,1963
99503,2,2,0,0,1,3,1986,25,8,24,2008,2010,3135209.0,2945
107474,1,2,0,0,1,3,1986,4,6,24,2008,2010,3135209.0,2439
107474,1,2,0,0,1,3,1988,22,3,22,2009,2010,3161106.0,2212
107474,1,2,0,0,1,1,1980,24,12,30,2009,2010,3143302.0,2219
96981,3,2,0,0,0,3,1990,12,1,20,2009,2010,3135209.0,2325
107474,1,2,0,0,1,1,1969,19,9,41,2008,2010,3135209.0,2326
107476,1,2,0,0,0,2,1989,4,11,21,2008,2010,3135209.0,2327
107476,1,2,0,0,1,4,1990,14,5,20,2009,2010,3161106.0,2328
1102802,1,2,0,0,1,1,1992,28,11,18,2010,2010,3143302.0,2331
96981,3,2,0,0,0,6,1992,10,7,18,2010,2010,3151206.0,2332
96981,3,2,0,0,1,3,1988,21,4,22,2008,2010,3135209.0,2333
96981,3,3,0,0,0,0,1989,2,3,21,2009,2010,3135209.0,2530
99503,2,2,0,0,0,3,1988,2,10,22,2007,2010,3149150.0,2335
99503,2,2,0,0,1,3,1984,21,6,26,2010,2010,3132107.0,2336
107474,1,6,0,0,0,6,1985,13,2,25,2009,2010,3170404.0,2337
107476,1,2,0,0,1,2,1988,3,1,22,2008,2010,3149150.0,2338
107476,1,4,0,0,0,0,1988,10,1,22,2010,2010,3143302.0,2339
112692,2,2,0,0,1,3,1980,15,7,30,2009,2010,3135209.0,2341
96981,3,2,0,0,1,3,1990,21,1,20,2009,2010,3132107.0,2343
96981,3,2,0,0,0,1,1990,20,12,20,2009,2010,3135209.0,2344
99503,2,2,0,0,1,6,1979,19,11,31,2008,2010,3135209.0,3040
99503,2,2,0,0,0,1,1983,8,4,27,2010,2010,3162708.0,3188
99503,2,2,0,0,1,4,1988,22,2,22,2008,2010,3135209.0,3189
99503,2,4,0,0,0,6,1985,21,7,25,2010,2010,3135209.0,3190
107476,1,2,0,0,0,2,1989,8,5,21,2008,2010,3135100.0,2571
107476,1,2,0,0,1,2,1984,29,10,26,2010,2010,3135209.0,2572
112692,2,4,0,0,0,6,1991,9,10,19,2010,2010,3123205.0,2598
1102802,1,2,0,0,0,6,1990,11,11,20,2010,2010,3108602.0,2620
96981,3,2,0,0,1,6,1992,27,9,18,2010,2010,3135100.0,2663
96981,3,2,0,0,1,6,1992,9,8,18,2010,2010,3135100.0,2665
96981,3,2,0,0,0,6,1982,19,1,28,2010,2010,3151206.0,2667
96981,3,4,0,0,1,0,1989,19,2,21,2007,2010,3135209.0,2675
99503,2,4,0,0,1,6,1992,9,8,18,2010,2010,3135100.0,2690
107476,1,2,0,0,0,3,1987,22,8,23,2009,2010,3135209.0,2706
107476,1,2,0,0,0,3,1988,13,9,22,2008,2010,3162401.0,2708
112692,2,2,0,0,1,2,1987,29,7,23,2009,2010,3135209.0,2711
112692,2,2,0,0,0,6,1991,17,11,19,2010,2010,3135209.0,2712
1102802,1,5,0,0,0,6,1986,16,4,24,2010,2010,3170800.0,2713
1102802,1,4,0,0,1,6,1992,15,4,18,2010,2010,3118809.0,2715
107476,1,2,0,0,0,0,1988,2,9,22,2010,2010,2509701.0,2716
1102802,1,4,0,0,0,6,1992,26,3,18,2010,2010,3143302.0,2717
96981,3,2,0,0,1,6,1992,30,11,18,2010,2010,3135209.0,2718
99503,2,4,0,0,1,6,1985,3,11,25,2008,2010,3170909.0,2719
107474,1,2,0,0,1,1,1975,4,10,35,2010,2010,3135209.0,2720
107474,1,4,0,0,1,6,1988,13,10,22,2008,2010,3205309.0,2721
107476,1,2,0,0,0,6,1987,6,3,23,2010,2010,3135209.0,2723
112692,2,2,0,0,0,6,1976,12,5,34,2010,2010,3139300.0,2724
1102802,1,2,0,0,0,4,1991,20,12,19,2010,2010,3157005.0,2725
96981,3,6,0,0,0,0,1989,4,4,21,2007,2010,3161106.0,2726
99503,2,2,0,0,0,1,1977,24,7,33,2007,2010,3142007.0,2727
107474,1,2,0,0,1,1,1983,17,10,27,2008,2010,3135209.0,2632
107474,1,2,0,0,1,3,1990,8,9,20,2009,2010,3135209.0,2728
1102802,1,2,0,0,1,1,1991,27,9,19,2010,2010,3143302.0,2729
99503,2,2,0,0,1,3,1989,27,11,21,2008,2010,3135209.0,2730
107474,1,2,0,0,0,1,1991,24,6,19,2010,2010,3135209.0,2731
107474,1,4,0,0,1,0,1985,15,8,25,2010,2010,3143302.0,2734
107476,1,2,0,0,1,1,1988,24,11,22,2009,2010,3135209.0,2907
112692,2,4,0,0,0,6,1987,11,1,23,2010,2010,3304557.0,2908
112692,2,2,0,0,0,6,1991,12,7,19,2010,2010,3135209.0,2749
96981,3,4,0,0,0,6,1990,26,1,20,2010,2010,3135209.0,2750
99503,2,2,0,0,0,6,1978,7,1,32,2007,2010,5300108.0,2751
107476,1,3,0,0,0,0,1989,3,11,21,2009,2010,3135209.0,2948
112692,2,3,0,0,1,6,1988,14,3,22,2009,2010,3142700.0,2909
1102802,1,2,0,0,1,4,1992,14,7,18,2010,2010,3143302.0,2952
96981,3,2,0,0,0,0,1986,20,10,24,2008,2010,3135209.0,2953
99503,2,2,0,0,0,1,1974,2,12,36,2008,2010,3135209.0,3014
99503,2,2,0,0,0,1,1979,11,5,31,2007,2010,3143302.0,2910
107474,1,2,0,0,0,3,1989,28,4,21,2010,2010,3531902.0,2911
112692,2,2,0,0,1,1,1982,9,7,28,2008,2010,3162401.0,2912
112692,2,3,0,0,1,6,1989,29,4,21,2008,2010,3135209.0,2913
1102802,1,2,0,0,0,3,1986,12,3,24,2010,2010,3143302.0,2915
96981,3,2,0,0,1,0,1989,9,9,21,2009,2010,3135209.0,2916
96981,3,4,0,0,1,0,1973,20,3,37,2009,2010,3135209.0,2917
107474,1,2,0,0,1,3,1989,5,2,21,2007,2010,3108255.0,2918
107474,1,2,0,0,1,3,1988,5,10,22,2008,2010,3135209.0,2920
107474,1,2,0,0,0,3,1990,8,6,20,2009,2010,3135209.0,2921
112692,2,4,0,0,0,0,1992,1,6,18,2010,2010,4106902.0,2922
96981,3,2,0,0,1,2,1987,8,5,23,2008,2010,3139300.0,2923
107476,1,4,0,0,1,6,1988,13,7,22,2009,2010,3135209.0,2924
112692,2,2,0,0,1,1,1981,8,2,29,2009,2010,3148004.0,2925
112692,2,2,0,0,1,3,1984,25,10,26,2009,2010,3135209.0,2926
1102801,2,2,0,0,1,6,1990,25,8,20,2010,2010,3157005.0,2927
99503,2,2,0,0,0,2,1982,15,10,28,2007,2010,3135209.0,2928
99503,2,2,0,0,1,3,1982,6,8,28,2010,2010,3135209.0,2929
107474,1,2,0,0,0,3,1986,10,6,24,2007,2010,3143302.0,2931
112692,2,4,0,0,0,6,1976,6,9,34,2009,2010,3135209.0,2932
96981,3,4,0,0,0,6,1988,8,6,22,2009,2010,3135209.0,2886
107474,1,2,0,0,0,3,1985,4,4,25,2007,2010,3157005.0,2933
112692,2,2,0,0,1,2,1989,5,2,21,2009,2010,3135209.0,2934
1102802,1,2,0,0,0,6,1988,8,6,22,2010,2010,3135209.0,2936
96981,3,6,0,0,0,0,1981,29,12,29,2007,2010,3135209.0,2979
96981,3,2,0,0,0,3,1990,6,3,20,2008,2010,3161106.0,2981
99503,2,4,0,0,1,6,1991,17,7,19,2009,2010,3550308.0,2807
99503,2,2,0,0,0,6,1984,30,6,26,2007,2010,3157807.0,2808
99503,2,4,0,0,1,6,1977,11,10,33,2008,2010,3135209.0,2810
107474,1,2,0,0,0,6,1988,6,2,22,2010,2010,3143302.0,2991
107476,1,2,0,0,1,2,1988,9,7,22,2008,2010,3135209.0,2818
112692,2,4,0,0,0,6,1991,15,2,19,2009,2010,3117836.0,2824
112692,2,2,0,0,1,6,1989,7,1,21,2010,2010,3135209.0,2774
1102801,2,2,0,0,1,6,1988,14,12,22,2010,2010,3130655.0,3047
1102801,2,2,0,0,0,6,1992,19,4,18,2010,2010,3135209.0,3048
1102802,1,5,0,0,0,6,1984,31,8,26,2010,2010,3135209.0,1898
99503,2,2,0,0,1,3,1988,11,3,22,2007,2010,3170909.0,3056
99503,2,4,0,0,0,6,1979,23,2,31,2007,2010,3135209.0,3062
99503,2,2,0,0,0,1,1991,21,3,19,2010,2010,3135209.0,3191
107474,1,2,0,0,0,3,1986,7,2,24,2007,2010,3135209.0,3192
107474,1,2,0,0,1,3,1991,8,5,19,2009,2010,3135209.0,3483
112692,2,2,0,0,1,3,1980,14,12,30,2008,2010,3135209.0,3232
