CO_CURSO,TP_GRAU_ACADEMICO,TP_SITUACAO,IN_DEFICIENCIA,IN_RESERVA_VAGAS,TP_SEXO,TP_COR_RACA,NU_ANO_NASCIMENTO,NU_DIA_NASCIMENTO,NU_MES_NASCIMENTO,NU_IDADE,NU_ANO_INGRESSO,NU_ANO_CENSO,CO_MUNICIPIO_NASCIMENTO
1102802,1,2,2,0,0,3,1995,19,3,20,2015,2015,3135209.0
1102802,1,2,2,0,0,3,1993,7,12,22,2015,2015,3135209.0
1102801,2,2,0,0,1,3,1995,29,4,20,2015,2015,3135209.0
1102802,1,3,2,0,0,2,1992,28,1,23,2015,2015,3550308.0
1102801,2,2,0,0,1,4,1994,2,3,21,2015,2015,3135209.0
1102801,2,2,0,0,1,3,1996,20,2,19,2015,2015,3135209.0
1102802,1,2,2,0,0,3,1990,29,7,25,2015,2015,3112307.0
1102802,1,2,2,0,1,3,1997,15,9,18,2015,2015,3119401.0
1102802,1,2,2,0,1,3,1996,24,6,19,2015,2015,3135209.0
1102801,2,2,0,0,1,3,1992,16,6,23,2015,2015,3135209.0
1102801,2,2,1,0,1,3,1991,5,3,24,2015,2015,3135209.0
1102801,2,2,0,0,1,3,1997,30,8,18,2015,2015,3135209.0
1102801,2,2,0,0,0,3,1982,25,11,33,2015,2015,3135209.0
1102801,2,2,0,0,1,2,1989,27,3,26,2015,2015,3135209.0
1102801,2,2,0,0,1,3,1988,18,5,27,2015,2015,3135209.0
1102801,2,2,0,0,1,3,1992,15,12,23,2015,2015,3135209.0
1102801,2,2,0,0,1,3,1997,14,3,18,2015,2015,3550308.0
1102801,2,2,0,0,1,3,1969,28,11,46,2015,2015,3135209.0
1102801,2,2,0,0,1,3,1994,3,9,21,2015,2015,3139300.0
1102801,2,2,0,0,0,4,1995,19,1,20,2015,2015,3550308.0
1102801,2,2,0,0,1,3,1995,16,5,20,2015,2015,3135209.0
1102801,2,2,0,0,1,3,1997,18,3,18,2015,2015,5300108.0
1102801,2,2,0,0,1,3,1996,14,9,19,2015,2015,3135209.0
99503,2,4,0,0,0,0,1997,5,5,18,2015,2015,3135209.0
107476,1,2,2,0,0,3,1997,22,1,18,2015,2015,3120904.0
112692,2,2,0,0,1,2,1995,8,4,20,2015,2015,3132107.0
112692,2,2,2,0,1,3,1997,17,6,18,2015,2015,3135209.0
112692,2,4,2,0,1,1,1987,8,8,28,2015,2015,3143302.0
112692,2,2,2,0,1,3,1986,4,9,29,2015,2015,3135209.0
107476,1,2,0,0,1,3,1997,17,6,18,2015,2015,3135209.0
107476,1,2,0,0,1,2,1997,14,5,18,2015,2015,3106200.0
107476,1,2,2,0,0,3,1996,3,10,19,2015,2015,3139300.0
107476,1,2,2,0,0,1,1996,2,4,19,2015,2015,3127701.0
107476,1,2,2,0,0,2,1995,3,5,20,2015,2015,3516408.0
107476,1,2,0,0,0,1,1995,18,2,20,2015,2015,3132107.0
107476,1,2,0,0,1,1,1995,15,2,20,2015,2015,3143302.0
107476,1,2,0,0,1,3,1997,27,2,18,2015,2015,3143302.0
107476,1,2,2,0,0,1,1994,23,10,21,2015,2015,3164704.0
107476,1,2,2,0,0,1,1995,31,5,20,2015,2015,3135209.0
107476,1,2,2,0,0,3,1997,1,6,18,2015,2015,3139300.0
107476,1,2,2,0,0,3,1995,5,1,20,2015,2015,5002704.0
107476,1,2,2,0,0,3,1995,30,12,20,2015,2015,3118809.0
107476,1,2,0,0,0,5,1993,8,7,22,2015,2015,3121605.0
107476,1,2,0,0,1,3,1997,14,4,18,2015,2015,3135209.0
107476,1,2,2,0,0,3,1995,2,7,20,2015,2015,3139300.0
107476,1,2,2,0,1,3,1997,23,3,18,2015,2015,3135209.0
107476,1,2,2,0,0,3,1995,23,2,20,2015,2015,3143302.0
107476,1,2,0,0,1,1,1997,27,5,18,2015,2015,3135209.0
107476,1,2,0,0,0,3,1993,2,11,22,2015,2015,3550308.0
107476,1,2,2,0,1,1,1997,24,11,18,2015,2015,3118809.0
107476,1,2,0,0,1,3,1997,4,3,18,2015,2015,5300108.0
107476,1,2,0,0,1,3,1997,3,11,18,2015,2015,3513009.0
107476,1,2,2,0,0,1,1997,5,8,18,2015,2015,3143302.0
99503,2,2,0,0,0,0,1998,9,2,17,2015,2015,3135209.0
107476,1,4,0,0,1,3,1996,31,5,19,2015,2015,3135209.0
107476,1,2,0,0,0,3,1996,28,6,19,2015,2015,3143302.0
107476,1,2,0,0,1,3,1995,1,8,20,2015,2015,3135209.0
99503,2,2,0,0,0,2,1994,20,7,21,2015,2015,3135209.0
99503,2,2,0,0,0,3,1994,9,11,21,2015,2015,3135209.0
99503,2,2,0,0,1,2,1993,8,12,22,2015,2015,3149150.0
99503,2,2,0,0,0,3,1992,12,3,23,2015,2015,3135209.0
99503,2,2,0,0,0,3,1995,30,5,20,2015,2015,3135209.0
99503,2,2,0,0,0,3,1997,3,12,18,2015,2015,3140852.0
99503,2,2,0,0,1,3,1997,2,9,18,2015,2015,3170909.0
99503,2,2,0,0,1,3,1996,9,10,19,2015,2015,3135209.0
99503,2,2,0,0,1,3,1997,3,1,18,2015,2015,3135209.0
99503,2,2,0,0,1,3,1993,8,4,22,2015,2015,3135209.0
1102801,2,4,2,0,1,3,1994,28,8,21,2015,2015,3135209.0
107476,1,4,0,0,0,3,1998,5,2,17,2015,2015,3143302.0
107476,1,4,0,0,0,1,1994,22,11,21,2015,2015,3142908.0
107474,1,2,0,0,1,3,1996,25,4,19,2015,2015,3117836.0
107476,1,2,0,0,1,3,1997,12,6,18,2015,2015,3170909.0
107476,1,2,0,0,0,3,1997,4,11,18,2015,2015,3135209.0
107476,1,2,0,0,0,3,1998,19,4,17,2015,2015,3139300.0
99503,2,2,0,0,1,2,1975,10,4,40,2015,2015,3135209.0
99503,2,2,0,0,0,3,1994,30,1,21,2015,2015,3135209.0
99503,2,3,0,0,0,3,1996,16,6,19,2015,2015,3135209.0
99503,2,2,0,0,1,3,1993,21,6,22,2015,2015,3135209.0
99503,2,3,0,0,0,2,1997,17,8,18,2015,2015,3135209.0
99503,2,3,0,0,0,3,1991,27,4,24,2015,2015,3135209.0
99503,2,3,0,0,0,3,1993,1,3,22,2015,2015,3135209.0
1102801,2,4,0,0,1,3,1997,19,10,18,2015,2015,3135209.0
1102801,2,4,0,0,0,3,1991,6,11,24,2015,2015,3135209.0
1102801,2,4,0,0,1,3,1989,14,11,26,2015,2015,3135209.0
1102802,1,2,2,0,1,3,1996,9,4,19,2014,2015,3135209.0
99503,2,4,0,0,0,3,1975,26,7,40,2015,2015,3135209.0
99503,2,4,0,0,0,3,1985,10,10,30,2015,2015,3135209.0
99503,2,4,0,0,0,3,1996,15,2,19,2015,2015,3135209.0
99503,2,4,0,0,0,3,1997,14,10,18,2015,2015,3135209.0
99503,2,4,0,0,0,3,1995,30,7,20,2015,2015,3135209.0
99503,2,2,0,0,1,3,1997,11,11,18,2015,2015,3135209.0
99503,2,3,0,0,1,3,1995,30,9,20,2015,2015,3135209.0
99503,2,4,0,0,1,3,1996,27,10,19,2015,2015,3135209.0
99503,2,4,0,0,0,3,1980,5,9,35,2015,2015,3135209.0
99503,2,4,0,0,0,3,1996,24,6,19,2015,2015,3135209.0
99503,2,4,0,0,0,3,1989,20,7,26,2015,2015,3135209.0
1102801,2,4,0,0,1,3,1997,9,4,18,2015,2015,3135209.0
1102801,2,4,0,0,1,3,1984,12,9,31,2015,2015,3135209.0
96981,3,2,0,0,1,3,1989,1,6,27,2011,2016,3143302.0
96981,3,2,0,0,0,1,1981,25,5,35,2016,2016,3135209.0
96981,3,4,0,0,0,1,1991,15,12,25,2010,2016,
96981,3,2,0,0,0,3,1992,14,2,24,2015,2016,3135209.0
96981,3,5,0,0,0,0,1993,12,2,23,2010,2016,5300108.0
96981,3,2,2,0,0,2,1993,30,4,23,2014,2016,3135209.0
96981,3,6,0,0,0,3,1992,10,4,24,2011,2016,3135209.0
96981,3,5,0,0,0,0,1987,8,5,29,2015,2016,3135209.0
96981,3,2,0,0,0,0,1988,17,9,28,2011,2016,3135209.0
96981,3,4,0,0,0,3,1992,11,11,24,2011,2016,3135209.0
96981,3,2,0,0,0,4,1992,28,4,24,2011,2016,3550308.0
96981,3,2,0,0,0,1,1993,2,9,23,2011,2016,3135209.0
96981,3,6,0,0,0,3,1990,26,10,26,2011,2016,3108255.0
96981,3,6,0,0,0,3,1993,3,7,23,2011,2016,3135209.0
96981,3,2,0,0,0,1,1993,11,11,23,2011,2016,3550308.0
96981,3,2,0,0,0,1,1992,3,12,24,2011,2016,3135209.0
96981,3,2,0,0,0,0,1992,3,11,24,2012,2016,3135209.0
96981,3,2,0,0,0,3,1988,14,8,28,2014,2016,3162401.0
96981,3,2,0,0,0,3,1994,1,9,22,2013,2016,3135209.0
96981,3,2,0,0,1,3,1994,5,11,22,2012,2016,3135209.0
96981,3,2,0,0,0,2,1992,3,7,24,2012,2016,3135209.0
96981,3,2,0,0,0,1,1985,11,1,31,2012,2016,3163706.0
96981,3,2,0,0,1,2,1994,16,4,22,2012,2016,3143302.0
96981,3,2,0,0,0,2,1993,22,7,23,2012,2016,3135209.0
96981,3,2,0,0,1,3,1994,14,2,22,2012,2016,3547809.0
96981,3,2,0,0,1,2,1992,20,4,24,2012,2016,3132107.0
96981,3,2,0,0,0,3,1994,15,5,22,2012,2016,3135209.0
96981,3,2,0,0,0,3,1994,4,7,22,2012,2016,3143302.0
96981,3,2,0,0,0,0,1990,6,9,26,2016,2016,3135209.0
96981,3,2,0,0,0,1,1992,19,9,24,2016,2016,3132107.0
96981,3,2,0,0,0,1,1993,23,4,23,2015,2016,3143302.0
96981,3,2,0,0,0,2,1992,17,9,24,2015,2016,3135209.0
96981,3,4,0,0,0,3,1994,16,12,22,2013,2016,3135209.0
96981,3,2,0,0,0,6,1995,25,7,21,2013,2016,3135209.0
96981,3,2,2,0,0,3,1994,20,1,22,2013,2016,3135209.0
96981,3,4,2,0,0,1,1991,31,3,25,2013,2016,3135209.0
96981,3,4,0,0,0,3,1994,21,10,22,2013,2016,3135209.0
96981,3,2,2,0,0,2,1992,21,6,24,2013,2016,3135209.0
96981,3,2,2,0,1,3,1995,4,4,21,2013,2016,3135209.0
96981,3,2,2,0,0,3,1988,8,6,28,2015,2016,3168002.0
96981,3,2,2,0,0,3,1995,14,5,21,2013,2016,3108255.0
96981,3,2,2,0,0,3,1995,21,5,21,2013,2016,
96981,3,2,2,0,0,3,1995,5,1,21,2013,2016,3135209.0
96981,3,2,2,0,0,1,1995,9,8,21,2013,2016,3143302.0
96981,3,2,2,0,0,3,1985,22,9,31,2013,2016,3550308.0
96981,3,2,2,0,0,1,1992,15,8,24,2013,2016,3172004.0
96981,3,2,2,0,0,3,1995,13,3,21,2013,2016,3168002.0
96981,3,2,2,0,0,3,1994,4,2,22,2013,2016,3143302.0
96981,3,2,2,0,0,2,1994,1,5,22,2013,2016,3135209.0
96981,3,2,2,0,1,2,1991,21,4,25,2013,2016,3135209.0
96981,3,2,2,0,1,3,1984,15,10,32,2013,2016,3135209.0
96981,3,2,0,0,1,1,1994,11,7,22,2013,2016,3135209.0
96981,3,2,2,0,0,3,1995,8,2,21,2013,2016,3103405.0
96981,3,2,2,0,0,3,1995,24,7,21,2013,2016,3164209.0
96981,3,2,2,0,0,3,1994,25,7,22,2013,2016,3135209.0
96981,3,2,2,0,1,3,1992,5,12,24,2013,2016,3135209.0
96981,3,2,2,0,0,3,1995,16,10,21,2013,2016,3135209.0
96981,3,5,2,0,1,3,1995,31,5,21,2013,2016,3135209.0
96981,3,2,2,0,0,3,1991,26,4,25,2013,2016,3509502.0
96981,3,2,2,0,1,3,1995,22,10,21,2013,2016,3108602.0
96981,3,4,2,0,0,3,1995,24,10,21,2013,2016,3135100.0
96981,3,2,2,0,0,3,1995,18,4,21,2013,2016,3135209.0
96981,3,2,2,0,0,3,1994,11,4,22,2013,2016,3135209.0
96981,3,2,0,0,1,1,1994,12,5,22,2016,2016,3135209.0
96981,3,2,0,0,0,0,1993,5,8,23,2014,2016,3550308.0
96981,3,2,0,0,0,3,1995,31,10,21,2015,2016,3550308.0
96981,3,4,0,1,1,3,1996,27,11,20,2014,2016,3149150.0
96981,3,2,0,0,0,2,1996,4,12,20,2014,2016,3523107.0
96981,3,2,0,0,0,3,1992,19,8,24,2014,2016,3135209.0
96981,3,2,0,0,0,3,1988,19,4,28,2014,2016,3135209.0
96981,3,4,2,1,0,3,1990,1,5,26,2014,2016,3143302.0
96981,3,2,0,0,0,3,1992,31,3,24,2014,2016,3135209.0
96981,3,4,0,0,0,3,1993,14,8,23,2014,2016,3135209.0
96981,3,2,0,0,0,2,1996,5,3,20,2014,2016,3135209.0
96981,3,2,0,0,1,1,1996,7,1,20,2014,2016,
96981,3,2,0,0,0,3,1996,14,4,20,2014,2016,3135209.0
96981,3,2,0,0,0,1,1987,24,12,29,2014,2016,3118601.0
96981,3,2,0,0,0,2,1993,8,9,23,2014,2016,3547809.0
96981,3,5,0,0,0,3,1996,20,3,20,2014,2016,3143302.0
96981,3,2,0,0,0,3,1995,17,10,21,2014,2016,3143302.0
96981,3,2,0,0,1,3,1996,13,8,20,2014,2016,3161106.0
96981,3,4,0,0,0,1,1992,19,10,24,2014,2016,
96981,3,2,0,0,0,3,1996,15,7,20,2014,2016,3135209.0
96981,3,2,0,0,0,2,1997,16,8,19,2014,2016,3161106.0
96981,3,4,0,0,0,3,1990,3,2,26,2014,2016,3135209.0
96981,3,2,0,0,0,1,1996,25,1,20,2014,2016,3550308.0
96981,3,2,0,0,1,0,1995,1,7,21,2014,2016,3135209.0
96981,3,2,0,0,0,0,1995,2,12,21,2014,2016,3135209.0
96981,3,2,0,0,0,0,1996,4,2,20,2014,2016,3135209.0
96981,3,5,0,0,1,0,1996,20,11,20,2014,2016,3135209.0
96981,3,2,0,0,1,2,1992,5,1,24,2014,2016,3135100.0
96981,3,2,0,0,0,0,1989,25,3,27,2014,2016,3135209.0
96981,3,2,0,0,0,0,1995,4,3,21,2014,2016,3534401.0
96981,3,2,0,0,0,0,1996,10,9,20,2014,2016,3106200.0
96981,3,2,0,0,0,0,1995,3,9,21,2014,2016,3161106.0
96981,3,2,0,0,0,0,1996,23,11,20,2014,2016,3550308.0
96981,3,2,0,0,0,0,1994,20,1,22,2014,2016,3547809.0
96981,3,2,0,0,0,0,1995,19,4,21,2014,2016,3135209.0
96981,3,2,0,0,1,3,1995,20,2,21,2015,2016,3135209.0
96981,3,2,0,0,0,2,1989,22,11,27,2015,2016,3108602.0
96981,3,2,0,0,0,3,1994,28,1,22,2015,2016,3135209.0
96981,3,2,0,0,1,3,1996,26,4,20,2015,2016,3135209.0
96981,3,2,0,0,0,3,1994,20,7,22,2015,2016,3135209.0
96981,3,2,0,0,1,3,1996,1,10,20,2015,2016,3135209.0
96981,3,2,0,0,1,0,1996,1,2,20,2015,2016,3168606.0
96981,3,2,0,0,0,3,1988,16,2,28,2015,2016,3135209.0
96981,3,5,0,0,0,3,1997,15,4,19,2015,2016,
96981,3,4,0,0,1,4,1995,7,12,21,2015,2016,3135209.0
96981,3,2,0,0,0,5,1995,20,9,21,2015,2016,
96981,3,4,0,0,0,2,1997,28,8,19,2015,2016,3135209.0
96981,3,2,0,0,1,3,1997,20,9,19,2015,2016,3135209.0
96981,3,2,0,0,0,1,1997,30,7,19,2015,2016,3139300.0
96981,3,2,0,0,0,3,1995,10,3,21,2015,2016,3135209.0
96981,3,2,0,0,1,3,1997,2,12,19,2015,2016,3135209.0
96981,3,2,0,0,0,3,1996,7,11,20,2015,2016,3135209.0
96981,3,2,0,0,0,1,1995,15,11,21,2015,2016,5300108.0
96981,3,2,0,0,0,1,1996,17,5,20,2015,2016,3135209.0
96981,3,2,0,0,0,3,1997,3,3,19,2015,2016,3135209.0
96981,3,2,0,0,1,3,1996,29,5,20,2015,2016,3132107.0
96981,3,2,0,0,0,2,1996,25,3,20,2015,2016,3120904.0
96981,3,2,0,0,0,3,1997,16,2,19,2015,2016,3534401.0
96981,3,2,0,0,0,3,1997,6,9,19,2015,2016,3143302.0
96981,3,2,0,0,0,3,1996,14,11,20,2015,2016,3550308.0
96981,3,2,0,0,0,3,1995,12,3,21,2015,2016,3513801.0
96981,3,2,0,0,1,3,1996,25,4,20,2015,2016,3534401.0
96981,3,2,0,0,0,3,1997,2,11,19,2015,2016,3170909.0
96981,3,2,0,0,0,3,1997,13,12,19,2015,2016,3170909.0
96981,3,2,0,0,1,3,1996,7,6,20,2015,2016,3135209.0
96981,3,2,0,0,0,3,1994,31,8,22,2015,2016,3135209.0
96981,3,2,0,0,0,0,1995,13,9,21,2015,2016,3135209.0
96981,3,2,0,0,0,1,1996,1,7,20,2015,2016,3135209.0
96981,3,2,0,0,0,3,1996,17,1,20,2015,2016,3102704.0
96981,3,2,0,0,0,3,1994,20,3,22,2015,2016,3135209.0
96981,3,2,0,0,1,3,1992,6,3,24,2015,2016,3550308.0
96981,3,2,0,0,0,1,1994,28,4,22,2015,2016,3550308.0
96981,3,2,0,0,1,2,1996,2,10,20,2015,2016,3135209.0
96981,3,2,0,0,0,3,1997,5,5,19,2015,2016,3135209.0
96981,3,2,0,0,0,3,1991,4,5,25,2015,2016,3143302.0
96981,3,4,0,0,0,3,1983,7,11,33,2015,2016,3104502.0
96981,3,2,0,0,0,2,1989,31,8,27,2015,2016,3135209.0
96981,3,2,0,0,1,3,1997,21,1,19,2015,2016,3135209.0
96981,3,2,0,0,0,3,1996,13,6,20,2015,2016,3135209.0
96981,3,2,0,0,1,3,1996,30,8,20,2015,2016,3550308.0
96981,3,2,0,0,1,1,1993,6,9,23,2015,2016,3135209.0
96981,3,2,0,0,0,2,1991,9,11,25,2015,2016,3135209.0
96981,3,2,0,1,1,0,1997,5,7,19,2016,2016,3139300.0
96981,3,2,0,0,0,0,1985,26,7,31,2016,2016,3138658.0
96981,3,2,0,0,0,3,1996,9,5,20,2016,2016,3143302.0
96981,3,2,0,0,1,3,1998,14,12,18,2016,2016,3132107.0
96981,3,2,0,0,1,3,1998,3,12,18,2016,2016,3135209.0
96981,3,2,0,1,0,1,1998,17,3,18,2016,2016,3135209.0
96981,3,2,0,1,0,3,1997,18,9,19,2016,2016,3107307.0
96981,3,2,0,0,1,1,1995,6,8,21,2016,2016,3135209.0
96981,3,2,0,0,0,3,1998,5,7,18,2016,2016,3135209.0
96981,3,2,0,0,0,3,1992,28,10,24,2016,2016,3117836.0
96981,3,2,0,1,0,3,1998,26,10,18,2016,2016,3135209.0
96981,3,2,0,1,0,3,1998,3,9,18,2016,2016,3550308.0
96981,3,2,0,1,0,3,1996,10,10,20,2016,2016,3135209.0
96981,3,2,0,0,0,3,1998,19,4,18,2016,2016,3551504.0
96981,3,2,0,1,0,2,1998,21,7,18,2016,2016,3518800.0
96981,3,2,0,1,0,2,1997,5,9,19,2016,2016,3550308.0
96981,3,2,0,0,0,3,1997,28,1,19,2016,2016,3135209.0
96981,3,2,0,0,0,2,1998,28,1,18,2016,2016,3512001.0
96981,3,2,0,0,0,3,1996,7,9,20,2016,2016,3167202.0
96981,3,2,0,0,0,1,1997,3,10,19,2016,2016,3135209.0
96981,3,2,0,1,0,3,1997,26,5,19,2016,2016,3135209.0
96981,3,2,0,1,1,3,1997,3,12,19,2016,2016,3545209.0
96981,3,2,0,0,1,3,1997,28,10,19,2016,2016,3135209.0
96981,3,2,0,0,1,1,1997,17,2,19,2016,2016,3135209.0
96981,3,2,0,0,1,3,1998,3,2,18,2016,2016,3161106.0
96981,3,2,0,0,0,3,1998,25,11,18,2016,2016,3135209.0
96981,3,2,0,0,0,3,1998,10,3,18,2016,2016,3135209.0
96981,3,2,0,1,0,3,1996,9,4,20,2016,2016,3135209.0
96981,3,2,0,0,1,1,1995,18,11,21,2016,2016,3135209.0
96981,3,2,0,0,1,3,1996,7,2,20,2016,2016,3135209.0
96981,3,2,0,1,0,3,1998,10,5,18,2016,2016,3135209.0
96981,3,2,0,0,0,3,1998,18,5,18,2016,2016,3135209.0
96981,3,2,0,0,0,3,1985,23,10,31,2016,2016,3135209.0
96981,3,2,0,1,0,1,1998,13,6,18,2016,2016,3550308.0
96981,3,2,0,0,0,3,1997,14,8,19,2016,2016,3143302.0
96981,3,2,0,0,1,3,1997,28,8,19,2016,2016,
96981,3,2,0,0,0,1,1997,1,7,19,2016,2016,3550308.0
96981,3,2,0,0,0,1,1995,24,2,21,2016,2016,3135209.0
96981,3,2,0,0,1,3,1995,29,1,21,2016,2016,3135209.0
96981,3,2,0,0,1,3,1997,6,4,19,2016,2016,3135209.0
96981,3,2,0,1,0,2,1997,27,10,19,2016,2016,3135209.0
96981,3,2,0,0,1,3,1994,11,5,22,2016,2016,3135209.0
96981,3,2,0,0,1,3,1997,13,3,19,2016,2016,2933604.0
96981,3,2,0,1,0,1,1997,18,7,19,2016,2016,3108602.0
96981,3,2,0,0,0,3,1989,16,8,27,2016,2016,3135100.0
96981,3,2,0,0,0,3,1998,17,12,18,2016,2016,3135209.0
96981,3,2,0,0,1,3,1997,2,11,19,2016,2016,3135209.0
96981,3,2,0,0,0,3,1993,18,12,23,2016,2016,3135209.0
96981,3,2,0,0,0,2,1998,1,8,18,2016,2016,3135209.0
96981,3,2,0,0,1,2,1988,24,9,28,2016,2016,3135209.0
96981,3,2,0,0,0,3,1997,18,1,19,2016,2016,3543402.0
99503,2,2,0,0,0,3,1986,18,8,30,2012,2016,3135209.0
99503,2,2,0,0,1,2,1989,12,3,27,2007,2016,3135209.0
99503,2,2,0,0,1,4,1986,9,10,30,2008,2016,3550308.0
99503,2,3,0,0,1,2,1984,21,4,32,2008,2016,3135209.0
99503,2,2,0,0,1,2,1979,24,12,37,2008,2016,3550308.0
99503,2,2,0,0,1,4,1988,22,2,28,2016,2016,3135209.0
99503,2,2,0,0,1,6,1978,7,11,38,2008,2016,3108602.0
99503,2,2,0,0,1,6,1973,2,12,43,2008,2016,3135209.0
99503,2,2,0,0,1,3,1989,20,2,27,2008,2016,3135209.0
99503,2,2,0,0,1,2,1987,24,6,29,2015,2016,3550308.0
99503,2,2,0,0,0,6,1981,6,6,35,2011,2016,3550308.0
99503,2,6,0,0,1,1,1990,28,8,26,2009,2016,3135209.0
99503,2,2,0,0,1,3,1990,1,12,26,2009,2016,3135209.0
99503,2,2,0,0,1,3,1991,26,3,25,2009,2016,3135209.0
99503,2,2,0,0,0,3,1987,28,4,29,2016,2016,3135209.0
99503,2,2,0,0,0,4,1990,4,8,26,2009,2016,3135209.0
99503,2,2,0,0,1,3,1991,28,4,25,2009,2016,3135209.0
99503,2,6,2,0,1,3,1991,28,12,25,2012,2016,3143302.0
99503,2,6,0,0,1,1,1991,4,6,25,2010,2016,
99503,2,2,0,0,0,1,1983,8,4,33,2010,2016,3162708.0
99503,2,2,0,0,1,3,1992,18,8,24,2010,2016,3135209.0
99503,2,3,0,0,1,3,1989,10,10,27,2015,2016,3135209.0
99503,2,2,0,0,0,0,1972,20,6,44,2016,2016,4215604.0
99503,2,3,2,0,1,2,1993,4,3,23,2016,2016,3135209.0
99503,2,2,0,0,0,0,1992,28,9,24,2014,2016,3135209.0
99503,2,2,0,0,1,0,1994,27,3,22,2016,2016,3132107.0
99503,2,2,0,0,0,1,1993,12,2,23,2011,2016,3135209.0
99503,2,2,0,0,0,0,1990,15,9,26,2011,2016,3135209.0
99503,2,2,0,0,0,0,1992,9,7,24,2011,2016,3161106.0
99503,2,6,0,0,0,3,1991,30,10,25,2012,2016,3135209.0
99503,2,6,0,0,1,2,1994,9,2,22,2012,2016,5300108.0
99503,2,6,0,0,1,1,1993,26,5,23,2012,2016,3135209.0
99503,2,2,0,0,0,3,1985,10,8,31,2012,2016,3142700.0
99503,2,6,0,0,1,3,1992,24,11,24,2012,2016,3143302.0
99503,2,6,0,0,1,2,1989,19,11,27,2012,2016,3135209.0
99503,2,2,2,0,0,3,1989,30,1,27,2016,2016,3143302.0
99503,2,2,0,0,0,3,1995,3,5,21,2014,2016,3135209.0
99503,2,3,0,0,0,2,1991,13,12,25,2014,2016,3135209.0
99503,2,2,0,0,1,3,1989,7,6,27,2015,2016,3135209.0
99503,2,2,0,0,0,6,1992,16,7,24,2013,2016,3135209.0
99503,2,2,2,0,1,3,1981,31,8,35,2013,2016,3135209.0
99503,2,2,2,0,0,3,1995,10,7,21,2013,2016,3135209.0
99503,2,2,2,0,0,6,1992,1,5,24,2013,2016,3118809.0
99503,2,2,2,0,0,2,1992,2,10,24,2013,2016,3135209.0
99503,2,2,2,0,1,4,1995,24,6,21,2013,2016,3143302.0
99503,2,2,2,0,0,2,1995,6,4,21,2013,2016,3135209.0
99503,2,2,2,0,1,1,1992,23,7,24,2013,2016,3170909.0
99503,2,2,2,0,1,3,1984,15,5,32,2013,2016,3135209.0
99503,2,2,2,0,1,3,1995,15,10,21,2013,2016,3107307.0
99503,2,2,2,0,1,3,1994,1,9,22,2013,2016,3135209.0
99503,2,2,2,0,0,0,1987,11,8,29,2013,2016,3108255.0
99503,2,5,0,0,1,1,1995,3,4,21,2015,2016,3135209.0
99503,2,2,0,0,0,3,1979,24,8,37,2014,2016,3117836.0
99503,2,2,0,0,1,2,1996,23,7,20,2014,2016,3143302.0
99503,2,2,0,0,1,1,1996,22,10,20,2014,2016,3135209.0
99503,2,2,0,0,1,3,1992,30,1,24,2014,2016,3135209.0
99503,2,2,0,0,0,2,1991,4,5,25,2014,2016,3135209.0
99503,2,2,0,0,1,2,1996,8,8,20,2014,2016,3135209.0
99503,2,2,0,1,0,1,1996,5,4,20,2014,2016,3143302.0
99503,2,2,0,0,0,3,1993,1,9,23,2014,2016,3135050.0
99503,2,2,0,0,1,1,1988,1,11,28,2014,2016,3304557.0
99503,2,5,2,0,0,3,1995,13,2,21,2015,2016,3143302.0
99503,2,2,0,0,1,3,1995,30,11,21,2016,2016,3117836.0
99503,2,2,0,0,0,0,1998,9,2,18,2015,2016,3135209.0
99503,2,2,0,0,0,2,1994,20,7,22,2015,2016,3135209.0
99503,2,2,0,0,0,3,1994,9,11,22,2015,2016,3135209.0
99503,2,2,0,0,1,2,1993,8,12,23,2015,2016,3149150.0
99503,2,2,0,0,0,3,1992,12,3,24,2015,2016,3135209.0
99503,2,2,0,0,0,3,1995,30,5,21,2015,2016,3135209.0
99503,2,4,0,0,0,3,1997,3,12,19,2015,2016,3135100.0
99503,2,2,0,0,1,3,1997,2,9,19,2015,2016,3170909.0
99503,2,2,0,0,1,3,1996,9,10,20,2015,2016,3135209.0
99503,2,2,0,0,1,3,1997,3,1,19,2015,2016,3135209.0
99503,2,2,0,0,1,3,1993,8,4,23,2015,2016,3135209.0
99503,2,2,0,0,1,2,1975,10,4,41,2015,2016,3135209.0
99503,2,4,0,0,0,3,1994,30,1,22,2015,2016,3135209.0
99503,2,2,0,0,0,3,1996,16,6,20,2015,2016,3135209.0
99503,2,2,0,0,1,3,1993,21,6,23,2015,2016,3135209.0
99503,2,4,0,0,0,2,1997,17,8,19,2015,2016,3135209.0
99503,2,4,0,0,0,3,1991,27,4,25,2015,2016,3135209.0
99503,2,4,0,0,0,3,1993,1,3,23,2015,2016,3135209.0
99503,2,5,0,0,1,3,1997,11,11,19,2015,2016,3135209.0
99503,2,3,0,0,1,3,1995,30,9,21,2015,2016,3135209.0
99503,2,2,0,0,1,3,1995,21,7,21,2016,2016,3135209.0
99503,2,2,0,0,0,2,1993,21,2,23,2016,2016,3135209.0
99503,2,2,0,0,1,1,1998,26,8,18,2016,2016,3135209.0
99503,2,2,0,0,0,3,1997,8,5,19,2016,2016,3135209.0
99503,2,2,0,1,0,2,1981,10,5,35,2016,2016,3135209.0
99503,2,2,0,0,0,3,1997,19,10,19,2016,2016,3135209.0
99503,2,2,0,0,1,1,1992,2,4,24,2016,2016,3135209.0
