CO_CURSO,TP_GRAU_ACADEMICO,TP_SITUACAO,IN_DEFICIENCIA,IN_RESERVA_VAGAS,TP_SEXO,TP_COR_RACA,NU_ANO_NASCIMENTO,NU_DIA_NASCIMENTO,NU_MES_NASCIMENTO,NU_IDADE,NU_ANO_INGRESSO,NU_ANO_CENSO,CO_MUNICIPIO_NASCIMENTO
99503,2,2,0,0,1,2,1988,1,10,23,2008,2011,3135209.0
107474,1,2,0,0,0,3,1989,1,7,22,2007,2011,3135209.0
96981,3,3,0,0,1,2,1989,15,5,22,2008,2011,3132107.0
112692,2,2,0,0,1,3,1990,1,10,21,2009,2011,3143302.0
107474,1,2,0,0,1,2,1988,24,11,23,2008,2011,3135209.0
96981,3,4,0,0,0,2,1988,21,5,23,2008,2011,3135209.0
107474,1,4,0,0,1,6,1989,14,1,22,2008,2011,3135209.0
96981,3,2,0,0,0,3,1989,10,10,22,2008,2011,3135209.0
96981,3,2,0,0,0,1,1988,18,10,23,2008,2011,3142700.0
112692,2,2,0,0,0,3,1984,12,10,27,2008,2011,3135209.0
107474,1,2,0,0,1,1,1987,4,5,24,2009,2011,3135209.0
107474,1,2,0,0,0,1,1984,8,2,27,2009,2011,3135209.0
96981,3,4,0,0,1,6,1990,15,10,21,2009,2011,3135209.0
107474,1,2,0,0,0,3,1992,15,5,19,2009,2011,3143302.0
96981,3,2,0,0,0,1,1985,19,2,26,2009,2011,3135209.0
96981,3,4,0,0,0,1,1979,15,10,32,2009,2011,3135209.0
99503,2,2,0,0,0,3,1987,17,4,24,2009,2011,3135209.0
96981,3,3,0,0,1,6,1985,19,4,26,2009,2011,3135209.0
107474,1,2,0,0,0,3,1980,16,10,31,2009,2011,3142700.0
107474,1,2,0,0,1,3,1989,14,8,22,2009,2011,3132107.0
107474,1,2,0,0,1,1,1987,5,3,24,2009,2011,3135209.0
96981,3,4,0,0,1,6,1990,7,11,21,2009,2011,
96981,3,4,0,0,0,3,1989,30,9,22,2009,2011,3550308.0
107474,1,2,0,0,1,3,1989,29,5,22,2009,2011,3135209.0
107474,1,4,0,0,1,6,1987,11,9,24,2009,2011,3135209.0
107474,1,2,0,0,0,1,1972,15,8,39,2009,2011,3143302.0
96981,3,2,0,0,1,4,1991,30,8,20,2009,2011,3161106.0
96981,3,4,0,0,1,6,1990,29,10,21,2009,2011,3135209.0
107474,1,2,0,0,1,3,1988,26,9,23,2009,2011,3143302.0
96981,3,2,0,0,0,3,1987,13,12,24,2009,2011,3534401.0
96981,3,2,0,0,1,3,1991,26,12,20,2009,2011,3135209.0
107474,1,2,0,0,1,1,1991,28,5,20,2009,2011,3507001.0
99503,2,3,0,0,0,2,1980,30,3,31,2010,2011,3135209.0
107474,1,2,0,0,0,3,1979,5,3,32,2007,2011,3135209.0
96981,3,2,0,0,1,2,1991,22,4,20,2009,2011,3135209.0
107474,1,2,0,0,1,3,1991,26,7,20,2009,2011,3130051.0
99503,2,2,0,0,1,1,1985,11,5,26,2009,2011,3138658.0
96981,3,5,0,0,0,3,1991,22,1,20,2009,2011,3143302.0
107474,1,2,0,0,1,1,1986,30,4,25,2008,2011,3148707.0
107474,1,2,0,0,0,3,1988,25,11,23,2008,2011,3135209.0
99503,2,2,0,0,1,3,1990,1,12,21,2009,2011,3135209.0
96981,3,2,0,0,1,3,1991,22,6,20,2009,2011,3135209.0
99503,2,3,0,0,0,3,1987,28,4,24,2009,2011,3135209.0
107474,1,2,0,0,1,3,1989,28,6,22,2009,2011,3135209.0
96981,3,2,0,0,0,3,1988,12,7,23,2009,2011,3135209.0
96981,3,2,0,0,1,0,1990,18,6,21,2009,2011,
99503,2,2,0,0,1,3,1990,23,2,21,2009,2011,3135209.0
107474,1,2,0,0,1,1,1990,15,4,21,2009,2011,3135209.0
96981,3,4,0,0,1,0,1990,12,8,21,2009,2011,3135209.0
107474,1,2,0,0,1,6,1987,24,11,24,2009,2011,3135209.0
96981,3,4,0,0,0,3,1989,3,6,22,2009,2011,3135209.0
107474,1,2,0,0,0,2,1991,1,9,20,2009,2011,3143302.0
1102802,1,2,0,0,0,3,1990,30,1,21,2010,2011,3135209.0
96981,3,2,0,0,0,3,1988,28,12,23,2009,2011,3108602.0
96981,3,4,0,0,1,3,1986,15,10,25,2009,2011,3135209.0
99503,2,2,0,0,1,1,1991,16,3,20,2009,2011,3143302.0
96981,3,2,0,0,0,3,1987,31,8,24,2009,2011,3142700.0
96981,3,2,0,0,0,3,1989,9,10,22,2009,2011,3135209.0
107474,1,2,0,0,0,1,1985,17,12,26,2009,2011,3135209.0
107474,1,2,0,0,0,3,1989,23,12,22,2009,2011,3132107.0
96981,3,5,0,0,1,2,1990,4,1,21,2009,2011,3135209.0
96981,3,2,0,0,0,1,1991,8,5,20,2009,2011,3304557.0
107474,1,2,0,0,1,2,1991,21,1,20,2009,2011,3132107.0
96981,3,3,0,0,0,1,1991,30,3,20,2009,2011,3135209.0
99503,2,2,0,0,0,6,1985,7,9,26,2009,2011,3135209.0
99503,2,3,0,0,1,2,1989,24,4,22,2009,2011,3135209.0
107474,1,2,0,0,1,1,1977,8,10,34,2009,2011,3548807.0
99503,2,3,0,0,1,3,1991,26,3,20,2009,2011,3135209.0
107474,1,2,0,0,0,3,1990,19,5,21,2009,2011,3135209.0
96981,3,4,0,0,1,1,1988,14,9,23,2009,2011,3135209.0
96981,3,4,0,0,1,6,1991,2,1,20,2009,2011,3549003.0
107474,1,2,0,0,0,3,1990,25,11,21,2009,2011,3135209.0
1102801,2,2,0,0,1,6,1993,5,1,18,2010,2011,3135209.0
96981,3,2,0,0,0,3,1992,11,11,19,2011,2011,3135209.0
112692,2,2,0,0,1,6,1990,7,5,21,2010,2011,3509502.0
1102802,1,2,0,0,0,0,1990,11,7,21,2011,2011,3135209.0
107474,1,6,0,0,1,6,1982,18,1,29,2009,2011,3132107.0
112692,2,2,0,0,0,0,1991,28,6,20,2010,2011,3157005.0
107474,1,4,0,0,0,6,1983,7,5,28,2010,2011,3135209.0
107474,1,2,0,0,1,3,1974,26,7,37,2010,2011,2911709.0
107476,1,2,0,0,0,1,1988,4,7,23,2010,2011,3135209.0
99503,2,2,0,0,1,2,1991,25,2,20,2009,2011,3135209.0
96981,3,4,0,0,1,3,1989,10,2,22,2009,2011,3521200.0
107474,1,2,0,0,1,6,1987,22,5,24,2009,2011,3135209.0
99503,2,2,0,0,0,3,1990,1,1,21,2009,2011,3149150.0
99503,2,2,0,0,1,2,1989,19,2,22,2009,2011,3550308.0
96981,3,2,0,0,0,0,1990,10,9,21,2009,2011,3142700.0
99503,2,2,0,0,1,3,1980,20,3,31,2009,2011,3132107.0
99503,2,4,0,0,1,6,1990,5,2,21,2009,2011,3135209.0
99503,2,2,0,0,0,4,1990,4,8,21,2009,2011,3135209.0
99503,2,2,0,0,1,3,1986,10,5,25,2009,2011,3170909.0
107476,1,2,0,0,1,3,1992,17,7,19,2010,2011,3135209.0
99503,2,2,0,0,0,3,1986,17,5,25,2009,2011,3143302.0
96981,3,2,0,0,0,0,1990,26,2,21,2008,2011,3135209.0
96981,3,2,0,0,0,0,1990,25,6,21,2011,2011,4202404.0
99503,2,2,0,0,1,3,1982,25,9,29,2010,2011,3106200.0
99503,2,4,0,0,0,1,1968,29,8,43,2010,2011,3142700.0
1102802,1,4,0,0,0,0,1992,16,9,19,2011,2011,3143302.0
107474,1,2,0,0,1,3,1992,24,1,19,2010,2011,3139300.0
107474,1,2,0,0,1,1,1991,25,5,20,2010,2011,3118809.0
107476,1,2,0,0,0,2,1993,12,2,18,2010,2011,3139300.0
1102802,1,2,0,0,0,0,1984,31,7,27,2011,2011,3117836.0
99503,2,4,0,0,1,1,1985,12,2,26,2010,2011,3161106.0
99503,2,2,0,0,0,1,1989,2,6,22,2010,2011,3550308.0
107476,1,2,0,0,1,1,1979,16,5,32,2010,2011,3132107.0
99503,2,2,0,0,0,1,1982,6,1,29,2010,2011,3135209.0
107474,1,2,0,0,1,1,1988,23,12,23,2010,2011,3135209.0
107474,1,2,0,0,1,3,1992,18,1,19,2010,2011,3135209.0
107474,1,2,0,0,1,3,1992,5,1,19,2010,2011,3135209.0
107476,1,2,0,0,0,1,1992,17,12,19,2010,2011,3152204.0
107476,1,2,0,0,1,3,1984,16,2,27,2010,2011,3135209.0
107474,1,2,0,0,0,1,1991,13,7,20,2010,2011,3550308.0
107474,1,2,0,0,0,1,1992,20,8,19,2010,2011,3135209.0
1102802,1,2,0,0,0,6,1988,20,3,23,2011,2011,3167202.0
1102802,1,2,0,0,0,0,1993,28,10,18,2011,2011,3170800.0
1102802,1,4,0,0,1,0,1985,6,9,26,2011,2011,3108602.0
99503,2,4,0,0,1,6,1992,8,2,19,2010,2011,3108602.0
107476,1,4,0,0,0,0,1991,4,2,20,2010,2011,
99503,2,4,0,0,0,6,1978,17,6,33,2010,2011,3160702.0
107474,1,2,0,0,0,3,1981,14,7,30,2009,2011,3132107.0
99503,2,2,0,0,1,3,1988,19,3,23,2009,2011,5300108.0
99503,2,2,0,0,1,0,1991,3,6,20,2011,2011,3135209.0
1102802,1,2,0,0,1,6,1992,6,7,19,2011,2011,3135209.0
112692,2,4,0,0,1,6,1989,7,7,22,2008,2011,3135209.0
107474,1,4,0,0,0,3,1992,30,6,19,2011,2011,3142007.0
99503,2,2,0,0,0,2,1985,3,7,26,2010,2011,3162401.0
99503,2,2,0,0,1,1,1991,4,6,20,2010,2011,
99503,2,2,0,0,0,4,1983,28,9,28,2010,2011,3135209.0
99503,2,4,0,0,0,3,1971,2,2,40,2010,2011,3132107.0
1102801,2,2,0,0,1,6,1990,12,12,21,2010,2011,3135209.0
99503,2,4,0,0,0,3,1981,10,9,30,2010,2011,3135209.0
99503,2,2,0,0,0,3,1983,19,3,28,2010,2011,3135209.0
107476,1,3,0,0,0,3,1992,15,11,19,2010,2011,3143302.0
107474,1,2,0,0,0,6,1983,15,9,28,2010,2011,3143302.0
99503,2,4,0,0,1,0,1991,2,1,20,2011,2011,3135209.0
107476,1,2,0,0,0,6,1987,28,5,24,2010,2011,3168002.0
107474,1,2,0,0,1,2,1991,8,9,20,2010,2011,3135209.0
107476,1,2,0,0,0,1,1992,25,4,19,2010,2011,3135209.0
107474,1,2,0,0,1,3,1976,22,10,35,2010,2011,3135209.0
1102801,2,2,0,0,1,0,1988,18,6,23,2011,2011,3135209.0
107474,1,3,0,0,1,3,1986,21,2,25,2010,2011,3161106.0
107476,1,2,0,0,0,2,1988,1,8,23,2010,2011,3135209.0
107474,1,2,0,0,0,6,1988,11,5,23,2010,2011,3161106.0
107476,1,4,0,0,0,0,1987,16,1,24,2010,2011,3143302.0
1102801,2,4,0,0,1,0,1990,5,7,21,2010,2011,3135209.0
1102801,2,4,0,0,1,6,1985,4,5,26,2010,2011,3135209.0
1102801,2,2,0,0,0,6,1992,3,3,19,2010,2011,3143302.0
1102801,2,2,0,0,0,6,1990,11,9,21,2010,2011,3135209.0
107474,1,2,0,0,0,3,1987,1,3,24,2010,2011,3143302.0
107476,1,2,0,0,0,0,1987,13,10,24,2010,2011,3143302.0
107474,1,2,0,0,0,1,1991,24,9,20,2010,2011,3135209.0
107476,1,2,0,0,0,3,1989,17,9,22,2010,2011,3135209.0
1102801,2,2,0,0,1,6,1992,6,7,19,2010,2011,3135209.0
107476,1,2,0,0,1,2,1992,24,1,19,2010,2011,3135209.0
96981,3,4,0,0,0,6,1992,14,4,19,2010,2011,3135209.0
96981,3,2,0,0,0,3,1990,4,6,21,2008,2011,3135209.0
96981,3,2,0,0,1,6,1989,23,11,22,2010,2011,3161106.0
96981,3,4,0,0,0,6,1981,20,10,30,2010,2011,3139300.0
1102801,2,2,0,0,1,6,1992,24,10,19,2010,2011,3135209.0
1102801,2,4,0,0,0,6,1988,20,3,23,2010,2011,3167202.0
107476,1,4,0,0,1,0,1992,17,3,19,2011,2011,3143302.0
107476,1,2,0,0,1,0,1985,4,12,26,2011,2011,3112307.0
96981,3,2,0,0,0,0,1993,12,2,18,2010,2011,5300108.0
107476,1,2,0,0,0,0,1976,6,11,35,2008,2011,3135209.0
112692,2,2,0,0,0,4,1987,17,4,24,2009,2011,3132107.0
96981,3,4,0,0,1,3,1989,30,1,22,2007,2011,3135209.0
107474,1,2,0,0,1,1,1985,1,5,26,2008,2011,3135209.0
112692,2,3,0,0,0,2,1964,30,7,47,2008,2011,3135209.0
107474,1,2,0,0,1,0,1984,11,12,27,2008,2011,3143302.0
99503,2,2,0,0,1,6,1976,26,10,35,2008,2011,3142700.0
112692,2,4,0,0,1,1,1985,16,6,26,2008,2011,3135209.0
96981,3,6,0,0,0,0,1989,6,2,22,2007,2011,3135209.0
99503,2,2,0,0,1,1,1985,15,9,26,2008,2011,3135209.0
96981,3,4,0,0,1,0,1984,30,10,27,2007,2011,3135209.0
96981,3,4,0,0,0,6,1990,10,8,21,2008,2011,3135209.0
99503,2,6,0,0,1,4,1989,16,2,22,2007,2011,3135209.0
96981,3,4,0,0,0,1,1980,24,12,31,2007,2011,3143302.0
107474,1,2,0,0,1,3,1983,27,2,28,2008,2011,3135209.0
107474,1,2,0,0,1,3,1989,11,11,22,2008,2011,3135209.0
96981,3,6,0,0,0,4,1984,13,12,27,2007,2011,2512705.0
99503,2,2,0,0,1,6,1978,6,11,33,2008,2011,3108602.0
107474,1,2,0,0,1,3,1983,9,12,28,2007,2011,3135357.0
99503,2,4,0,0,0,6,1983,22,1,28,2007,2011,3550308.0
99503,2,2,0,0,1,2,1981,31,10,30,2007,2011,3135209.0
107474,1,2,0,0,1,3,1982,2,12,29,2008,2011,3135209.0
107474,1,2,0,0,0,3,1989,9,2,22,2007,2011,3135209.0
99503,2,4,0,0,1,3,1981,16,10,30,2009,2011,3552809.0
107474,1,2,0,0,1,3,1984,3,12,27,2007,2011,3550308.0
99503,2,2,0,0,1,2,1979,23,12,32,2008,2011,3550308.0
107476,1,2,0,0,0,3,1990,6,11,21,2009,2011,3108602.0
107474,1,2,0,0,1,3,1976,2,12,35,2008,2011,3135209.0
112692,2,4,0,0,0,1,1981,16,8,30,2009,2011,
112692,2,4,0,0,1,3,1985,16,6,26,2008,2011,3135209.0
107474,1,2,0,0,1,3,1983,22,7,28,2008,2011,3135209.0
99503,2,4,0,0,1,2,1984,18,4,27,2009,2011,3550308.0
107474,1,6,0,0,0,1,1961,11,11,50,2007,2011,3550308.0
107474,1,2,0,0,1,1,1973,16,1,38,2008,2011,3135209.0
107474,1,6,0,0,0,3,1965,21,6,46,2007,2011,3135209.0
107474,1,2,0,0,0,1,1988,17,2,23,2008,2011,3143302.0
96981,3,6,0,0,0,3,1987,24,10,24,2007,2011,3550308.0
99503,2,2,0,0,0,3,1982,3,11,29,2007,2011,3135209.0
99503,2,2,0,0,0,1,1981,28,10,30,2007,2011,3550308.0
112692,2,2,0,0,1,2,1988,26,6,23,2009,2011,3135357.0
107474,1,2,0,0,0,1,1981,20,12,30,2008,2011,3135209.0
107474,1,2,0,0,0,6,1976,8,11,35,2008,2011,3143302.0
99503,2,2,0,0,1,6,1973,1,12,38,2008,2011,3135209.0
107474,1,2,0,0,1,0,1993,15,3,18,2011,2011,3143302.0
107476,1,2,0,0,0,0,1972,10,1,39,2011,2011,3143302.0
1102801,2,4,0,0,0,6,1991,16,2,20,2010,2011,3135209.0
96981,3,2,0,0,0,4,1992,28,4,19,2011,2011,3550308.0
112692,2,3,0,0,0,6,1983,22,9,28,2010,2011,3135209.0
112692,2,4,0,0,0,6,1984,25,1,27,2010,2011,3170909.0
1102801,2,2,0,0,1,6,1988,28,12,23,2010,2011,3135209.0
1102801,2,2,0,0,1,6,1991,13,5,20,2010,2011,3135209.0
1102801,2,4,0,0,0,6,1979,27,1,32,2010,2011,3143302.0
1102801,2,2,0,0,1,6,1991,4,10,20,2010,2011,3135209.0
1102801,2,4,0,0,0,1,1990,16,12,21,2010,2011,
1102801,2,2,0,0,1,6,1984,28,11,27,2010,2011,3170909.0
112692,2,4,0,0,1,6,1985,25,9,26,2010,2011,3135209.0
112692,2,4,0,0,1,6,1989,2,10,22,2010,2011,3135209.0
112692,2,4,0,0,0,6,1992,3,6,19,2010,2011,
1102801,2,4,0,0,0,6,1990,15,4,21,2010,2011,3104502.0
112692,2,2,0,0,1,6,1989,14,4,22,2010,2011,3135209.0
112692,2,4,0,0,1,6,1974,2,9,37,2010,2011,3135209.0
112692,2,2,0,0,1,6,1990,1,3,21,2010,2011,3107307.0
1102801,2,2,0,0,0,6,1990,20,10,21,2010,2011,3135209.0
112692,2,2,0,0,0,6,1965,12,8,46,2010,2011,3135209.0
112692,2,2,0,0,1,6,1992,19,6,19,2010,2011,3161106.0
1102801,2,2,0,0,1,6,1987,24,9,24,2010,2011,2907103.0
96981,3,2,0,0,0,1,1993,2,9,18,2011,2011,3135209.0
96981,3,4,0,0,0,6,1990,8,1,21,2010,2011,3137304.0
96981,3,4,0,0,0,6,1984,2,5,27,2010,2011,3161106.0
107474,1,2,0,0,1,3,1992,9,10,19,2010,2011,3143302.0
96981,3,2,0,0,1,3,1993,3,1,18,2011,2011,3135209.0
107474,1,2,0,0,0,2,1977,18,7,34,2010,2011,3135209.0
107474,1,3,0,0,0,1,1991,1,11,20,2010,2011,3300407.0
107474,1,2,0,0,1,4,1979,15,11,32,2010,2011,3135209.0
107474,1,3,0,0,0,3,1981,11,5,30,2010,2011,3135209.0
96981,3,4,0,0,0,3,1989,26,2,22,2010,2011,3143302.0
107474,1,2,0,0,0,0,1993,26,5,18,2011,2011,3135209.0
96981,3,4,0,0,0,3,1979,24,3,32,2010,2011,3135209.0
107476,1,4,0,0,0,0,1991,5,8,20,2011,2011,3143302.0
96981,3,2,0,0,1,3,1992,18,2,19,2011,2011,3135100.0
1102802,1,4,0,0,0,2,1993,14,12,18,2011,2011,3135209.0
107474,1,2,0,0,1,0,1985,31,7,26,2011,2011,3135209.0
1102802,1,2,0,0,0,0,1991,20,6,20,2011,2011,3135209.0
107476,1,2,0,0,0,3,1989,19,5,22,2010,2011,5300108.0
112692,2,2,0,0,1,0,1987,6,7,24,2011,2011,3135209.0
107474,1,4,0,0,1,0,1993,23,12,18,2011,2011,3306107.0
1102801,2,2,0,0,0,3,1992,19,11,19,2011,2011,3143302.0
1102802,1,2,0,0,1,0,1992,28,5,19,2010,2011,
1102802,1,4,0,0,1,0,1992,1,3,19,2011,2011,3142908.0
1102802,1,2,0,0,0,0,1992,18,1,19,2011,2011,3143302.0
1102802,1,2,0,0,0,0,1988,24,6,23,2011,2011,3135100.0
107476,1,2,0,0,0,0,1987,24,2,24,2011,2011,3162450.0
107474,1,2,0,0,1,0,1991,4,10,20,2011,2011,3135209.0
107474,1,2,0,0,1,0,1990,14,1,21,2011,2011,3135209.0
107476,1,2,0,0,0,0,1991,18,2,20,2011,2011,3550308.0
107474,1,4,0,0,1,6,1987,2,10,24,2011,2011,3304557.0
99503,2,4,0,0,1,0,1984,11,10,27,2011,2011,3135209.0
107476,1,2,0,0,1,0,1991,25,11,20,2011,2011,3106200.0
107476,1,4,0,0,1,0,1993,28,2,18,2011,2011,3143302.0
1102801,2,2,0,0,1,6,1987,3,6,24,2011,2011,3135209.0
1102802,1,2,0,0,0,0,1987,24,10,24,2010,2011,
1102801,2,2,0,0,1,0,1990,17,6,21,2011,2011,3135209.0
96981,3,2,0,0,1,3,1973,20,6,38,2011,2011,3149150.0
1102801,2,2,0,0,0,0,1981,20,7,30,2011,2011,3135209.0
1102801,2,2,0,0,1,0,1991,7,1,20,2011,2011,3135209.0
107474,1,4,0,0,0,6,1992,6,6,19,2011,2011,3306107.0
112692,2,4,0,0,1,6,1983,28,5,28,2008,2011,3135209.0
107474,1,2,0,0,1,0,1990,5,6,21,2011,2011,3170404.0
107474,1,4,0,0,0,3,1993,3,7,18,2011,2011,3135209.0
107474,1,4,0,0,0,0,1985,21,4,26,2011,2011,3143302.0
1102801,2,2,0,0,1,0,1993,16,3,18,2011,2011,3143302.0
107476,1,2,0,0,1,0,1988,10,11,23,2011,2011,3135209.0
107476,1,4,0,0,0,0,1991,3,6,20,2011,2011,3534401.0
99503,2,4,0,0,0,0,1988,17,3,23,2011,2011,3135209.0
107476,1,4,0,0,0,6,1974,11,6,37,2011,2011,3143302.0
1102801,2,2,0,0,0,0,1990,13,12,21,2011,2011,1501402.0
1102801,2,4,0,0,1,3,1981,16,10,30,2011,2011,3552809.0
1102801,2,2,0,0,1,0,1986,13,10,25,2011,2011,3162401.0
1102802,1,3,0,0,1,0,1974,6,9,37,2011,2011,3143302.0
1102801,2,2,0,0,0,0,1985,30,4,26,2011,2011,3135209.0
96981,3,2,0,0,1,3,1989,1,6,22,2011,2011,3143302.0
96981,3,2,0,0,0,2,1993,14,12,18,2011,2011,3135209.0
1102801,2,2,0,0,1,6,1991,29,10,20,2011,2011,3135209.0
96981,3,2,0,0,0,3,1987,27,9,24,2011,2011,3135209.0
1102801,2,2,0,0,1,0,1989,21,12,22,2011,2011,3135209.0
107474,1,2,0,0,0,6,1983,25,3,28,2010,2011,3106200.0
107476,1,2,0,0,1,6,1988,19,12,23,2011,2011,3135209.0
112692,2,2,0,0,0,0,1992,28,2,19,2011,2011,3118809.0
107474,1,2,0,0,0,6,1990,17,8,21,2010,2011,3135209.0
99503,2,2,0,0,1,0,1980,12,10,31,2011,2011,3135209.0
112692,2,4,0,0,1,0,1992,7,4,19,2011,2011,3168002.0
107476,1,2,0,0,0,0,1994,8,3,17,2011,2011,3135209.0
1102801,2,2,0,0,1,0,1990,6,11,21,2011,2011,3157005.0
112692,2,2,0,0,0,0,1987,4,8,24,2011,2011,3170909.0
112692,2,2,0,0,0,0,1990,15,1,21,2011,2011,3101706.0
112692,2,2,0,0,1,0,1993,8,4,18,2011,2011,3139300.0
99503,2,4,0,0,0,0,1992,3,11,19,2011,2011,3135209.0
99503,2,4,0,0,0,0,1990,10,9,21,2011,2011,3135209.0
99503,2,4,0,0,1,0,1987,27,7,24,2011,2011,3135209.0
1102801,2,4,0,0,0,0,1988,17,9,23,2011,2011,3135209.0
112692,2,2,0,0,1,0,1992,7,4,19,2011,2011,3135209.0
112692,2,4,0,0,0,0,1981,4,4,30,2011,2011,3135209.0
107474,1,2,0,0,0,0,1991,14,11,20,2011,2011,3135209.0
107474,1,2,0,0,0,0,1994,26,1,17,2011,2011,3143302.0
107474,1,2,0,0,1,2,1990,4,1,21,2011,2011,3135209.0
96981,3,2,0,0,0,2,1991,27,8,20,2011,2011,3135209.0
112692,2,4,0,0,0,3,1992,22,2,19,2011,2011,3538006.0
1102802,1,2,0,0,0,6,1992,14,4,19,2011,2011,3135209.0
112692,2,2,0,0,0,0,1987,8,5,24,2011,2011,3135209.0
112692,2,4,0,0,0,0,1991,18,4,20,2011,2011,3135209.0
1102802,1,2,0,0,0,0,1979,24,11,32,2010,2011,
1102802,1,2,0,0,1,0,1983,3,4,28,2010,2011,
107474,1,2,0,0,0,0,1992,9,11,19,2011,2011,3170800.0
112692,2,2,0,0,1,0,1993,14,6,18,2011,2011,3513009.0
107476,1,2,0,0,1,0,1993,3,3,18,2011,2011,3161106.0
107474,1,2,0,0,1,0,1993,20,9,18,2011,2011,3135209.0
107474,1,2,0,0,0,0,1991,20,8,20,2011,2011,3135209.0
107474,1,2,0,0,1,0,1992,18,4,19,2011,2011,3151206.0
96981,3,2,0,0,0,3,1990,29,10,21,2011,2011,3135209.0
96981,3,2,0,0,0,3,1993,3,7,18,2011,2011,3135209.0
112692,2,3,0,0,0,0,1990,17,6,21,2011,2011,3135209.0
99503,2,2,0,0,0,3,1988,9,12,23,2009,2011,3135209.0
99503,2,2,0,0,1,4,1991,7,12,20,2010,2011,3550308.0
96981,3,2,0,0,0,1,1993,7,9,18,2011,2011,3135209.0
96981,3,2,0,0,0,0,1988,17,9,23,2011,2011,3135209.0
96981,3,2,0,0,0,1,1992,3,12,19,2011,2011,3135209.0
99503,2,2,0,0,0,0,1993,12,2,18,2011,2011,5300108.0
99503,2,2,0,0,1,0,1993,10,2,18,2011,2011,3135209.0
99503,2,4,0,0,1,0,1992,7,6,19,2011,2011,3135209.0
99503,2,2,0,0,1,0,1968,30,10,43,2011,2011,3116704.0
112692,2,4,0,0,1,0,1987,15,3,24,2011,2011,3135209.0
99503,2,2,0,0,0,0,1991,7,2,20,2011,2011,3135209.0
112692,2,2,0,0,0,0,1993,23,9,18,2011,2011,3135209.0
112692,2,4,0,0,0,0,1992,15,2,19,2011,2011,3107307.0
107476,1,4,0,0,0,6,1987,25,2,24,2011,2011,3143302.0
112692,2,4,0,0,0,0,1993,17,1,18,2011,2011,3135209.0
107476,1,2,0,0,1,0,1991,18,12,20,2011,2011,3135209.0
99503,2,4,0,0,0,6,1992,3,8,19,2011,2011,3555307.0
107476,1,2,0,0,0,0,1992,4,3,19,2011,2011,3135209.0
1102801,2,2,0,0,1,0,1993,8,2,18,2011,2011,3135209.0
1102801,2,2,0,0,0,0,1977,29,10,34,2011,2011,3135209.0
1102801,2,2,0,0,0,6,1981,25,9,30,2011,2011,3135209.0
1102801,2,2,0,0,1,0,1983,4,2,28,2011,2011,3135209.0
96981,3,2,0,0,0,3,1978,13,11,33,2011,2011,2612208.0
99503,2,2,0,0,1,0,1991,23,11,20,2011,2011,5300108.0
99503,2,2,0,0,0,0,1992,9,7,19,2011,2011,3161106.0
99503,2,4,0,0,1,0,1990,23,10,21,2011,2011,3135209.0
99503,2,4,0,0,1,6,1981,28,8,30,2011,2011,3135209.0
99503,2,2,0,0,0,0,1988,26,9,23,2011,2011,3135209.0
99503,2,3,0,0,0,0,1993,1,7,18,2011,2011,3135209.0
99503,2,2,0,0,0,6,1981,6,6,30,2011,2011,3550308.0
99503,2,2,0,0,0,0,1988,7,11,23,2011,2011,3135209.0
99503,2,2,0,0,0,0,1990,15,9,21,2011,2011,3135209.0
99503,2,2,0,0,0,0,1990,31,8,21,2011,2011,3135209.0
1102802,1,4,0,0,0,0,1989,29,11,22,2011,2011,3147006.0
1102802,1,2,0,0,1,0,1993,9,10,18,2011,2011,3143302.0
107474,1,2,0,0,0,0,1994,27,2,17,2011,2011,3135209.0
1102802,1,2,0,0,0,0,1993,26,6,18,2011,2011,3143302.0
1102802,1,2,0,0,0,0,1992,10,11,19,2011,2011,3135209.0
1102802,1,2,0,0,1,0,1992,24,8,19,2011,2011,3135100.0
1102802,1,2,0,0,0,6,1982,25,11,29,2011,2011,3548708.0
1102802,1,4,0,0,0,0,1992,28,7,19,2011,2011,3106200.0
107474,1,3,0,0,1,6,1981,6,5,30,2010,2011,3135209.0
107474,1,4,0,0,0,0,1988,8,7,23,2011,2011,3135209.0
107474,1,2,0,0,1,0,1993,22,9,18,2011,2011,3135209.0
1102802,1,2,0,0,1,6,1992,19,12,19,2010,2011,3106200.0
1102802,1,2,0,0,0,3,1988,10,3,23,2010,2011,3135209.0
107474,1,2,0,0,0,0,1977,15,10,34,2011,2011,3304557.0
112692,2,2,0,0,1,6,1983,10,2,28,2009,2011,3135209.0
112692,2,4,0,0,1,2,1988,19,4,23,2009,2011,3135209.0
99503,2,6,0,0,0,3,1965,5,7,46,2007,2011,3106200.0
1102802,1,4,0,0,1,0,1991,26,7,20,2011,2011,3161106.0
112692,2,2,0,0,1,0,1993,18,8,18,2011,2011,3135209.0
107476,1,3,0,0,1,1,1956,2,6,55,2009,2011,3135209.0
107476,1,2,0,0,0,0,1992,12,11,19,2011,2011,3135209.0
107474,1,2,0,0,0,1,1981,25,6,30,2008,2011,3149150.0
99503,2,2,0,0,1,3,1991,24,3,20,2009,2011,3135209.0
96981,3,4,0,0,0,3,1989,19,5,22,2010,2011,3118809.0
96981,3,2,0,0,0,2,1990,2,8,21,2011,2011,3135209.0
107476,1,2,0,0,0,0,1993,6,4,18,2011,2011,3135209.0
